[1275, 750]
[folio, [227.0, 84.0, 304.0, 18.0], shoonya_2s0Q8RTMVHDRGG, 5767782]
[paragraph, [65.0, 822.0, 624.0, 18.0], shoonya_1sTH1H6EZ35B5Z, 5767782]
[paragraph, [65.0, 840.0, 624.0, 18.0], shoonya_1sTH1H6EZ35B5Z, 5767782]
[paragraph, [65.0, 858.0, 624.0, 18.0], shoonya_1sTH1H6EZ35B5Z, 5767782]
[paragraph, [65.0, 876.0, 624.0, 18.0], shoonya_1sTH1H6EZ35B5Z, 5767782]
[paragraph, [75.0, 906.0, 597.0, 18.0], 1NMzbMCpHu, 5767782]
[paragraph, [75.0, 924.0, 597.0, 18.0], 1NMzbMCpHu, 5767782]
[paragraph, [75.0, 942.0, 597.0, 18.0], 1NMzbMCpHu, 5767782]
[paragraph, [75.0, 960.0, 597.0, 18.0], 1NMzbMCpHu, 5767782]
[paragraph, [75.0, 978.0, 597.0, 18.0], 1NMzbMCpHu, 5767782]
[paragraph, [75.0, 996.0, 597.0, 18.0], 1NMzbMCpHu, 5767782]
[paragraph, [75.0, 1014.0, 597.0, 18.0], 1NMzbMCpHu, 5767782]
[paragraph, [75.0, 1032.0, 597.0, 18.0], 1NMzbMCpHu, 5767782]
[paragraph, [75.0, 1050.0, 597.0, 18.0], 1NMzbMCpHu, 5767782]
[paragraph, [75.0, 1068.0, 597.0, 18.0], 1NMzbMCpHu, 5767782]
[paragraph, [92.0, 1098.0, 426.0, 18.0], g57Zz2Zp3i, 5767782]
[paragraph, [92.0, 1116.0, 426.0, 18.0], g57Zz2Zp3i, 5767782]
[paragraph, [92.0, 1134.0, 426.0, 18.0], g57Zz2Zp3i, 5767782]
[paragraph, [92.0, 1152.0, 426.0, 18.0], g57Zz2Zp3i, 5767782]
