[792, 612]
[folio, [416.0, 54.0, 111.0, 18.0], 1vItpsKBbG, 6491204]
[paragraph, [45.0, 443.0, 267.0, 18.0], CTyQD9Ft2v, 6491204]
[paragraph, [45.0, 461.0, 267.0, 18.0], CTyQD9Ft2v, 6491204]
[paragraph, [45.0, 479.0, 267.0, 18.0], CTyQD9Ft2v, 6491204]
[paragraph, [45.0, 497.0, 267.0, 18.0], CTyQD9Ft2v, 6491204]
[paragraph, [45.0, 515.0, 267.0, 18.0], CTyQD9Ft2v, 6491204]
[paragraph, [45.0, 533.0, 267.0, 18.0], CTyQD9Ft2v, 6491204]
[paragraph, [45.0, 551.0, 267.0, 18.0], CTyQD9Ft2v, 6491204]
[paragraph, [45.0, 569.0, 267.0, 18.0], CTyQD9Ft2v, 6491204]
[paragraph, [45.0, 587.0, 267.0, 18.0], CTyQD9Ft2v, 6491204]
[paragraph, [45.0, 605.0, 267.0, 18.0], CTyQD9Ft2v, 6491204]
[paragraph, [45.0, 623.0, 267.0, 18.0], CTyQD9Ft2v, 6491204]
[paragraph, [45.0, 641.0, 267.0, 18.0], CTyQD9Ft2v, 6491204]
[paragraph, [45.0, 659.0, 267.0, 18.0], CTyQD9Ft2v, 6491204]
[paragraph, [45.0, 677.0, 267.0, 18.0], CTyQD9Ft2v, 6491204]
[paragraph, [45.0, 695.0, 267.0, 18.0], CTyQD9Ft2v, 6491204]
[paragraph, [314.0, 504.0, 255.0, 18.0], -lnDaqrkT1, 6491204]
[paragraph, [314.0, 522.0, 255.0, 18.0], -lnDaqrkT1, 6491204]
[paragraph, [314.0, 540.0, 255.0, 18.0], -lnDaqrkT1, 6491204]
[paragraph, [314.0, 558.0, 255.0, 18.0], -lnDaqrkT1, 6491204]
[paragraph, [314.0, 576.0, 255.0, 18.0], -lnDaqrkT1, 6491204]
[paragraph, [314.0, 594.0, 255.0, 18.0], -lnDaqrkT1, 6491204]
[paragraph, [314.0, 612.0, 255.0, 18.0], -lnDaqrkT1, 6491204]
[paragraph, [314.0, 630.0, 255.0, 18.0], -lnDaqrkT1, 6491204]
[paragraph, [314.0, 648.0, 255.0, 18.0], -lnDaqrkT1, 6491204]
[paragraph, [314.0, 666.0, 255.0, 18.0], -lnDaqrkT1, 6491204]
[paragraph, [314.0, 684.0, 255.0, 18.0], -lnDaqrkT1, 6491204]
[paragraph, [314.0, 702.0, 255.0, 18.0], -lnDaqrkT1, 6491204]
