[2339, 1654]
[folio, [1332.0, 78.0, 221.0, 36.0], shoonya_2s9DOBHG3HU6TZ, 5750925]
[paragraph, [125.0, 1838.0, 1438.0, 36.0], shoonya_0s3FD6NTVU6AN1, 5750925]
[paragraph, [99.0, 1906.0, 1469.0, 36.0], phy4x4Yd6o, 5750925]
[paragraph, [99.0, 1942.0, 1469.0, 36.0], phy4x4Yd6o, 5750925]
[paragraph, [99.0, 1978.0, 1469.0, 36.0], phy4x4Yd6o, 5750925]
[paragraph, [99.0, 2014.0, 1469.0, 36.0], phy4x4Yd6o, 5750925]
[paragraph, [99.0, 2050.0, 1469.0, 36.0], phy4x4Yd6o, 5750925]
[paragraph, [99.0, 2086.0, 1469.0, 36.0], phy4x4Yd6o, 5750925]
[paragraph, [99.0, 2122.0, 1469.0, 36.0], phy4x4Yd6o, 5750925]
[paragraph, [99.0, 2158.0, 1469.0, 36.0], phy4x4Yd6o, 5750925]
[paragraph, [99.0, 2194.0, 1469.0, 36.0], phy4x4Yd6o, 5750925]
