[1565, 1152]
[paragraph, [726.0, 119.0, 302.0, 36.0], shoonya_15sH6BG4AMATMI, 5713307]
[paragraph, [107.0, 1258.0, 297.0, 36.0], shoonya_1sA8JKLOV8F2DG, 5713307]
[paragraph, [107.0, 1294.0, 297.0, 36.0], shoonya_1sA8JKLOV8F2DG, 5713307]
[paragraph, [107.0, 1330.0, 297.0, 36.0], shoonya_1sA8JKLOV8F2DG, 5713307]
[paragraph, [107.0, 1366.0, 297.0, 36.0], shoonya_1sA8JKLOV8F2DG, 5713307]
[paragraph, [107.0, 1402.0, 297.0, 36.0], shoonya_1sA8JKLOV8F2DG, 5713307]
[paragraph, [730.0, 978.0, 308.0, 36.0], shoonya_5sIJUO05WTOH7C, 5713307]
[paragraph, [730.0, 1014.0, 308.0, 36.0], shoonya_5sIJUO05WTOH7C, 5713307]
[paragraph, [730.0, 1050.0, 308.0, 36.0], shoonya_5sIJUO05WTOH7C, 5713307]
[paragraph, [730.0, 1086.0, 308.0, 36.0], shoonya_5sIJUO05WTOH7C, 5713307]
[paragraph, [730.0, 1122.0, 308.0, 36.0], shoonya_5sIJUO05WTOH7C, 5713307]
[paragraph, [415.0, 1096.0, 312.0, 36.0], shoonya_7sPXGITAEHZG5V, 5713307]
[paragraph, [415.0, 1132.0, 312.0, 36.0], shoonya_7sPXGITAEHZG5V, 5713307]
[paragraph, [415.0, 1168.0, 312.0, 36.0], shoonya_7sPXGITAEHZG5V, 5713307]
[paragraph, [415.0, 1204.0, 312.0, 36.0], shoonya_7sPXGITAEHZG5V, 5713307]
[paragraph, [415.0, 1240.0, 312.0, 36.0], shoonya_7sPXGITAEHZG5V, 5713307]
[paragraph, [415.0, 1276.0, 312.0, 36.0], shoonya_7sPXGITAEHZG5V, 5713307]
[paragraph, [731.0, 1194.0, 288.0, 36.0], shoonya_13sSA3EWQIFLCK, 5713307]
[paragraph, [731.0, 1230.0, 288.0, 36.0], shoonya_13sSA3EWQIFLCK, 5713307]
[paragraph, [731.0, 1266.0, 288.0, 36.0], shoonya_13sSA3EWQIFLCK, 5713307]
[paragraph, [731.0, 1302.0, 288.0, 36.0], shoonya_13sSA3EWQIFLCK, 5713307]
[paragraph, [731.0, 1338.0, 288.0, 36.0], shoonya_13sSA3EWQIFLCK, 5713307]
[paragraph, [731.0, 1374.0, 288.0, 36.0], shoonya_13sSA3EWQIFLCK, 5713307]
[paragraph, [731.0, 1410.0, 288.0, 36.0], shoonya_13sSA3EWQIFLCK, 5713307]
[paragraph, [412.0, 1335.0, 304.0, 36.0], shoonya_12sQAQ9KESKRSV, 5713307]
[paragraph, [412.0, 1371.0, 304.0, 36.0], shoonya_12sQAQ9KESKRSV, 5713307]
[folio, [158.0, 1450.0, 100.0, 36.0], 4uEsEItOwX, 5713307]
[folio, [902.0, 1450.0, 127.0, 36.0], 4Jj21sfj3P, 5713307]
