[1625, 1211]
[paragraph, [69.0, 99.0, 344.0, 36.0], aMBoDHnFx7, 5742773]
[paragraph, [70.0, 984.0, 338.0, 36.0], shoonya_2sXDA6BBN9QJFG, 5742773]
[paragraph, [70.0, 1020.0, 338.0, 36.0], shoonya_2sXDA6BBN9QJFG, 5742773]
[paragraph, [70.0, 1056.0, 338.0, 36.0], shoonya_2sXDA6BBN9QJFG, 5742773]
[paragraph, [70.0, 1092.0, 338.0, 36.0], shoonya_2sXDA6BBN9QJFG, 5742773]
[paragraph, [70.0, 1128.0, 338.0, 36.0], shoonya_2sXDA6BBN9QJFG, 5742773]
[paragraph, [70.0, 1164.0, 338.0, 36.0], shoonya_2sXDA6BBN9QJFG, 5742773]
[paragraph, [70.0, 1200.0, 338.0, 36.0], shoonya_2sXDA6BBN9QJFG, 5742773]
[paragraph, [70.0, 1236.0, 338.0, 36.0], shoonya_2sXDA6BBN9QJFG, 5742773]
[paragraph, [70.0, 1272.0, 338.0, 36.0], shoonya_2sXDA6BBN9QJFG, 5742773]
[paragraph, [70.0, 1308.0, 338.0, 36.0], shoonya_2sXDA6BBN9QJFG, 5742773]
[paragraph, [70.0, 1344.0, 338.0, 36.0], shoonya_2sXDA6BBN9QJFG, 5742773]
[paragraph, [70.0, 1380.0, 338.0, 36.0], shoonya_2sXDA6BBN9QJFG, 5742773]
[paragraph, [70.0, 1416.0, 338.0, 36.0], shoonya_2sXDA6BBN9QJFG, 5742773]
[paragraph, [70.0, 1452.0, 338.0, 36.0], shoonya_2sXDA6BBN9QJFG, 5742773]
[paragraph, [432.0, 1058.0, 340.0, 36.0], 8CZqSIDMAY, 5742773]
[paragraph, [432.0, 1094.0, 340.0, 36.0], 8CZqSIDMAY, 5742773]
[paragraph, [432.0, 1130.0, 340.0, 36.0], 8CZqSIDMAY, 5742773]
[paragraph, [432.0, 1166.0, 340.0, 36.0], 8CZqSIDMAY, 5742773]
[paragraph, [432.0, 1202.0, 340.0, 36.0], 8CZqSIDMAY, 5742773]
[paragraph, [432.0, 1238.0, 340.0, 36.0], 8CZqSIDMAY, 5742773]
[paragraph, [432.0, 1274.0, 340.0, 36.0], 8CZqSIDMAY, 5742773]
[paragraph, [432.0, 1310.0, 340.0, 36.0], 8CZqSIDMAY, 5742773]
[paragraph, [432.0, 1346.0, 340.0, 36.0], 8CZqSIDMAY, 5742773]
[paragraph, [432.0, 1382.0, 340.0, 36.0], 8CZqSIDMAY, 5742773]
[paragraph, [432.0, 1418.0, 340.0, 36.0], 8CZqSIDMAY, 5742773]
[paragraph, [432.0, 1454.0, 340.0, 36.0], 8CZqSIDMAY, 5742773]
[paragraph, [787.0, 1411.0, 352.0, 36.0], QONYsmIs-Q, 5742773]
