[1372, 849]
[section-title, [351.0, 68.0, 144.0, 30.0], shoonya_0sES4EOPWDJB2N, 5709766]
[paragraph, [63.0, 1105.0, 705.0, 18.0], shoonya_3sEHDLLUWBPU4G, 5709766]
[paragraph, [63.0, 1123.0, 705.0, 18.0], shoonya_3sEHDLLUWBPU4G, 5709766]
[paragraph, [63.0, 1141.0, 705.0, 18.0], shoonya_3sEHDLLUWBPU4G, 5709766]
[paragraph, [63.0, 1159.0, 705.0, 18.0], shoonya_3sEHDLLUWBPU4G, 5709766]
[paragraph, [63.0, 1177.0, 705.0, 18.0], shoonya_3sEHDLLUWBPU4G, 5709766]
[paragraph, [63.0, 1195.0, 705.0, 18.0], shoonya_3sEHDLLUWBPU4G, 5709766]
[paragraph, [68.0, 1215.0, 710.0, 18.0], shoonya_2sPD7Q0PMX9VM3, 5709766]
[paragraph, [68.0, 1233.0, 710.0, 18.0], shoonya_2sPD7Q0PMX9VM3, 5709766]
[paragraph, [68.0, 1251.0, 710.0, 18.0], shoonya_2sPD7Q0PMX9VM3, 5709766]
[paragraph, [68.0, 1269.0, 710.0, 18.0], shoonya_2sPD7Q0PMX9VM3, 5709766]
