[1320, 1176]
[section-title, [90.0, 192.0, 624.0, 30.0], S3I3DbKddM, 5694015]
[paragraph, [75.0, 1201.0, 329.0, 18.0], v6Pr75Qycm, 5694015]
[paragraph, [75.0, 1219.0, 329.0, 18.0], v6Pr75Qycm, 5694015]
[paragraph, [75.0, 1237.0, 329.0, 18.0], v6Pr75Qycm, 5694015]
[paragraph, [419.0, 1109.0, 327.0, 18.0], XH3Dec_vVN, 5694015]
[paragraph, [419.0, 1127.0, 327.0, 18.0], XH3Dec_vVN, 5694015]
[paragraph, [419.0, 1145.0, 327.0, 18.0], XH3Dec_vVN, 5694015]
[paragraph, [419.0, 1163.0, 327.0, 18.0], XH3Dec_vVN, 5694015]
[paragraph, [419.0, 1181.0, 327.0, 18.0], XH3Dec_vVN, 5694015]
[paragraph, [419.0, 1199.0, 327.0, 18.0], XH3Dec_vVN, 5694015]
[paragraph, [419.0, 1217.0, 327.0, 18.0], XH3Dec_vVN, 5694015]
[paragraph, [419.0, 1235.0, 327.0, 18.0], XH3Dec_vVN, 5694015]
