[1565, 1152]
[paragraph, [107.0, 117.0, 308.0, 36.0], shoonya_8sS65UK0HJRKJ2, 5712704]
[paragraph, [415.0, 949.0, 312.0, 36.0], shoonya_6sK6DHR3S4G2Q8, 5712704]
[paragraph, [415.0, 985.0, 312.0, 36.0], shoonya_6sK6DHR3S4G2Q8, 5712704]
[paragraph, [415.0, 1021.0, 312.0, 36.0], shoonya_6sK6DHR3S4G2Q8, 5712704]
[paragraph, [730.0, 953.0, 302.0, 36.0], shoonya_11sR1VUFXL1XZK, 5712704]
[paragraph, [730.0, 989.0, 302.0, 36.0], shoonya_11sR1VUFXL1XZK, 5712704]
[paragraph, [730.0, 1025.0, 302.0, 36.0], shoonya_11sR1VUFXL1XZK, 5712704]
[paragraph, [730.0, 1061.0, 302.0, 36.0], shoonya_11sR1VUFXL1XZK, 5712704]
[paragraph, [730.0, 1097.0, 302.0, 36.0], shoonya_11sR1VUFXL1XZK, 5712704]
[paragraph, [730.0, 1133.0, 302.0, 36.0], shoonya_11sR1VUFXL1XZK, 5712704]
[paragraph, [730.0, 1169.0, 302.0, 36.0], shoonya_11sR1VUFXL1XZK, 5712704]
[paragraph, [730.0, 1205.0, 302.0, 36.0], shoonya_11sR1VUFXL1XZK, 5712704]
[paragraph, [730.0, 1241.0, 302.0, 36.0], shoonya_11sR1VUFXL1XZK, 5712704]
[paragraph, [730.0, 1277.0, 302.0, 36.0], shoonya_11sR1VUFXL1XZK, 5712704]
[paragraph, [730.0, 1313.0, 302.0, 36.0], shoonya_11sR1VUFXL1XZK, 5712704]
[paragraph, [417.0, 1076.0, 309.0, 36.0], shoonya_10sQHP0SPTN3XS, 5712704]
[paragraph, [417.0, 1112.0, 309.0, 36.0], shoonya_10sQHP0SPTN3XS, 5712704]
[paragraph, [417.0, 1148.0, 309.0, 36.0], shoonya_10sQHP0SPTN3XS, 5712704]
[paragraph, [417.0, 1184.0, 309.0, 36.0], shoonya_10sQHP0SPTN3XS, 5712704]
[paragraph, [417.0, 1220.0, 309.0, 36.0], shoonya_10sQHP0SPTN3XS, 5712704]
[paragraph, [417.0, 1256.0, 309.0, 36.0], shoonya_10sQHP0SPTN3XS, 5712704]
[paragraph, [417.0, 1292.0, 309.0, 36.0], shoonya_10sQHP0SPTN3XS, 5712704]
[paragraph, [417.0, 1328.0, 309.0, 36.0], shoonya_10sQHP0SPTN3XS, 5712704]
[paragraph, [105.0, 1183.0, 304.0, 36.0], shoonya_5s8OZ3HIYMOTTV, 5712704]
[paragraph, [105.0, 1219.0, 304.0, 36.0], shoonya_5s8OZ3HIYMOTTV, 5712704]
[paragraph, [105.0, 1255.0, 304.0, 36.0], shoonya_5s8OZ3HIYMOTTV, 5712704]
[paragraph, [105.0, 1291.0, 304.0, 36.0], shoonya_5s8OZ3HIYMOTTV, 5712704]
[paragraph, [105.0, 1327.0, 304.0, 36.0], shoonya_5s8OZ3HIYMOTTV, 5712704]
[paragraph, [105.0, 1363.0, 304.0, 36.0], shoonya_5s8OZ3HIYMOTTV, 5712704]
