[842, 596]
[ordered-list, [63.0, 62.0, 478.0, 18.0], shoonya_2sZNNQZ6KOXO1O, 5658382]
[sub-ordered-list, [120.0, 150.0, 408.0, 18.0], shoonya_7sZH8DFAZJNSZE, 5658382]
[sub-ordered-list, [120.0, 168.0, 408.0, 18.0], shoonya_7sZH8DFAZJNSZE, 5658382]
[sub-ordered-list, [120.0, 186.0, 408.0, 18.0], shoonya_7sZH8DFAZJNSZE, 5658382]
[sub-ordered-list, [120.0, 204.0, 408.0, 18.0], shoonya_7sZH8DFAZJNSZE, 5658382]
[sub-ordered-list, [120.0, 222.0, 408.0, 18.0], shoonya_7sZH8DFAZJNSZE, 5658382]
[sub-ordered-list, [120.0, 240.0, 408.0, 18.0], shoonya_7sZH8DFAZJNSZE, 5658382]
[sub-ordered-list, [120.0, 258.0, 408.0, 18.0], shoonya_7sZH8DFAZJNSZE, 5658382]
[sub-ordered-list, [120.0, 276.0, 408.0, 18.0], shoonya_7sZH8DFAZJNSZE, 5658382]
[sub-ordered-list, [120.0, 294.0, 408.0, 18.0], shoonya_7sZH8DFAZJNSZE, 5658382]
[sub-ordered-list, [120.0, 312.0, 408.0, 18.0], shoonya_7sZH8DFAZJNSZE, 5658382]
[sub-ordered-list, [117.0, 373.0, 410.0, 18.0], shoonya_8s8WBILKEDLZP3, 5658382]
[sub-ordered-list, [117.0, 391.0, 410.0, 18.0], shoonya_8s8WBILKEDLZP3, 5658382]
[sub-ordered-list, [117.0, 409.0, 410.0, 18.0], shoonya_8s8WBILKEDLZP3, 5658382]
[sub-ordered-list, [117.0, 427.0, 410.0, 18.0], shoonya_8s8WBILKEDLZP3, 5658382]
[sub-ordered-list, [117.0, 445.0, 410.0, 18.0], shoonya_8s8WBILKEDLZP3, 5658382]
[sub-ordered-list, [117.0, 463.0, 410.0, 18.0], shoonya_8s8WBILKEDLZP3, 5658382]
[sub-ordered-list, [117.0, 481.0, 410.0, 18.0], shoonya_8s8WBILKEDLZP3, 5658382]
[sub-ordered-list, [117.0, 499.0, 410.0, 18.0], shoonya_8s8WBILKEDLZP3, 5658382]
[sub-ordered-list, [117.0, 517.0, 410.0, 18.0], shoonya_8s8WBILKEDLZP3, 5658382]
[sub-ordered-list, [117.0, 535.0, 410.0, 18.0], shoonya_8s8WBILKEDLZP3, 5658382]
[sub-ordered-list, [117.0, 553.0, 410.0, 18.0], shoonya_8s8WBILKEDLZP3, 5658382]
[sub-ordered-list, [117.0, 571.0, 410.0, 18.0], shoonya_8s8WBILKEDLZP3, 5658382]
[sub-ordered-list, [117.0, 589.0, 410.0, 18.0], shoonya_8s8WBILKEDLZP3, 5658382]
[sub-ordered-list, [117.0, 607.0, 410.0, 18.0], shoonya_8s8WBILKEDLZP3, 5658382]
[sub-ordered-list, [117.0, 625.0, 410.0, 18.0], shoonya_8s8WBILKEDLZP3, 5658382]
[sub-ordered-list, [117.0, 643.0, 410.0, 18.0], shoonya_8s8WBILKEDLZP3, 5658382]
[footnote, [76.0, 772.0, 469.0, 18.0], shoonya_10sBHPVAR6SQU6, 5658382]
[footnote, [76.0, 790.0, 469.0, 18.0], shoonya_10sBHPVAR6SQU6, 5658382]
