[5478, 3644]
[folio, [2245.0, 437.0, 888.0, 52.5], 9fSzLGELij, 5709888]
[paragraph, [498.0, 2555.5, 2619.0, 52.5], Mi6ywPc9DV, 5709888]
[paragraph, [498.0, 2608.0, 2619.0, 52.5], Mi6ywPc9DV, 5709888]
[quote, [742.0, 2698.0, 2087.0, 52.5], hCOS3-2m6U, 5709888]
[quote, [742.0, 2750.5, 2087.0, 52.5], hCOS3-2m6U, 5709888]
[paragraph, [493.0, 2850.0, 2586.0, 52.5], k3qE7meHWh, 5709888]
[paragraph, [493.0, 2902.5, 2586.0, 52.5], k3qE7meHWh, 5709888]
[paragraph, [493.0, 2955.0, 2586.0, 52.5], k3qE7meHWh, 5709888]
[paragraph, [493.0, 3007.5, 2586.0, 52.5], k3qE7meHWh, 5709888]
[paragraph, [488.0, 3099.0, 2597.0, 52.5], sGSF40SW7_, 5709888]
[paragraph, [488.0, 3151.5, 2597.0, 52.5], sGSF40SW7_, 5709888]
[paragraph, [488.0, 3204.0, 2597.0, 52.5], sGSF40SW7_, 5709888]
[paragraph, [488.0, 3256.5, 2597.0, 52.5], sGSF40SW7_, 5709888]
[quote, [710.0, 3353.0, 2169.0, 52.5], 4KnmTATH3p, 5709888]
[quote, [710.0, 3405.5, 2169.0, 52.5], 4KnmTATH3p, 5709888]
[paragraph, [493.0, 3500.0, 2602.0, 52.5], bddk9yip4s, 5709888]
[paragraph, [493.0, 3552.5, 2602.0, 52.5], bddk9yip4s, 5709888]
[paragraph, [493.0, 3605.0, 2602.0, 52.5], bddk9yip4s, 5709888]
[paragraph, [493.0, 3657.5, 2602.0, 52.5], bddk9yip4s, 5709888]
[paragraph, [493.0, 3710.0, 2602.0, 52.5], bddk9yip4s, 5709888]
[paragraph, [493.0, 3762.5, 2602.0, 52.5], bddk9yip4s, 5709888]
[paragraph, [493.0, 3815.0, 2602.0, 52.5], bddk9yip4s, 5709888]
[quote, [488.0, 3884.0, 2586.0, 52.5], jK3IbYqsjC, 5709888]
[quote, [488.0, 3936.5, 2586.0, 52.5], jK3IbYqsjC, 5709888]
[quote, [488.0, 3989.0, 2586.0, 52.5], jK3IbYqsjC, 5709888]
[quote, [488.0, 4041.5, 2586.0, 52.5], jK3IbYqsjC, 5709888]
[quote, [704.0, 4139.0, 1030.0, 52.5], JIhRueR8RL, 5709888]
[quote, [704.0, 4191.5, 1030.0, 52.5], JIhRueR8RL, 5709888]
[quote, [504.0, 4269.0, 2564.0, 52.5], 0Ts5lYGJ8P, 5709888]
[quote, [504.0, 4321.5, 2564.0, 52.5], 0Ts5lYGJ8P, 5709888]
[quote, [504.0, 4374.0, 2564.0, 52.5], 0Ts5lYGJ8P, 5709888]
[quote, [504.0, 4426.5, 2564.0, 52.5], 0Ts5lYGJ8P, 5709888]
[paragraph, [488.0, 4529.0, 2586.0, 52.5], SGtcJSxoLU, 5709888]
[paragraph, [488.0, 4581.5, 2586.0, 52.5], SGtcJSxoLU, 5709888]
[paragraph, [488.0, 4634.0, 2586.0, 52.5], SGtcJSxoLU, 5709888]
[paragraph, [488.0, 4686.5, 2586.0, 52.5], SGtcJSxoLU, 5709888]
