[2230, 1704]
[paragraph, [91.0, 166.0, 787.0, 36.0], shoonya_0sREVOQ4XHRQ42, 5653965]
[paragraph, [119.0, 1516.0, 768.0, 36.0], shoonya_3sW2W7RG4VTYW7, 5653965]
[paragraph, [119.0, 1552.0, 768.0, 36.0], shoonya_3sW2W7RG4VTYW7, 5653965]
[paragraph, [119.0, 1588.0, 768.0, 36.0], shoonya_3sW2W7RG4VTYW7, 5653965]
[paragraph, [119.0, 1624.0, 768.0, 36.0], shoonya_3sW2W7RG4VTYW7, 5653965]
[paragraph, [119.0, 1660.0, 768.0, 36.0], shoonya_3sW2W7RG4VTYW7, 5653965]
[paragraph, [119.0, 1696.0, 768.0, 36.0], shoonya_3sW2W7RG4VTYW7, 5653965]
[paragraph, [931.0, 1645.0, 755.0, 36.0], shoonya_7sXT54XY1X9XTN, 5653965]
[paragraph, [931.0, 1681.0, 755.0, 36.0], shoonya_7sXT54XY1X9XTN, 5653965]
[paragraph, [931.0, 1717.0, 755.0, 36.0], shoonya_7sXT54XY1X9XTN, 5653965]
[paragraph, [931.0, 1753.0, 755.0, 36.0], shoonya_7sXT54XY1X9XTN, 5653965]
[paragraph, [931.0, 1789.0, 755.0, 36.0], shoonya_7sXT54XY1X9XTN, 5653965]
[paragraph, [931.0, 1825.0, 755.0, 36.0], shoonya_7sXT54XY1X9XTN, 5653965]
[paragraph, [931.0, 1861.0, 755.0, 36.0], shoonya_7sXT54XY1X9XTN, 5653965]
[paragraph, [931.0, 1897.0, 755.0, 36.0], shoonya_7sXT54XY1X9XTN, 5653965]
[paragraph, [931.0, 1933.0, 755.0, 36.0], shoonya_7sXT54XY1X9XTN, 5653965]
[paragraph, [931.0, 1969.0, 755.0, 36.0], shoonya_7sXT54XY1X9XTN, 5653965]
[paragraph, [931.0, 2005.0, 755.0, 36.0], shoonya_7sXT54XY1X9XTN, 5653965]
[paragraph, [931.0, 2041.0, 755.0, 36.0], shoonya_7sXT54XY1X9XTN, 5653965]
[paragraph, [931.0, 2077.0, 755.0, 36.0], shoonya_7sXT54XY1X9XTN, 5653965]
[paragraph, [931.0, 2113.0, 755.0, 36.0], shoonya_7sXT54XY1X9XTN, 5653965]
[paragraph, [120.0, 1737.0, 773.0, 36.0], shoonya_2s5RMVA7X01EK9, 5653965]
[paragraph, [120.0, 1773.0, 773.0, 36.0], shoonya_2s5RMVA7X01EK9, 5653965]
[paragraph, [120.0, 1809.0, 773.0, 36.0], shoonya_2s5RMVA7X01EK9, 5653965]
[paragraph, [120.0, 1845.0, 773.0, 36.0], shoonya_2s5RMVA7X01EK9, 5653965]
[paragraph, [120.0, 1881.0, 773.0, 36.0], shoonya_2s5RMVA7X01EK9, 5653965]
[paragraph, [120.0, 1917.0, 773.0, 36.0], shoonya_2s5RMVA7X01EK9, 5653965]
[paragraph, [120.0, 1953.0, 773.0, 36.0], shoonya_2s5RMVA7X01EK9, 5653965]
[paragraph, [120.0, 1989.0, 773.0, 36.0], shoonya_2s5RMVA7X01EK9, 5653965]
[paragraph, [120.0, 2025.0, 773.0, 36.0], shoonya_2s5RMVA7X01EK9, 5653965]
[paragraph, [120.0, 2061.0, 773.0, 36.0], shoonya_2s5RMVA7X01EK9, 5653965]
[paragraph, [174.0, 2102.0, 731.0, 36.0], RVSnPHfKbO, 5653965]
[folio, [521.0, 2164.0, 693.0, 36.0], shoonya_9s1FHR9L03387M, 5653965]
