[1369, 846]
[folio, [600.0, 71.0, 123.0, 18.0], d2O9w3zpk-, 5782442]
[ordered-list, [65.0, 1150.0, 672.0, 18.0], V6s6jsknIM, 5782442]
[ordered-list, [65.0, 1168.0, 672.0, 18.0], V6s6jsknIM, 5782442]
[ordered-list, [65.0, 1186.0, 672.0, 18.0], V6s6jsknIM, 5782442]
[ordered-list, [65.0, 1204.0, 672.0, 18.0], V6s6jsknIM, 5782442]
[ordered-list, [65.0, 1222.0, 672.0, 18.0], V6s6jsknIM, 5782442]
[sub-ordered-list, [71.0, 1178.0, 659.0, 18.0], fPVwKtaUpd, 5782442]
[sub-ordered-list, [71.0, 1196.0, 659.0, 18.0], fPVwKtaUpd, 5782442]
[sub-ordered-list, [71.0, 1214.0, 659.0, 18.0], fPVwKtaUpd, 5782442]
[subsub-ordered-list, [78.0, 1201.0, 647.0, 18.0], MFZQxeJyxY, 5782442]
[subsub-ordered-list, [78.0, 1219.0, 647.0, 18.0], MFZQxeJyxY, 5782442]
