[1984, 1488]
[section-title, [585.0, 109.0, 159.0, 49.5], udbOwm8DTh, 5654527]
[headline, [137.0, 488.0, 133.0, 37.5], shoonya_2sHN553OHOHMRV, 5654527]
[headline, [137.0, 525.5, 133.0, 37.5], shoonya_2sHN553OHOHMRV, 5654527]
[headline, [137.0, 563.0, 133.0, 37.5], shoonya_2sHN553OHOHMRV, 5654527]
[headline, [137.0, 600.5, 133.0, 37.5], shoonya_2sHN553OHOHMRV, 5654527]
[headline, [137.0, 675.5, 133.0, 37.5], shoonya_2sHN553OHOHMRV, 5654527]
[headline, [137.0, 713.0, 133.0, 37.5], shoonya_2sHN553OHOHMRV, 5654527]
[headline, [137.0, 750.5, 133.0, 37.5], shoonya_2sHN553OHOHMRV, 5654527]
[headline, [137.0, 788.0, 133.0, 37.5], shoonya_2sHN553OHOHMRV, 5654527]
[headline, [137.0, 825.5, 133.0, 37.5], shoonya_2sHN553OHOHMRV, 5654527]
[headline, [137.0, 863.0, 133.0, 37.5], shoonya_2sHN553OHOHMRV, 5654527]
[headline, [137.0, 900.5, 133.0, 37.5], shoonya_2sHN553OHOHMRV, 5654527]
[headline, [137.0, 938.0, 133.0, 37.5], shoonya_2sHN553OHOHMRV, 5654527]
[headline, [137.0, 975.5, 133.0, 37.5], shoonya_2sHN553OHOHMRV, 5654527]
[headline, [137.0, 1013.0, 133.0, 37.5], shoonya_2sHN553OHOHMRV, 5654527]
[headline, [137.0, 1050.5, 133.0, 37.5], shoonya_2sHN553OHOHMRV, 5654527]
[headline, [137.0, 1088.0, 133.0, 37.5], shoonya_2sHN553OHOHMRV, 5654527]
[headline, [137.0, 1125.5, 133.0, 37.5], shoonya_2sHN553OHOHMRV, 5654527]
[headline, [137.0, 1163.0, 133.0, 37.5], shoonya_2sHN553OHOHMRV, 5654527]
[headline, [137.0, 1200.5, 133.0, 37.5], shoonya_2sHN553OHOHMRV, 5654527]
[headline, [137.0, 1238.0, 133.0, 37.5], shoonya_2sHN553OHOHMRV, 5654527]
[headline, [137.0, 1275.5, 133.0, 37.5], shoonya_2sHN553OHOHMRV, 5654527]
[headline, [137.0, 1313.0, 133.0, 37.5], shoonya_2sHN553OHOHMRV, 5654527]
[headline, [137.0, 1350.5, 133.0, 37.5], shoonya_2sHN553OHOHMRV, 5654527]
[headline, [137.0, 1388.0, 133.0, 37.5], shoonya_2sHN553OHOHMRV, 5654527]
[headline, [137.0, 1425.5, 133.0, 37.5], shoonya_2sHN553OHOHMRV, 5654527]
[headline, [137.0, 1463.0, 133.0, 37.5], shoonya_2sHN553OHOHMRV, 5654527]
[headline, [137.0, 1500.5, 133.0, 37.5], shoonya_2sHN553OHOHMRV, 5654527]
[headline, [137.0, 1538.0, 133.0, 37.5], shoonya_2sHN553OHOHMRV, 5654527]
[headline, [137.0, 1575.5, 133.0, 37.5], shoonya_2sHN553OHOHMRV, 5654527]
[headline, [137.0, 1613.0, 133.0, 37.5], shoonya_2sHN553OHOHMRV, 5654527]
[headline, [137.0, 1650.5, 133.0, 37.5], shoonya_2sHN553OHOHMRV, 5654527]
[headline, [137.0, 1688.0, 133.0, 37.5], shoonya_2sHN553OHOHMRV, 5654527]
[headline, [137.0, 1725.5, 133.0, 37.5], shoonya_2sHN553OHOHMRV, 5654527]
[headline, [137.0, 1763.0, 133.0, 37.5], shoonya_2sHN553OHOHMRV, 5654527]
[headline, [137.0, 1800.5, 133.0, 37.5], shoonya_2sHN553OHOHMRV, 5654527]
[headline, [137.0, 1838.0, 133.0, 37.5], shoonya_2sHN553OHOHMRV, 5654527]
[headline, [137.0, 1875.5, 133.0, 37.5], shoonya_2sHN553OHOHMRV, 5654527]
[headline, [137.0, 1913.0, 133.0, 37.5], shoonya_2sHN553OHOHMRV, 5654527]
[folio, [1270.0, 215.0, 122.0, 36.0], YcF3SW_veM, 5654527]
[folio, [1270.0, 251.0, 122.0, 36.0], YcF3SW_veM, 5654527]
[folio, [1270.0, 287.0, 122.0, 36.0], YcF3SW_veM, 5654527]
[folio, [1270.0, 323.0, 122.0, 36.0], YcF3SW_veM, 5654527]
[folio, [1270.0, 359.0, 122.0, 36.0], YcF3SW_veM, 5654527]
[folio, [1270.0, 395.0, 122.0, 36.0], YcF3SW_veM, 5654527]
[folio, [1270.0, 431.0, 122.0, 36.0], YcF3SW_veM, 5654527]
[section-title, [1302.0, 952.0, 98.0, 49.5], shoonya_3s8B4O0SAJA0IQ, 5654527]
[section-title, [1302.0, 1001.5, 98.0, 49.5], shoonya_3s8B4O0SAJA0IQ, 5654527]
[section-title, [1302.0, 1051.0, 98.0, 49.5], shoonya_3s8B4O0SAJA0IQ, 5654527]
[section-title, [1302.0, 1100.5, 98.0, 49.5], shoonya_3s8B4O0SAJA0IQ, 5654527]
[section-title, [1302.0, 1150.0, 98.0, 49.5], shoonya_3s8B4O0SAJA0IQ, 5654527]
[folio, [375.0, 1935.0, 727.0, 36.0], OgKP74UtAT, 5654527]
