[2037, 1444]
[paragraph, [54.0, 64.0, 584.0, 36.0], rZ6M2vN1UM, 5654063]
[paragraph, [714.0, 1387.0, 645.0, 36.0], shoonya_0s5HQ683448AVR, 5654063]
[paragraph, [714.0, 1423.0, 645.0, 36.0], shoonya_0s5HQ683448AVR, 5654063]
[paragraph, [714.0, 1459.0, 645.0, 36.0], shoonya_0s5HQ683448AVR, 5654063]
[paragraph, [714.0, 1495.0, 645.0, 36.0], shoonya_0s5HQ683448AVR, 5654063]
[paragraph, [714.0, 1531.0, 645.0, 36.0], shoonya_0s5HQ683448AVR, 5654063]
[paragraph, [714.0, 1567.0, 645.0, 36.0], shoonya_0s5HQ683448AVR, 5654063]
[paragraph, [714.0, 1603.0, 645.0, 36.0], shoonya_0s5HQ683448AVR, 5654063]
[paragraph, [714.0, 1639.0, 645.0, 36.0], shoonya_0s5HQ683448AVR, 5654063]
[paragraph, [714.0, 1675.0, 645.0, 36.0], shoonya_0s5HQ683448AVR, 5654063]
[paragraph, [714.0, 1711.0, 645.0, 36.0], shoonya_0s5HQ683448AVR, 5654063]
[paragraph, [714.0, 1747.0, 645.0, 36.0], shoonya_0s5HQ683448AVR, 5654063]
[paragraph, [714.0, 1783.0, 645.0, 36.0], shoonya_0s5HQ683448AVR, 5654063]
[paragraph, [714.0, 1819.0, 645.0, 36.0], shoonya_0s5HQ683448AVR, 5654063]
[paragraph, [714.0, 1855.0, 645.0, 36.0], shoonya_0s5HQ683448AVR, 5654063]
[contact-info, [796.0, 1903.0, 587.0, 36.0], 6TNSI2Jbxr, 5654063]
[folio, [373.0, 1950.0, 688.0, 36.0], WSD_iAx1ve, 5654063]
[folio, [373.0, 1986.0, 688.0, 36.0], WSD_iAx1ve, 5654063]
