[1372, 849]
[section-title, [332.0, 64.0, 177.0, 30.0], o1Qxiu0gqy, 5710055]
[quote, [96.0, 837.0, 649.0, 18.0], shoonya_0s5GVKBLD25MTJ, 5710055]
[quote, [96.0, 855.0, 649.0, 18.0], shoonya_0s5GVKBLD25MTJ, 5710055]
[quote, [96.0, 873.0, 649.0, 18.0], shoonya_0s5GVKBLD25MTJ, 5710055]
[quote, [96.0, 891.0, 649.0, 18.0], shoonya_0s5GVKBLD25MTJ, 5710055]
[quote, [96.0, 909.0, 649.0, 18.0], shoonya_0s5GVKBLD25MTJ, 5710055]
[quote, [96.0, 927.0, 649.0, 18.0], shoonya_0s5GVKBLD25MTJ, 5710055]
[quote, [96.0, 945.0, 649.0, 18.0], shoonya_0s5GVKBLD25MTJ, 5710055]
[quote, [96.0, 963.0, 649.0, 18.0], shoonya_0s5GVKBLD25MTJ, 5710055]
[quote, [96.0, 981.0, 649.0, 18.0], shoonya_0s5GVKBLD25MTJ, 5710055]
[quote, [96.0, 999.0, 649.0, 18.0], shoonya_0s5GVKBLD25MTJ, 5710055]
[quote, [96.0, 1017.0, 649.0, 18.0], shoonya_0s5GVKBLD25MTJ, 5710055]
[quote, [96.0, 1035.0, 649.0, 18.0], shoonya_0s5GVKBLD25MTJ, 5710055]
[quote, [96.0, 1053.0, 649.0, 18.0], shoonya_0s5GVKBLD25MTJ, 5710055]
[quote, [96.0, 1071.0, 649.0, 18.0], shoonya_0s5GVKBLD25MTJ, 5710055]
[quote, [96.0, 1089.0, 649.0, 18.0], shoonya_0s5GVKBLD25MTJ, 5710055]
[quote, [96.0, 1107.0, 649.0, 18.0], shoonya_0s5GVKBLD25MTJ, 5710055]
[quote, [96.0, 1125.0, 649.0, 18.0], shoonya_0s5GVKBLD25MTJ, 5710055]
[quote, [96.0, 1143.0, 649.0, 18.0], shoonya_0s5GVKBLD25MTJ, 5710055]
[quote, [96.0, 1161.0, 649.0, 18.0], shoonya_0s5GVKBLD25MTJ, 5710055]
[quote, [96.0, 1179.0, 649.0, 18.0], shoonya_0s5GVKBLD25MTJ, 5710055]
[quote, [96.0, 1197.0, 649.0, 18.0], shoonya_0s5GVKBLD25MTJ, 5710055]
[quote, [96.0, 1215.0, 649.0, 18.0], shoonya_0s5GVKBLD25MTJ, 5710055]
[paragraph, [132.0, 1249.0, 381.0, 18.0], QFNyoC576r, 5710055]
[paragraph, [132.0, 1267.0, 381.0, 18.0], QFNyoC576r, 5710055]
