[2339, 1656]
[paragraph, [181.0, 186.0, 1286.0, 36.0], shoonya_0sBFVQRWJ1VBYW, 5730865]
[paragraph, [181.0, 834.0, 1286.0, 36.0], shoonya_0sBFVQRWJ1VBYW, 5730865]
[paragraph, [181.0, 870.0, 1286.0, 36.0], shoonya_0sBFVQRWJ1VBYW, 5730865]
[paragraph, [181.0, 906.0, 1286.0, 36.0], shoonya_0sBFVQRWJ1VBYW, 5730865]
[paragraph, [189.0, 969.0, 1279.0, 36.0], shoonya_1s6YD3BNANDDGZ, 5730865]
[paragraph, [189.0, 1005.0, 1279.0, 36.0], shoonya_1s6YD3BNANDDGZ, 5730865]
[paragraph, [189.0, 1041.0, 1279.0, 36.0], shoonya_1s6YD3BNANDDGZ, 5730865]
[paragraph, [189.0, 1077.0, 1279.0, 36.0], shoonya_1s6YD3BNANDDGZ, 5730865]
[paragraph, [189.0, 1113.0, 1279.0, 36.0], shoonya_1s6YD3BNANDDGZ, 5730865]
[paragraph, [189.0, 1149.0, 1279.0, 36.0], shoonya_1s6YD3BNANDDGZ, 5730865]
[paragraph, [189.0, 1185.0, 1279.0, 36.0], shoonya_1s6YD3BNANDDGZ, 5730865]
[paragraph, [189.0, 1221.0, 1279.0, 36.0], shoonya_1s6YD3BNANDDGZ, 5730865]
[paragraph, [189.0, 1257.0, 1279.0, 36.0], shoonya_1s6YD3BNANDDGZ, 5730865]
[paragraph, [189.0, 1293.0, 1279.0, 36.0], shoonya_1s6YD3BNANDDGZ, 5730865]
[paragraph, [189.0, 1329.0, 1279.0, 36.0], shoonya_1s6YD3BNANDDGZ, 5730865]
[paragraph, [189.0, 1365.0, 1279.0, 36.0], shoonya_1s6YD3BNANDDGZ, 5730865]
[paragraph, [189.0, 1401.0, 1279.0, 36.0], shoonya_1s6YD3BNANDDGZ, 5730865]
[paragraph, [189.0, 1437.0, 1279.0, 36.0], shoonya_1s6YD3BNANDDGZ, 5730865]
[paragraph, [189.0, 1473.0, 1279.0, 36.0], shoonya_1s6YD3BNANDDGZ, 5730865]
[paragraph, [189.0, 1509.0, 1279.0, 36.0], shoonya_1s6YD3BNANDDGZ, 5730865]
[paragraph, [189.0, 1545.0, 1279.0, 36.0], shoonya_1s6YD3BNANDDGZ, 5730865]
[paragraph, [189.0, 1581.0, 1279.0, 36.0], shoonya_1s6YD3BNANDDGZ, 5730865]
[paragraph, [189.0, 1617.0, 1279.0, 36.0], shoonya_1s6YD3BNANDDGZ, 5730865]
[paragraph, [189.0, 1653.0, 1279.0, 36.0], shoonya_1s6YD3BNANDDGZ, 5730865]
[paragraph, [189.0, 1689.0, 1279.0, 36.0], shoonya_1s6YD3BNANDDGZ, 5730865]
[paragraph, [189.0, 1725.0, 1279.0, 36.0], shoonya_1s6YD3BNANDDGZ, 5730865]
[paragraph, [189.0, 1761.0, 1279.0, 36.0], shoonya_1s6YD3BNANDDGZ, 5730865]
[paragraph, [189.0, 1797.0, 1279.0, 36.0], shoonya_1s6YD3BNANDDGZ, 5730865]
[paragraph, [189.0, 1833.0, 1279.0, 36.0], shoonya_1s6YD3BNANDDGZ, 5730865]
[paragraph, [189.0, 1869.0, 1279.0, 36.0], shoonya_1s6YD3BNANDDGZ, 5730865]
[paragraph, [189.0, 1905.0, 1279.0, 36.0], shoonya_1s6YD3BNANDDGZ, 5730865]
[paragraph, [189.0, 1941.0, 1279.0, 36.0], shoonya_1s6YD3BNANDDGZ, 5730865]
[paragraph, [189.0, 1977.0, 1279.0, 36.0], shoonya_1s6YD3BNANDDGZ, 5730865]
[paragraph, [189.0, 2013.0, 1279.0, 36.0], shoonya_1s6YD3BNANDDGZ, 5730865]
[paragraph, [189.0, 2049.0, 1279.0, 36.0], shoonya_1s6YD3BNANDDGZ, 5730865]
[paragraph, [189.0, 2085.0, 1279.0, 36.0], shoonya_1s6YD3BNANDDGZ, 5730865]
