[842, 595]
[paragraph, [219.0, 92.0, 158.0, 18.0], shoonya_4sZDDB5JMC3HHU, 5742389]
[paragraph, [218.0, 431.0, 158.0, 18.0], shoonya_6sHJ66FAEMZVBF, 5742389]
[paragraph, [218.0, 449.0, 158.0, 18.0], shoonya_6sHJ66FAEMZVBF, 5742389]
[paragraph, [218.0, 467.0, 158.0, 18.0], shoonya_6sHJ66FAEMZVBF, 5742389]
[paragraph, [218.0, 485.0, 158.0, 18.0], shoonya_6sHJ66FAEMZVBF, 5742389]
[paragraph, [218.0, 503.0, 158.0, 18.0], shoonya_6sHJ66FAEMZVBF, 5742389]
[paragraph, [218.0, 521.0, 158.0, 18.0], shoonya_6sHJ66FAEMZVBF, 5742389]
[paragraph, [218.0, 539.0, 158.0, 18.0], shoonya_6sHJ66FAEMZVBF, 5742389]
[paragraph, [383.0, 387.0, 159.0, 18.0], shoonya_0sBWX996S79M3S, 5742389]
[paragraph, [383.0, 405.0, 159.0, 18.0], shoonya_0sBWX996S79M3S, 5742389]
[paragraph, [383.0, 423.0, 159.0, 18.0], shoonya_0sBWX996S79M3S, 5742389]
[paragraph, [383.0, 441.0, 159.0, 18.0], shoonya_0sBWX996S79M3S, 5742389]
[paragraph, [383.0, 459.0, 159.0, 18.0], shoonya_0sBWX996S79M3S, 5742389]
[paragraph, [383.0, 477.0, 159.0, 18.0], shoonya_0sBWX996S79M3S, 5742389]
[paragraph, [383.0, 495.0, 159.0, 18.0], shoonya_0sBWX996S79M3S, 5742389]
[paragraph, [383.0, 513.0, 159.0, 18.0], shoonya_0sBWX996S79M3S, 5742389]
[paragraph, [383.0, 531.0, 159.0, 18.0], shoonya_0sBWX996S79M3S, 5742389]
[paragraph, [384.0, 556.0, 159.0, 18.0], shoonya_7sLC3COGRX550V, 5742389]
[paragraph, [384.0, 574.0, 159.0, 18.0], shoonya_7sLC3COGRX550V, 5742389]
[paragraph, [219.0, 570.0, 157.0, 18.0], shoonya_9s1I6DHO05UBGB, 5742389]
[paragraph, [251.0, 606.0, 278.0, 18.0], shoonya_18s7UBE8TXTY7X, 5742389]
[paragraph, [251.0, 624.0, 278.0, 18.0], shoonya_18s7UBE8TXTY7X, 5742389]
[paragraph, [251.0, 642.0, 278.0, 18.0], shoonya_18s7UBE8TXTY7X, 5742389]
[paragraph, [251.0, 660.0, 278.0, 18.0], shoonya_18s7UBE8TXTY7X, 5742389]
[paragraph, [251.0, 678.0, 278.0, 18.0], shoonya_18s7UBE8TXTY7X, 5742389]
[author, [441.0, 703.0, 79.0, 18.0], shoonya_14sYGZW434827D, 5742389]
[folio, [473.0, 740.0, 67.0, 18.0], shoonya_15sUFWY4ZODJQP, 5742389]
