[1806, 1262]
[folio, [326.0, 100.0, 764.0, 36.0], 6sVThZ3lKW, 5680978]
[paragraph, [654.0, 1385.0, 511.0, 36.0], shoonya_1sP9FFZE4ZSLX0, 5680978]
[paragraph, [654.0, 1421.0, 511.0, 36.0], shoonya_1sP9FFZE4ZSLX0, 5680978]
[paragraph, [654.0, 1457.0, 511.0, 36.0], shoonya_1sP9FFZE4ZSLX0, 5680978]
[paragraph, [654.0, 1493.0, 511.0, 36.0], shoonya_1sP9FFZE4ZSLX0, 5680978]
[paragraph, [654.0, 1529.0, 511.0, 36.0], shoonya_1sP9FFZE4ZSLX0, 5680978]
[paragraph, [654.0, 1565.0, 511.0, 36.0], shoonya_1sP9FFZE4ZSLX0, 5680978]
[paragraph, [654.0, 1601.0, 511.0, 36.0], shoonya_1sP9FFZE4ZSLX0, 5680978]
[paragraph, [654.0, 1637.0, 511.0, 36.0], shoonya_1sP9FFZE4ZSLX0, 5680978]
[paragraph, [654.0, 1673.0, 511.0, 36.0], shoonya_1sP9FFZE4ZSLX0, 5680978]
[paragraph, [97.0, 1415.0, 508.0, 36.0], shoonya_4s82ELSSC12Y4I, 5680978]
[paragraph, [97.0, 1451.0, 508.0, 36.0], shoonya_4s82ELSSC12Y4I, 5680978]
[paragraph, [97.0, 1487.0, 508.0, 36.0], shoonya_4s82ELSSC12Y4I, 5680978]
[paragraph, [97.0, 1523.0, 508.0, 36.0], shoonya_4s82ELSSC12Y4I, 5680978]
[paragraph, [97.0, 1559.0, 508.0, 36.0], shoonya_4s82ELSSC12Y4I, 5680978]
[paragraph, [97.0, 1595.0, 508.0, 36.0], shoonya_4s82ELSSC12Y4I, 5680978]
[paragraph, [97.0, 1631.0, 508.0, 36.0], shoonya_4s82ELSSC12Y4I, 5680978]
[paragraph, [97.0, 1667.0, 508.0, 36.0], shoonya_4s82ELSSC12Y4I, 5680978]
