[882, 655]
[section-title, [94.0, 107.0, 187.0, 30.0], shoonya_4sV2TWS5TOXJH6, 5759612]
[paragraph, [76.0, 530.0, 246.0, 18.0], shoonya_9sNNI1NSN40N95, 5759612]
[paragraph, [76.0, 548.0, 246.0, 18.0], shoonya_9sNNI1NSN40N95, 5759612]
[paragraph, [76.0, 566.0, 246.0, 18.0], shoonya_9sNNI1NSN40N95, 5759612]
[paragraph, [76.0, 584.0, 246.0, 18.0], shoonya_9sNNI1NSN40N95, 5759612]
[paragraph, [332.0, 502.0, 242.0, 18.0], shoonya_11sUIXFXBQE838, 5759612]
[paragraph, [332.0, 520.0, 242.0, 18.0], shoonya_11sUIXFXBQE838, 5759612]
[paragraph, [332.0, 538.0, 242.0, 18.0], shoonya_11sUIXFXBQE838, 5759612]
[paragraph, [332.0, 556.0, 242.0, 18.0], shoonya_11sUIXFXBQE838, 5759612]
[paragraph, [332.0, 574.0, 242.0, 18.0], shoonya_11sUIXFXBQE838, 5759612]
[paragraph, [332.0, 592.0, 242.0, 18.0], shoonya_11sUIXFXBQE838, 5759612]
[paragraph, [332.0, 610.0, 242.0, 18.0], shoonya_11sUIXFXBQE838, 5759612]
[paragraph, [332.0, 628.0, 242.0, 18.0], shoonya_11sUIXFXBQE838, 5759612]
[paragraph, [332.0, 646.0, 242.0, 18.0], shoonya_11sUIXFXBQE838, 5759612]
[paragraph, [332.0, 664.0, 242.0, 18.0], shoonya_11sUIXFXBQE838, 5759612]
[paragraph, [75.0, 611.0, 242.0, 18.0], hOgILB2fTx, 5759612]
[paragraph, [75.0, 629.0, 242.0, 18.0], hOgILB2fTx, 5759612]
[paragraph, [75.0, 647.0, 242.0, 18.0], hOgILB2fTx, 5759612]
[paragraph, [75.0, 665.0, 242.0, 18.0], hOgILB2fTx, 5759612]
[paragraph, [335.0, 709.0, 238.0, 18.0], shoonya_14s85HLDHE3419, 5759612]
[paragraph, [335.0, 727.0, 238.0, 18.0], shoonya_14s85HLDHE3419, 5759612]
[paragraph, [335.0, 745.0, 238.0, 18.0], shoonya_14s85HLDHE3419, 5759612]
[paragraph, [335.0, 763.0, 238.0, 18.0], shoonya_14s85HLDHE3419, 5759612]
[paragraph, [77.0, 743.0, 239.0, 18.0], s96OcapO-H, 5759612]
[paragraph, [77.0, 761.0, 239.0, 18.0], s96OcapO-H, 5759612]
[paragraph, [77.0, 779.0, 239.0, 18.0], s96OcapO-H, 5759612]
