[1267, 753]
[folio, [315.0, 76.0, 108.0, 18.0], -XD5F_obFP, 5699841]
[paragraph, [75.0, 527.0, 597.0, 18.0], shoonya_0s0YP055FW62I8, 5699841]
[paragraph, [75.0, 545.0, 597.0, 18.0], shoonya_0s0YP055FW62I8, 5699841]
[paragraph, [75.0, 563.0, 597.0, 18.0], shoonya_0s0YP055FW62I8, 5699841]
[paragraph, [75.0, 581.0, 597.0, 18.0], shoonya_0s0YP055FW62I8, 5699841]
[paragraph, [75.0, 599.0, 597.0, 18.0], shoonya_0s0YP055FW62I8, 5699841]
[paragraph, [75.0, 617.0, 597.0, 18.0], shoonya_0s0YP055FW62I8, 5699841]
[paragraph, [75.0, 635.0, 597.0, 18.0], shoonya_0s0YP055FW62I8, 5699841]
[paragraph, [75.0, 653.0, 597.0, 18.0], shoonya_0s0YP055FW62I8, 5699841]
[paragraph, [75.0, 671.0, 597.0, 18.0], shoonya_0s0YP055FW62I8, 5699841]
[paragraph, [75.0, 689.0, 597.0, 18.0], shoonya_0s0YP055FW62I8, 5699841]
[paragraph, [75.0, 707.0, 597.0, 18.0], shoonya_0s0YP055FW62I8, 5699841]
[paragraph, [75.0, 725.0, 597.0, 18.0], shoonya_0s0YP055FW62I8, 5699841]
[paragraph, [75.0, 743.0, 597.0, 18.0], shoonya_0s0YP055FW62I8, 5699841]
[paragraph, [75.0, 761.0, 597.0, 18.0], shoonya_0s0YP055FW62I8, 5699841]
[paragraph, [75.0, 779.0, 597.0, 18.0], shoonya_0s0YP055FW62I8, 5699841]
[paragraph, [75.0, 797.0, 597.0, 18.0], shoonya_0s0YP055FW62I8, 5699841]
[paragraph, [75.0, 815.0, 597.0, 18.0], shoonya_0s0YP055FW62I8, 5699841]
[paragraph, [75.0, 833.0, 597.0, 18.0], shoonya_0s0YP055FW62I8, 5699841]
[paragraph, [75.0, 851.0, 597.0, 18.0], shoonya_0s0YP055FW62I8, 5699841]
[paragraph, [75.0, 869.0, 597.0, 18.0], shoonya_0s0YP055FW62I8, 5699841]
[paragraph, [75.0, 887.0, 597.0, 18.0], shoonya_0s0YP055FW62I8, 5699841]
[paragraph, [75.0, 905.0, 597.0, 18.0], shoonya_0s0YP055FW62I8, 5699841]
[paragraph, [75.0, 923.0, 597.0, 18.0], shoonya_0s0YP055FW62I8, 5699841]
[paragraph, [75.0, 941.0, 597.0, 18.0], shoonya_0s0YP055FW62I8, 5699841]
[paragraph, [75.0, 959.0, 597.0, 18.0], shoonya_0s0YP055FW62I8, 5699841]
[paragraph, [75.0, 977.0, 597.0, 18.0], shoonya_0s0YP055FW62I8, 5699841]
[paragraph, [75.0, 995.0, 597.0, 18.0], shoonya_0s0YP055FW62I8, 5699841]
[paragraph, [75.0, 1013.0, 597.0, 18.0], shoonya_0s0YP055FW62I8, 5699841]
[paragraph, [75.0, 1031.0, 597.0, 18.0], shoonya_0s0YP055FW62I8, 5699841]
[paragraph, [75.0, 1049.0, 597.0, 18.0], shoonya_0s0YP055FW62I8, 5699841]
[paragraph, [75.0, 1067.0, 597.0, 18.0], shoonya_0s0YP055FW62I8, 5699841]
[paragraph, [75.0, 1085.0, 597.0, 18.0], shoonya_0s0YP055FW62I8, 5699841]
[paragraph, [75.0, 1103.0, 597.0, 18.0], shoonya_0s0YP055FW62I8, 5699841]
[paragraph, [75.0, 1121.0, 597.0, 18.0], shoonya_0s0YP055FW62I8, 5699841]
[paragraph, [75.0, 1139.0, 597.0, 18.0], shoonya_0s0YP055FW62I8, 5699841]
[paragraph, [75.0, 1157.0, 597.0, 18.0], shoonya_0s0YP055FW62I8, 5699841]
[paragraph, [75.0, 1175.0, 597.0, 18.0], shoonya_0s0YP055FW62I8, 5699841]
