[1004, 2717]
[section-title, [101.0, 59.0, 489.0, 30.0], shoonya_9s8XG0G79YCXQE, 5725912]
[sub-section-title, [1565.0, 716.5, 251.0, 25.5], -_xx2Q9IBC, 5725912]
[paragraph, [1569.0, 748.0, 345.0, 18.0], z0jGmYUcG1, 5725912]
[paragraph, [1569.0, 766.0, 345.0, 18.0], z0jGmYUcG1, 5725912]
[sub-section-title, [285.0, 776.0, 387.0, 25.5], VLPuE4nSUd, 5725912]
[sub-section-title, [855.0, 776.0, 397.0, 25.5], Zu0ELWNh94, 5725912]
[unordered-list, [1565.0, 797.0, 363.0, 18.0], pz17LP0dxc, 5725912]
[unordered-list, [1565.0, 815.0, 363.0, 18.0], pz17LP0dxc, 5725912]
[unordered-list, [1565.0, 833.0, 363.0, 18.0], pz17LP0dxc, 5725912]
[unordered-list, [1565.0, 851.0, 363.0, 18.0], pz17LP0dxc, 5725912]
[unordered-list, [1565.0, 869.0, 363.0, 18.0], pz17LP0dxc, 5725912]
[unordered-list, [1565.0, 887.0, 363.0, 18.0], pz17LP0dxc, 5725912]
[unordered-list, [1565.0, 905.0, 363.0, 18.0], pz17LP0dxc, 5725912]
[unordered-list, [1565.0, 923.0, 363.0, 18.0], pz17LP0dxc, 5725912]
[unordered-list, [281.0, 807.0, 329.0, 18.0], ZVJd4lo2rU, 5725912]
[unordered-list, [281.0, 825.0, 329.0, 18.0], ZVJd4lo2rU, 5725912]
[unordered-list, [281.0, 843.0, 329.0, 18.0], ZVJd4lo2rU, 5725912]
[unordered-list, [281.0, 861.0, 329.0, 18.0], ZVJd4lo2rU, 5725912]
[unordered-list, [848.0, 812.0, 309.0, 18.0], shoonya_18sDYD7NNH85LQ, 5725912]
[unordered-list, [848.0, 830.0, 309.0, 18.0], shoonya_18sDYD7NNH85LQ, 5725912]
[unordered-list, [848.0, 848.0, 309.0, 18.0], shoonya_18sDYD7NNH85LQ, 5725912]
[unordered-list, [848.0, 866.0, 309.0, 18.0], shoonya_18sDYD7NNH85LQ, 5725912]
