[1275, 750]
[folio, [308.0, 77.0, 154.0, 18.0], hvHiljPHvX, 5767403]
[paragraph, [54.0, 812.0, 650.0, 18.0], shoonya_0sAI8X5AQCOQX5, 5767403]
[paragraph, [54.0, 830.0, 650.0, 18.0], shoonya_0sAI8X5AQCOQX5, 5767403]
[paragraph, [54.0, 848.0, 650.0, 18.0], shoonya_0sAI8X5AQCOQX5, 5767403]
[paragraph, [54.0, 866.0, 650.0, 18.0], shoonya_0sAI8X5AQCOQX5, 5767403]
[paragraph, [54.0, 884.0, 650.0, 18.0], shoonya_0sAI8X5AQCOQX5, 5767403]
[paragraph, [54.0, 902.0, 650.0, 18.0], shoonya_0sAI8X5AQCOQX5, 5767403]
[paragraph, [54.0, 920.0, 650.0, 18.0], shoonya_0sAI8X5AQCOQX5, 5767403]
[paragraph, [54.0, 938.0, 650.0, 18.0], shoonya_0sAI8X5AQCOQX5, 5767403]
[paragraph, [54.0, 956.0, 650.0, 18.0], shoonya_0sAI8X5AQCOQX5, 5767403]
[paragraph, [54.0, 974.0, 650.0, 18.0], shoonya_0sAI8X5AQCOQX5, 5767403]
[paragraph, [54.0, 992.0, 650.0, 18.0], shoonya_0sAI8X5AQCOQX5, 5767403]
[paragraph, [54.0, 1010.0, 650.0, 18.0], shoonya_0sAI8X5AQCOQX5, 5767403]
[paragraph, [54.0, 1028.0, 650.0, 18.0], shoonya_0sAI8X5AQCOQX5, 5767403]
[paragraph, [54.0, 1046.0, 650.0, 18.0], shoonya_0sAI8X5AQCOQX5, 5767403]
[paragraph, [54.0, 1064.0, 650.0, 18.0], shoonya_0sAI8X5AQCOQX5, 5767403]
[paragraph, [54.0, 1082.0, 650.0, 18.0], shoonya_0sAI8X5AQCOQX5, 5767403]
[paragraph, [54.0, 1100.0, 650.0, 18.0], shoonya_0sAI8X5AQCOQX5, 5767403]
[paragraph, [54.0, 1118.0, 650.0, 18.0], shoonya_0sAI8X5AQCOQX5, 5767403]
[paragraph, [54.0, 1136.0, 650.0, 18.0], shoonya_0sAI8X5AQCOQX5, 5767403]
[paragraph, [54.0, 1154.0, 650.0, 18.0], shoonya_0sAI8X5AQCOQX5, 5767403]
[paragraph, [54.0, 1172.0, 650.0, 18.0], shoonya_0sAI8X5AQCOQX5, 5767403]
