[1387, 987]
[paragraph, [71.0, 89.0, 828.0, 18.0], dbWF9I2VO2, 5651522]
[paragraph, [54.0, 487.0, 840.0, 18.0], shoonya_1sNNGXSNAUZ2J5, 5651522]
[paragraph, [54.0, 505.0, 840.0, 18.0], shoonya_1sNNGXSNAUZ2J5, 5651522]
[paragraph, [54.0, 523.0, 840.0, 18.0], shoonya_1sNNGXSNAUZ2J5, 5651522]
[paragraph, [54.0, 541.0, 840.0, 18.0], shoonya_1sNNGXSNAUZ2J5, 5651522]
[paragraph, [55.0, 575.0, 808.0, 18.0], shoonya_3sTLY8P7DQD7SS, 5651522]
[paragraph, [55.0, 593.0, 808.0, 18.0], shoonya_3sTLY8P7DQD7SS, 5651522]
[paragraph, [55.0, 611.0, 808.0, 18.0], shoonya_3sTLY8P7DQD7SS, 5651522]
[paragraph, [55.0, 629.0, 808.0, 18.0], shoonya_3sTLY8P7DQD7SS, 5651522]
[paragraph, [55.0, 647.0, 808.0, 18.0], shoonya_3sTLY8P7DQD7SS, 5651522]
[paragraph, [55.0, 665.0, 808.0, 18.0], shoonya_3sTLY8P7DQD7SS, 5651522]
[paragraph, [55.0, 683.0, 808.0, 18.0], shoonya_3sTLY8P7DQD7SS, 5651522]
[paragraph, [55.0, 701.0, 808.0, 18.0], shoonya_3sTLY8P7DQD7SS, 5651522]
[paragraph, [55.0, 719.0, 808.0, 18.0], shoonya_3sTLY8P7DQD7SS, 5651522]
[paragraph, [55.0, 737.0, 808.0, 18.0], shoonya_3sTLY8P7DQD7SS, 5651522]
[paragraph, [55.0, 755.0, 808.0, 18.0], shoonya_3sTLY8P7DQD7SS, 5651522]
[paragraph, [55.0, 773.0, 808.0, 18.0], shoonya_3sTLY8P7DQD7SS, 5651522]
[paragraph, [71.0, 805.0, 868.0, 18.0], ZZbqzxLJt9, 5651522]
[paragraph, [71.0, 823.0, 868.0, 18.0], ZZbqzxLJt9, 5651522]
[paragraph, [71.0, 841.0, 868.0, 18.0], ZZbqzxLJt9, 5651522]
[paragraph, [71.0, 859.0, 868.0, 18.0], ZZbqzxLJt9, 5651522]
[paragraph, [52.0, 883.0, 819.0, 18.0], W4sVTCY9Yn, 5651522]
[paragraph, [52.0, 901.0, 819.0, 18.0], W4sVTCY9Yn, 5651522]
[paragraph, [52.0, 919.0, 819.0, 18.0], W4sVTCY9Yn, 5651522]
[paragraph, [52.0, 937.0, 819.0, 18.0], W4sVTCY9Yn, 5651522]
[paragraph, [52.0, 955.0, 819.0, 18.0], W4sVTCY9Yn, 5651522]
[paragraph, [52.0, 973.0, 819.0, 18.0], W4sVTCY9Yn, 5651522]
[paragraph, [49.0, 1000.0, 801.0, 18.0], shoonya_0s17LHU0W8P2RA, 5651522]
[paragraph, [49.0, 1018.0, 801.0, 18.0], shoonya_0s17LHU0W8P2RA, 5651522]
[paragraph, [49.0, 1036.0, 801.0, 18.0], shoonya_0s17LHU0W8P2RA, 5651522]
[paragraph, [49.0, 1054.0, 801.0, 18.0], shoonya_0s17LHU0W8P2RA, 5651522]
[paragraph, [49.0, 1072.0, 801.0, 18.0], shoonya_0s17LHU0W8P2RA, 5651522]
[paragraph, [49.0, 1090.0, 801.0, 18.0], shoonya_0s17LHU0W8P2RA, 5651522]
[paragraph, [49.0, 1108.0, 801.0, 18.0], shoonya_0s17LHU0W8P2RA, 5651522]
[paragraph, [65.0, 1131.0, 783.0, 18.0], v4bw_RwnF3, 5651522]
[paragraph, [65.0, 1149.0, 783.0, 18.0], v4bw_RwnF3, 5651522]
[paragraph, [65.0, 1167.0, 783.0, 18.0], v4bw_RwnF3, 5651522]
[paragraph, [65.0, 1185.0, 783.0, 18.0], v4bw_RwnF3, 5651522]
