[1298, 853]
[section-title, [309.0, 68.0, 223.0, 30.0], shoonya_3sETCNZJUST8W9, 5710032]
[paragraph, [67.0, 520.0, 720.0, 18.0], 7HlnNr0Dhf, 5710032]
[paragraph, [67.0, 538.0, 720.0, 18.0], 7HlnNr0Dhf, 5710032]
[paragraph, [67.0, 556.0, 720.0, 18.0], 7HlnNr0Dhf, 5710032]
[paragraph, [67.0, 574.0, 720.0, 18.0], 7HlnNr0Dhf, 5710032]
[paragraph, [67.0, 592.0, 720.0, 18.0], 7HlnNr0Dhf, 5710032]
[paragraph, [67.0, 610.0, 720.0, 18.0], 7HlnNr0Dhf, 5710032]
[paragraph, [67.0, 628.0, 720.0, 18.0], 7HlnNr0Dhf, 5710032]
[paragraph, [67.0, 646.0, 720.0, 18.0], 7HlnNr0Dhf, 5710032]
[paragraph, [67.0, 664.0, 720.0, 18.0], 7HlnNr0Dhf, 5710032]
[paragraph, [67.0, 682.0, 720.0, 18.0], 7HlnNr0Dhf, 5710032]
[paragraph, [67.0, 700.0, 720.0, 18.0], 7HlnNr0Dhf, 5710032]
[paragraph, [67.0, 718.0, 720.0, 18.0], 7HlnNr0Dhf, 5710032]
[paragraph, [67.0, 736.0, 720.0, 18.0], 7HlnNr0Dhf, 5710032]
[paragraph, [67.0, 754.0, 720.0, 18.0], 7HlnNr0Dhf, 5710032]
[paragraph, [67.0, 772.0, 720.0, 18.0], 7HlnNr0Dhf, 5710032]
[paragraph, [67.0, 790.0, 720.0, 18.0], 7HlnNr0Dhf, 5710032]
[paragraph, [67.0, 808.0, 720.0, 18.0], 7HlnNr0Dhf, 5710032]
[paragraph, [67.0, 826.0, 720.0, 18.0], 7HlnNr0Dhf, 5710032]
[paragraph, [67.0, 844.0, 720.0, 18.0], 7HlnNr0Dhf, 5710032]
[paragraph, [67.0, 862.0, 720.0, 18.0], 7HlnNr0Dhf, 5710032]
[paragraph, [67.0, 880.0, 720.0, 18.0], 7HlnNr0Dhf, 5710032]
[paragraph, [67.0, 898.0, 720.0, 18.0], 7HlnNr0Dhf, 5710032]
[paragraph, [67.0, 916.0, 720.0, 18.0], 7HlnNr0Dhf, 5710032]
[paragraph, [67.0, 934.0, 720.0, 18.0], 7HlnNr0Dhf, 5710032]
[paragraph, [67.0, 952.0, 720.0, 18.0], 7HlnNr0Dhf, 5710032]
[paragraph, [67.0, 970.0, 720.0, 18.0], 7HlnNr0Dhf, 5710032]
[paragraph, [67.0, 988.0, 720.0, 18.0], 7HlnNr0Dhf, 5710032]
[paragraph, [67.0, 1006.0, 720.0, 18.0], 7HlnNr0Dhf, 5710032]
[paragraph, [67.0, 1024.0, 720.0, 18.0], 7HlnNr0Dhf, 5710032]
[paragraph, [69.0, 1057.0, 721.0, 18.0], uOpuhy_D9A, 5710032]
[paragraph, [69.0, 1075.0, 721.0, 18.0], uOpuhy_D9A, 5710032]
[paragraph, [69.0, 1093.0, 721.0, 18.0], uOpuhy_D9A, 5710032]
[paragraph, [69.0, 1111.0, 721.0, 18.0], uOpuhy_D9A, 5710032]
[paragraph, [69.0, 1129.0, 721.0, 18.0], uOpuhy_D9A, 5710032]
[paragraph, [69.0, 1147.0, 721.0, 18.0], uOpuhy_D9A, 5710032]
[paragraph, [69.0, 1165.0, 721.0, 18.0], uOpuhy_D9A, 5710032]
[paragraph, [69.0, 1183.0, 721.0, 18.0], uOpuhy_D9A, 5710032]
[paragraph, [69.0, 1201.0, 721.0, 18.0], uOpuhy_D9A, 5710032]
