[1565, 1152]
[paragraph, [417.0, 121.0, 303.0, 36.0], shoonya_3s9WMRY2PUZHOA, 5712783]
[paragraph, [735.0, 827.0, 316.0, 36.0], shoonya_9sENAWG6IB2R0S, 5712783]
[unordered-list, [730.0, 899.0, 308.0, 36.0], shoonya_11sAOOW5K0GABN, 5712783]
[unordered-list, [730.0, 935.0, 308.0, 36.0], shoonya_11sAOOW5K0GABN, 5712783]
[unordered-list, [730.0, 971.0, 308.0, 36.0], shoonya_11sAOOW5K0GABN, 5712783]
[unordered-list, [730.0, 1007.0, 308.0, 36.0], shoonya_11sAOOW5K0GABN, 5712783]
[unordered-list, [730.0, 1043.0, 308.0, 36.0], shoonya_11sAOOW5K0GABN, 5712783]
[unordered-list, [730.0, 1079.0, 308.0, 36.0], shoonya_11sAOOW5K0GABN, 5712783]
[unordered-list, [730.0, 1115.0, 308.0, 36.0], shoonya_11sAOOW5K0GABN, 5712783]
[paragraph, [419.0, 944.0, 307.0, 36.0], shoonya_5sG4BBUBXNRM79, 5712783]
[paragraph, [419.0, 980.0, 307.0, 36.0], shoonya_5sG4BBUBXNRM79, 5712783]
[paragraph, [419.0, 1016.0, 307.0, 36.0], shoonya_5sG4BBUBXNRM79, 5712783]
[paragraph, [419.0, 1052.0, 307.0, 36.0], shoonya_5sG4BBUBXNRM79, 5712783]
[paragraph, [419.0, 1088.0, 307.0, 36.0], shoonya_5sG4BBUBXNRM79, 5712783]
[paragraph, [419.0, 1124.0, 307.0, 36.0], shoonya_5sG4BBUBXNRM79, 5712783]
[paragraph, [419.0, 1160.0, 307.0, 36.0], shoonya_5sG4BBUBXNRM79, 5712783]
[paragraph, [419.0, 1196.0, 307.0, 36.0], shoonya_5sG4BBUBXNRM79, 5712783]
[paragraph, [419.0, 1232.0, 307.0, 36.0], shoonya_5sG4BBUBXNRM79, 5712783]
[paragraph, [419.0, 1268.0, 307.0, 36.0], shoonya_5sG4BBUBXNRM79, 5712783]
[paragraph, [419.0, 1304.0, 307.0, 36.0], shoonya_5sG4BBUBXNRM79, 5712783]
[paragraph, [738.0, 1158.0, 298.0, 36.0], shoonya_10s32AGXOTFLBU, 5712783]
[paragraph, [738.0, 1194.0, 298.0, 36.0], shoonya_10s32AGXOTFLBU, 5712783]
[paragraph, [738.0, 1230.0, 298.0, 36.0], shoonya_10s32AGXOTFLBU, 5712783]
[paragraph, [738.0, 1266.0, 298.0, 36.0], shoonya_10s32AGXOTFLBU, 5712783]
[paragraph, [755.0, 1343.0, 273.0, 36.0], g18PibutFZ, 5712783]
[paragraph, [755.0, 1379.0, 273.0, 36.0], g18PibutFZ, 5712783]
[paragraph, [419.0, 1345.0, 303.0, 36.0], shoonya_6s096XFJL7F754, 5712783]
[paragraph, [419.0, 1381.0, 303.0, 36.0], shoonya_6s096XFJL7F754, 5712783]
[folio, [119.0, 1451.0, 138.0, 36.0], lE2ubtRPSi, 5712783]
