[1818, 1374]
[folio, [611.0, 125.0, 133.0, 36.0], 31-kg658V-, 5682861]
[paragraph, [693.0, 1331.0, 570.0, 36.0], MTk6nlwt9j, 5682861]
[paragraph, [693.0, 1367.0, 570.0, 36.0], MTk6nlwt9j, 5682861]
[paragraph, [693.0, 1403.0, 570.0, 36.0], MTk6nlwt9j, 5682861]
[paragraph, [693.0, 1439.0, 570.0, 36.0], MTk6nlwt9j, 5682861]
[paragraph, [139.0, 872.0, 151.0, 36.0], JUDzmYugzo, 5682861]
[paragraph, [145.0, 914.0, 520.0, 36.0], mhLyvMxmxI, 5682861]
[paragraph, [132.0, 957.0, 199.0, 36.0], 0MaWJV2c7-, 5682861]
[paragraph, [99.0, 998.0, 571.0, 36.0], NesQSUqDON, 5682861]
[paragraph, [99.0, 1034.0, 571.0, 36.0], NesQSUqDON, 5682861]
[paragraph, [99.0, 1070.0, 571.0, 36.0], NesQSUqDON, 5682861]
[paragraph, [144.0, 1125.0, 417.0, 36.0], pxuosP6tWP, 5682861]
[paragraph, [95.0, 1168.0, 580.0, 36.0], shoonya_3sK7NEAZ08QD7I, 5682861]
[paragraph, [95.0, 1204.0, 580.0, 36.0], shoonya_3sK7NEAZ08QD7I, 5682861]
[paragraph, [95.0, 1240.0, 580.0, 36.0], shoonya_3sK7NEAZ08QD7I, 5682861]
[paragraph, [95.0, 1276.0, 580.0, 36.0], shoonya_3sK7NEAZ08QD7I, 5682861]
[paragraph, [97.0, 1337.0, 577.0, 36.0], shoonya_2sHEKA94KDHLB6, 5682861]
[paragraph, [97.0, 1373.0, 577.0, 36.0], shoonya_2sHEKA94KDHLB6, 5682861]
[paragraph, [97.0, 1409.0, 577.0, 36.0], shoonya_2sHEKA94KDHLB6, 5682861]
[paragraph, [94.0, 1464.0, 583.0, 36.0], A9EYKuAAO9, 5682861]
[paragraph, [94.0, 1500.0, 583.0, 36.0], A9EYKuAAO9, 5682861]
[paragraph, [726.0, 1488.0, 254.0, 36.0], Yycz6NFJ9E, 5682861]
[paragraph, [728.0, 1532.0, 453.0, 36.0], 8w6xN0eeZr, 5682861]
[paragraph, [135.0, 1551.0, 530.0, 36.0], 5_kdaf2yUI, 5682861]
[paragraph, [135.0, 1594.0, 530.0, 36.0], RpyvQiyVJ-, 5682861]
[paragraph, [719.0, 1622.0, 407.0, 36.0], k0DV9QFguu, 5682861]
[paragraph, [135.0, 1635.0, 281.0, 36.0], TXDf4n20UE, 5682861]
[paragraph, [716.0, 1666.0, 544.0, 36.0], vfk2umrlFO, 5682861]
[paragraph, [134.0, 1680.0, 544.0, 36.0], 45NOrw4BRf, 5682861]
