[1418, 1063]
[section-title, [109.0, 116.0, 131.0, 30.0], shoonya_3sZZ3VBV25JO2A, 6469599]
[paragraph, [108.0, 505.0, 846.0, 18.0], shoonya_1s5MEHI9XTGG0N, 6469599]
[paragraph, [108.0, 523.0, 846.0, 18.0], shoonya_1s5MEHI9XTGG0N, 6469599]
[paragraph, [108.0, 541.0, 846.0, 18.0], shoonya_1s5MEHI9XTGG0N, 6469599]
[paragraph, [108.0, 559.0, 846.0, 18.0], shoonya_1s5MEHI9XTGG0N, 6469599]
[paragraph, [108.0, 577.0, 846.0, 18.0], shoonya_1s5MEHI9XTGG0N, 6469599]
[paragraph, [108.0, 595.0, 846.0, 18.0], shoonya_1s5MEHI9XTGG0N, 6469599]
[paragraph, [108.0, 613.0, 846.0, 18.0], shoonya_1s5MEHI9XTGG0N, 6469599]
[paragraph, [108.0, 631.0, 846.0, 18.0], shoonya_1s5MEHI9XTGG0N, 6469599]
[paragraph, [108.0, 649.0, 846.0, 18.0], shoonya_1s5MEHI9XTGG0N, 6469599]
[paragraph, [108.0, 667.0, 846.0, 18.0], shoonya_1s5MEHI9XTGG0N, 6469599]
[paragraph, [108.0, 685.0, 846.0, 18.0], shoonya_1s5MEHI9XTGG0N, 6469599]
[paragraph, [108.0, 703.0, 846.0, 18.0], shoonya_1s5MEHI9XTGG0N, 6469599]
[paragraph, [108.0, 721.0, 846.0, 18.0], shoonya_1s5MEHI9XTGG0N, 6469599]
[paragraph, [108.0, 739.0, 846.0, 18.0], shoonya_1s5MEHI9XTGG0N, 6469599]
[paragraph, [108.0, 757.0, 846.0, 18.0], shoonya_1s5MEHI9XTGG0N, 6469599]
[paragraph, [108.0, 775.0, 846.0, 18.0], shoonya_1s5MEHI9XTGG0N, 6469599]
[paragraph, [108.0, 793.0, 846.0, 18.0], shoonya_1s5MEHI9XTGG0N, 6469599]
[paragraph, [108.0, 811.0, 846.0, 18.0], shoonya_1s5MEHI9XTGG0N, 6469599]
[paragraph, [108.0, 829.0, 846.0, 18.0], shoonya_1s5MEHI9XTGG0N, 6469599]
[paragraph, [108.0, 847.0, 846.0, 18.0], shoonya_1s5MEHI9XTGG0N, 6469599]
[paragraph, [108.0, 865.0, 846.0, 18.0], shoonya_1s5MEHI9XTGG0N, 6469599]
[paragraph, [108.0, 883.0, 846.0, 18.0], shoonya_1s5MEHI9XTGG0N, 6469599]
[paragraph, [108.0, 901.0, 846.0, 18.0], shoonya_1s5MEHI9XTGG0N, 6469599]
[paragraph, [108.0, 919.0, 846.0, 18.0], shoonya_1s5MEHI9XTGG0N, 6469599]
[paragraph, [107.0, 973.0, 851.0, 18.0], shoonya_0sN7TOZZBPZLQJ, 6469599]
[paragraph, [107.0, 991.0, 851.0, 18.0], shoonya_0sN7TOZZBPZLQJ, 6469599]
[paragraph, [107.0, 1009.0, 851.0, 18.0], shoonya_0sN7TOZZBPZLQJ, 6469599]
[paragraph, [107.0, 1027.0, 851.0, 18.0], shoonya_0sN7TOZZBPZLQJ, 6469599]
[paragraph, [107.0, 1045.0, 851.0, 18.0], shoonya_0sN7TOZZBPZLQJ, 6469599]
[paragraph, [107.0, 1063.0, 851.0, 18.0], shoonya_0sN7TOZZBPZLQJ, 6469599]
[paragraph, [107.0, 1081.0, 851.0, 18.0], shoonya_0sN7TOZZBPZLQJ, 6469599]
[paragraph, [107.0, 1099.0, 851.0, 18.0], shoonya_0sN7TOZZBPZLQJ, 6469599]
[paragraph, [107.0, 1117.0, 851.0, 18.0], shoonya_0sN7TOZZBPZLQJ, 6469599]
[paragraph, [107.0, 1135.0, 851.0, 18.0], shoonya_0sN7TOZZBPZLQJ, 6469599]
[paragraph, [107.0, 1153.0, 851.0, 18.0], shoonya_0sN7TOZZBPZLQJ, 6469599]
[paragraph, [107.0, 1171.0, 851.0, 18.0], shoonya_0sN7TOZZBPZLQJ, 6469599]
[paragraph, [107.0, 1189.0, 851.0, 18.0], shoonya_0sN7TOZZBPZLQJ, 6469599]
[paragraph, [107.0, 1207.0, 851.0, 18.0], shoonya_0sN7TOZZBPZLQJ, 6469599]
[paragraph, [107.0, 1225.0, 851.0, 18.0], shoonya_0sN7TOZZBPZLQJ, 6469599]
[paragraph, [107.0, 1243.0, 851.0, 18.0], shoonya_0sN7TOZZBPZLQJ, 6469599]
[folio, [70.0, 1317.0, 261.0, 18.0], xuwdb5QemR, 6469599]
