[1365, 844]
[folio, [101.0, 54.0, 117.0, 18.0], X1NHxTTcjV, 5782267]
[ordered-list, [68.0, 568.0, 696.0, 18.0], D3BAKQm2DW, 5782267]
[ordered-list, [68.0, 586.0, 696.0, 18.0], D3BAKQm2DW, 5782267]
[ordered-list, [68.0, 604.0, 696.0, 18.0], D3BAKQm2DW, 5782267]
[ordered-list, [68.0, 622.0, 696.0, 18.0], D3BAKQm2DW, 5782267]
[ordered-list, [68.0, 640.0, 696.0, 18.0], D3BAKQm2DW, 5782267]
[ordered-list, [68.0, 658.0, 696.0, 18.0], D3BAKQm2DW, 5782267]
[ordered-list, [68.0, 676.0, 696.0, 18.0], D3BAKQm2DW, 5782267]
[ordered-list, [68.0, 694.0, 696.0, 18.0], D3BAKQm2DW, 5782267]
[ordered-list, [68.0, 712.0, 696.0, 18.0], D3BAKQm2DW, 5782267]
[ordered-list, [68.0, 730.0, 696.0, 18.0], D3BAKQm2DW, 5782267]
[ordered-list, [68.0, 748.0, 696.0, 18.0], D3BAKQm2DW, 5782267]
[ordered-list, [68.0, 766.0, 696.0, 18.0], D3BAKQm2DW, 5782267]
[ordered-list, [68.0, 784.0, 696.0, 18.0], D3BAKQm2DW, 5782267]
[ordered-list, [68.0, 802.0, 696.0, 18.0], D3BAKQm2DW, 5782267]
[ordered-list, [68.0, 820.0, 696.0, 18.0], D3BAKQm2DW, 5782267]
[ordered-list, [68.0, 838.0, 696.0, 18.0], D3BAKQm2DW, 5782267]
[ordered-list, [68.0, 856.0, 696.0, 18.0], D3BAKQm2DW, 5782267]
[ordered-list, [68.0, 874.0, 696.0, 18.0], D3BAKQm2DW, 5782267]
[ordered-list, [68.0, 892.0, 696.0, 18.0], D3BAKQm2DW, 5782267]
[ordered-list, [68.0, 910.0, 696.0, 18.0], D3BAKQm2DW, 5782267]
[ordered-list, [68.0, 928.0, 696.0, 18.0], D3BAKQm2DW, 5782267]
[ordered-list, [68.0, 946.0, 696.0, 18.0], D3BAKQm2DW, 5782267]
[ordered-list, [68.0, 964.0, 696.0, 18.0], D3BAKQm2DW, 5782267]
[ordered-list, [68.0, 982.0, 696.0, 18.0], D3BAKQm2DW, 5782267]
[ordered-list, [68.0, 1000.0, 696.0, 18.0], D3BAKQm2DW, 5782267]
[ordered-list, [68.0, 1018.0, 696.0, 18.0], D3BAKQm2DW, 5782267]
[ordered-list, [68.0, 1036.0, 696.0, 18.0], D3BAKQm2DW, 5782267]
[ordered-list, [68.0, 1054.0, 696.0, 18.0], D3BAKQm2DW, 5782267]
[ordered-list, [68.0, 1072.0, 696.0, 18.0], D3BAKQm2DW, 5782267]
[ordered-list, [68.0, 1090.0, 696.0, 18.0], D3BAKQm2DW, 5782267]
[ordered-list, [68.0, 1108.0, 696.0, 18.0], D3BAKQm2DW, 5782267]
[ordered-list, [68.0, 1126.0, 696.0, 18.0], D3BAKQm2DW, 5782267]
[ordered-list, [68.0, 1144.0, 696.0, 18.0], D3BAKQm2DW, 5782267]
[ordered-list, [68.0, 1162.0, 696.0, 18.0], D3BAKQm2DW, 5782267]
[ordered-list, [68.0, 1180.0, 696.0, 18.0], D3BAKQm2DW, 5782267]
[ordered-list, [68.0, 1198.0, 696.0, 18.0], D3BAKQm2DW, 5782267]
[ordered-list, [68.0, 1216.0, 696.0, 18.0], D3BAKQm2DW, 5782267]
[sub-ordered-list, [78.0, 445.0, 679.0, 18.0], kkqzFT2Gde, 5782267]
[sub-ordered-list, [78.0, 463.0, 679.0, 18.0], kkqzFT2Gde, 5782267]
[sub-ordered-list, [78.0, 481.0, 679.0, 18.0], kkqzFT2Gde, 5782267]
[sub-ordered-list, [78.0, 499.0, 679.0, 18.0], kkqzFT2Gde, 5782267]
[sub-ordered-list, [78.0, 517.0, 679.0, 18.0], kkqzFT2Gde, 5782267]
[sub-ordered-list, [78.0, 535.0, 679.0, 18.0], kkqzFT2Gde, 5782267]
[sub-ordered-list, [78.0, 553.0, 679.0, 18.0], kkqzFT2Gde, 5782267]
[sub-ordered-list, [78.0, 571.0, 679.0, 18.0], kkqzFT2Gde, 5782267]
[sub-ordered-list, [78.0, 589.0, 679.0, 18.0], kkqzFT2Gde, 5782267]
[sub-ordered-list, [78.0, 607.0, 679.0, 18.0], kkqzFT2Gde, 5782267]
[sub-ordered-list, [78.0, 625.0, 679.0, 18.0], kkqzFT2Gde, 5782267]
[sub-ordered-list, [78.0, 643.0, 679.0, 18.0], kkqzFT2Gde, 5782267]
[sub-ordered-list, [78.0, 661.0, 679.0, 18.0], kkqzFT2Gde, 5782267]
[sub-ordered-list, [78.0, 679.0, 679.0, 18.0], kkqzFT2Gde, 5782267]
[sub-ordered-list, [78.0, 697.0, 679.0, 18.0], kkqzFT2Gde, 5782267]
[sub-ordered-list, [78.0, 715.0, 679.0, 18.0], kkqzFT2Gde, 5782267]
[sub-ordered-list, [78.0, 733.0, 679.0, 18.0], kkqzFT2Gde, 5782267]
[sub-ordered-list, [78.0, 751.0, 679.0, 18.0], kkqzFT2Gde, 5782267]
[sub-ordered-list, [78.0, 769.0, 679.0, 18.0], kkqzFT2Gde, 5782267]
[sub-ordered-list, [78.0, 787.0, 679.0, 18.0], kkqzFT2Gde, 5782267]
[sub-ordered-list, [78.0, 805.0, 679.0, 18.0], kkqzFT2Gde, 5782267]
[sub-ordered-list, [78.0, 823.0, 679.0, 18.0], kkqzFT2Gde, 5782267]
[sub-ordered-list, [78.0, 841.0, 679.0, 18.0], kkqzFT2Gde, 5782267]
[sub-ordered-list, [78.0, 859.0, 679.0, 18.0], kkqzFT2Gde, 5782267]
[sub-ordered-list, [78.0, 877.0, 679.0, 18.0], kkqzFT2Gde, 5782267]
[sub-ordered-list, [78.0, 895.0, 679.0, 18.0], kkqzFT2Gde, 5782267]
[sub-ordered-list, [78.0, 913.0, 679.0, 18.0], kkqzFT2Gde, 5782267]
[sub-ordered-list, [78.0, 931.0, 679.0, 18.0], kkqzFT2Gde, 5782267]
[sub-ordered-list, [78.0, 949.0, 679.0, 18.0], kkqzFT2Gde, 5782267]
[sub-ordered-list, [78.0, 967.0, 679.0, 18.0], kkqzFT2Gde, 5782267]
[sub-ordered-list, [78.0, 985.0, 679.0, 18.0], kkqzFT2Gde, 5782267]
[sub-ordered-list, [78.0, 1003.0, 679.0, 18.0], kkqzFT2Gde, 5782267]
[sub-ordered-list, [78.0, 1021.0, 679.0, 18.0], kkqzFT2Gde, 5782267]
[sub-ordered-list, [78.0, 1039.0, 679.0, 18.0], kkqzFT2Gde, 5782267]
[sub-ordered-list, [78.0, 1057.0, 679.0, 18.0], kkqzFT2Gde, 5782267]
[sub-ordered-list, [78.0, 1075.0, 679.0, 18.0], kkqzFT2Gde, 5782267]
[sub-ordered-list, [78.0, 1093.0, 679.0, 18.0], kkqzFT2Gde, 5782267]
[sub-ordered-list, [78.0, 1111.0, 679.0, 18.0], kkqzFT2Gde, 5782267]
[sub-ordered-list, [78.0, 1129.0, 679.0, 18.0], kkqzFT2Gde, 5782267]
[sub-ordered-list, [78.0, 1147.0, 679.0, 18.0], kkqzFT2Gde, 5782267]
[sub-ordered-list, [78.0, 1165.0, 679.0, 18.0], kkqzFT2Gde, 5782267]
[sub-ordered-list, [78.0, 1183.0, 679.0, 18.0], kkqzFT2Gde, 5782267]
[sub-ordered-list, [78.0, 1201.0, 679.0, 18.0], kkqzFT2Gde, 5782267]
[subsub-ordered-list, [89.0, 635.0, 657.0, 18.0], 5R1pM-9Kt7, 5782267]
[subsub-ordered-list, [89.0, 653.0, 657.0, 18.0], 5R1pM-9Kt7, 5782267]
[subsub-ordered-list, [89.0, 671.0, 657.0, 18.0], 5R1pM-9Kt7, 5782267]
[subsub-ordered-list, [89.0, 689.0, 657.0, 18.0], 5R1pM-9Kt7, 5782267]
[subsub-ordered-list, [89.0, 707.0, 657.0, 18.0], 5R1pM-9Kt7, 5782267]
[subsub-ordered-list, [89.0, 725.0, 657.0, 18.0], 5R1pM-9Kt7, 5782267]
[subsub-ordered-list, [89.0, 743.0, 657.0, 18.0], 5R1pM-9Kt7, 5782267]
[subsub-ordered-list, [89.0, 761.0, 657.0, 18.0], 5R1pM-9Kt7, 5782267]
[subsub-ordered-list, [89.0, 779.0, 657.0, 18.0], 5R1pM-9Kt7, 5782267]
[subsub-ordered-list, [89.0, 797.0, 657.0, 18.0], 5R1pM-9Kt7, 5782267]
[subsub-ordered-list, [89.0, 815.0, 657.0, 18.0], 5R1pM-9Kt7, 5782267]
[subsub-ordered-list, [89.0, 833.0, 657.0, 18.0], 5R1pM-9Kt7, 5782267]
[subsub-ordered-list, [89.0, 851.0, 657.0, 18.0], 5R1pM-9Kt7, 5782267]
[subsub-ordered-list, [89.0, 869.0, 657.0, 18.0], 5R1pM-9Kt7, 5782267]
[subsub-ordered-list, [89.0, 887.0, 657.0, 18.0], 5R1pM-9Kt7, 5782267]
[subsub-ordered-list, [89.0, 905.0, 657.0, 18.0], 5R1pM-9Kt7, 5782267]
[subsub-ordered-list, [89.0, 923.0, 657.0, 18.0], 5R1pM-9Kt7, 5782267]
[subsub-ordered-list, [89.0, 941.0, 657.0, 18.0], 5R1pM-9Kt7, 5782267]
[subsub-ordered-list, [89.0, 959.0, 657.0, 18.0], 5R1pM-9Kt7, 5782267]
[subsub-ordered-list, [89.0, 977.0, 657.0, 18.0], 5R1pM-9Kt7, 5782267]
[subsub-ordered-list, [89.0, 995.0, 657.0, 18.0], 5R1pM-9Kt7, 5782267]
