[1754, 1241]
[paragraph, [102.0, 97.0, 1056.0, 36.0], 5WcWAizDR5, 5708411]
[sub-ordered-list, [185.0, 312.0, 946.0, 36.0], SnIdQq4rXA, 5708411]
[sub-ordered-list, [185.0, 348.0, 946.0, 36.0], SnIdQq4rXA, 5708411]
[sub-ordered-list, [185.0, 384.0, 946.0, 36.0], SnIdQq4rXA, 5708411]
[sub-ordered-list, [185.0, 420.0, 946.0, 36.0], SnIdQq4rXA, 5708411]
[sub-ordered-list, [185.0, 456.0, 946.0, 36.0], SnIdQq4rXA, 5708411]
[sub-ordered-list, [185.0, 492.0, 946.0, 36.0], SnIdQq4rXA, 5708411]
[subsub-ordered-list, [258.0, 305.0, 873.0, 18.0], Rhal7BhKvY, 5708411]
[subsub-ordered-list, [258.0, 323.0, 873.0, 18.0], Rhal7BhKvY, 5708411]
[subsub-ordered-list, [258.0, 341.0, 873.0, 18.0], Rhal7BhKvY, 5708411]
[subsub-ordered-list, [258.0, 359.0, 873.0, 18.0], Rhal7BhKvY, 5708411]
[subsub-ordered-list, [258.0, 377.0, 873.0, 18.0], Rhal7BhKvY, 5708411]
[subsub-ordered-list, [258.0, 395.0, 873.0, 18.0], Rhal7BhKvY, 5708411]
[subsub-ordered-list, [258.0, 413.0, 873.0, 18.0], Rhal7BhKvY, 5708411]
[subsub-ordered-list, [258.0, 431.0, 873.0, 18.0], Rhal7BhKvY, 5708411]
[subsub-ordered-list, [258.0, 449.0, 873.0, 18.0], Rhal7BhKvY, 5708411]
[subsub-ordered-list, [258.0, 467.0, 873.0, 18.0], Rhal7BhKvY, 5708411]
[subsub-ordered-list, [258.0, 485.0, 873.0, 18.0], Rhal7BhKvY, 5708411]
[subsub-ordered-list, [258.0, 503.0, 873.0, 18.0], Rhal7BhKvY, 5708411]
[subsub-ordered-list, [258.0, 521.0, 873.0, 18.0], Rhal7BhKvY, 5708411]
[sub-ordered-list, [189.0, 714.0, 938.0, 36.0], sI8xJLO0eF, 5708411]
[sub-ordered-list, [189.0, 750.0, 938.0, 36.0], sI8xJLO0eF, 5708411]
[sub-ordered-list, [189.0, 786.0, 938.0, 36.0], sI8xJLO0eF, 5708411]
[sub-ordered-list, [189.0, 822.0, 938.0, 36.0], sI8xJLO0eF, 5708411]
[sub-ordered-list, [189.0, 858.0, 938.0, 36.0], sI8xJLO0eF, 5708411]
[sub-ordered-list, [189.0, 894.0, 938.0, 36.0], sI8xJLO0eF, 5708411]
[sub-ordered-list, [189.0, 930.0, 938.0, 36.0], sI8xJLO0eF, 5708411]
[sub-ordered-list, [189.0, 966.0, 938.0, 36.0], sI8xJLO0eF, 5708411]
[sub-ordered-list, [181.0, 1055.0, 955.0, 36.0], WYy6Cpo_mr, 5708411]
[sub-ordered-list, [181.0, 1091.0, 955.0, 36.0], WYy6Cpo_mr, 5708411]
[sub-ordered-list, [181.0, 1127.0, 955.0, 36.0], WYy6Cpo_mr, 5708411]
[sub-ordered-list, [181.0, 1163.0, 955.0, 36.0], WYy6Cpo_mr, 5708411]
[sub-ordered-list, [181.0, 1199.0, 955.0, 36.0], WYy6Cpo_mr, 5708411]
[sub-ordered-list, [181.0, 1235.0, 955.0, 36.0], WYy6Cpo_mr, 5708411]
[sub-ordered-list, [181.0, 1271.0, 955.0, 36.0], WYy6Cpo_mr, 5708411]
[sub-ordered-list, [181.0, 1307.0, 955.0, 36.0], WYy6Cpo_mr, 5708411]
[sub-ordered-list, [181.0, 1343.0, 955.0, 36.0], WYy6Cpo_mr, 5708411]
[sub-ordered-list, [181.0, 1379.0, 955.0, 36.0], WYy6Cpo_mr, 5708411]
[sub-ordered-list, [181.0, 1415.0, 955.0, 36.0], WYy6Cpo_mr, 5708411]
[sub-ordered-list, [181.0, 1451.0, 955.0, 36.0], WYy6Cpo_mr, 5708411]
[sub-ordered-list, [181.0, 1487.0, 955.0, 36.0], WYy6Cpo_mr, 5708411]
[sub-ordered-list, [181.0, 1523.0, 955.0, 36.0], WYy6Cpo_mr, 5708411]
[sub-ordered-list, [181.0, 1559.0, 955.0, 36.0], WYy6Cpo_mr, 5708411]
[sub-ordered-list, [181.0, 1595.0, 955.0, 36.0], WYy6Cpo_mr, 5708411]
[subsub-ordered-list, [257.0, 1090.0, 876.0, 18.0], 1AoouiIuOW, 5708411]
[subsub-ordered-list, [257.0, 1108.0, 876.0, 18.0], 1AoouiIuOW, 5708411]
[subsub-ordered-list, [257.0, 1126.0, 876.0, 18.0], 1AoouiIuOW, 5708411]
[subsub-ordered-list, [257.0, 1144.0, 876.0, 18.0], 1AoouiIuOW, 5708411]
[subsub-ordered-list, [257.0, 1162.0, 876.0, 18.0], 1AoouiIuOW, 5708411]
[subsub-ordered-list, [257.0, 1180.0, 876.0, 18.0], 1AoouiIuOW, 5708411]
[subsub-ordered-list, [257.0, 1198.0, 876.0, 18.0], 1AoouiIuOW, 5708411]
[subsub-ordered-list, [257.0, 1216.0, 876.0, 18.0], 1AoouiIuOW, 5708411]
[subsub-ordered-list, [257.0, 1234.0, 876.0, 18.0], 1AoouiIuOW, 5708411]
[subsub-ordered-list, [260.0, 1295.0, 881.0, 18.0], PAaJQsoLbx, 5708411]
[subsub-ordered-list, [260.0, 1313.0, 881.0, 18.0], PAaJQsoLbx, 5708411]
[subsub-ordered-list, [260.0, 1331.0, 881.0, 18.0], PAaJQsoLbx, 5708411]
[subsub-ordered-list, [260.0, 1349.0, 881.0, 18.0], PAaJQsoLbx, 5708411]
[subsub-ordered-list, [260.0, 1367.0, 881.0, 18.0], PAaJQsoLbx, 5708411]
[subsub-ordered-list, [260.0, 1385.0, 881.0, 18.0], PAaJQsoLbx, 5708411]
[subsub-ordered-list, [260.0, 1403.0, 881.0, 18.0], PAaJQsoLbx, 5708411]
[subsub-ordered-list, [260.0, 1421.0, 881.0, 18.0], PAaJQsoLbx, 5708411]
[subsub-ordered-list, [260.0, 1439.0, 881.0, 18.0], PAaJQsoLbx, 5708411]
[subsub-ordered-list, [260.0, 1457.0, 881.0, 18.0], PAaJQsoLbx, 5708411]
[subsub-ordered-list, [260.0, 1475.0, 881.0, 18.0], PAaJQsoLbx, 5708411]
[subsub-ordered-list, [260.0, 1493.0, 881.0, 18.0], PAaJQsoLbx, 5708411]
[subsub-ordered-list, [260.0, 1511.0, 881.0, 18.0], PAaJQsoLbx, 5708411]
[subsub-ordered-list, [260.0, 1529.0, 881.0, 18.0], PAaJQsoLbx, 5708411]
[subsub-ordered-list, [260.0, 1547.0, 881.0, 18.0], PAaJQsoLbx, 5708411]
[subsub-ordered-list, [260.0, 1565.0, 881.0, 18.0], PAaJQsoLbx, 5708411]
[subsub-ordered-list, [260.0, 1583.0, 881.0, 18.0], PAaJQsoLbx, 5708411]
[subsub-ordered-list, [260.0, 1601.0, 881.0, 18.0], PAaJQsoLbx, 5708411]
[subsub-ordered-list, [260.0, 1619.0, 881.0, 18.0], PAaJQsoLbx, 5708411]
