[2250, 1750]
[paragraph, [95.0, 91.0, 713.0, 36.0], shoonya_0sIKJFH334KRAW, 5752539]
[paragraph, [886.0, 1422.0, 710.0, 36.0], shoonya_2s6DBLQ4DGDNQI, 5752539]
[paragraph, [886.0, 1458.0, 710.0, 36.0], shoonya_2s6DBLQ4DGDNQI, 5752539]
[paragraph, [886.0, 1494.0, 710.0, 36.0], shoonya_2s6DBLQ4DGDNQI, 5752539]
[paragraph, [886.0, 1530.0, 710.0, 36.0], shoonya_2s6DBLQ4DGDNQI, 5752539]
[paragraph, [886.0, 1566.0, 710.0, 36.0], shoonya_2s6DBLQ4DGDNQI, 5752539]
[paragraph, [886.0, 1602.0, 710.0, 36.0], shoonya_2s6DBLQ4DGDNQI, 5752539]
[paragraph, [886.0, 1638.0, 710.0, 36.0], shoonya_2s6DBLQ4DGDNQI, 5752539]
[paragraph, [886.0, 1674.0, 710.0, 36.0], shoonya_2s6DBLQ4DGDNQI, 5752539]
[paragraph, [886.0, 1773.0, 710.0, 36.0], shoonya_3s84T2KLO4YTT9, 5752539]
[paragraph, [886.0, 1809.0, 710.0, 36.0], shoonya_3s84T2KLO4YTT9, 5752539]
[paragraph, [886.0, 1845.0, 710.0, 36.0], shoonya_3s84T2KLO4YTT9, 5752539]
[paragraph, [886.0, 1881.0, 710.0, 36.0], shoonya_3s84T2KLO4YTT9, 5752539]
[paragraph, [886.0, 1917.0, 710.0, 36.0], shoonya_3s84T2KLO4YTT9, 5752539]
[paragraph, [886.0, 1953.0, 710.0, 36.0], shoonya_3s84T2KLO4YTT9, 5752539]
[paragraph, [886.0, 1989.0, 710.0, 36.0], shoonya_3s84T2KLO4YTT9, 5752539]
[paragraph, [94.0, 1779.0, 711.0, 36.0], shoonya_9sBXVA7Z3XIAXD, 5752539]
[paragraph, [94.0, 1815.0, 711.0, 36.0], shoonya_9sBXVA7Z3XIAXD, 5752539]
[paragraph, [94.0, 1851.0, 711.0, 36.0], shoonya_9sBXVA7Z3XIAXD, 5752539]
[paragraph, [97.0, 1950.0, 517.0, 36.0], shoonya_13sN06JT8JNULK, 5752539]
