[1818, 1374]
[folio, [472.0, 204.0, 430.0, 36.0], shoonya_2sXKQPNJY4J4XG, 5682918]
[paragraph, [699.0, 1649.0, 563.0, 36.0], -h3jaE5-g8, 5682918]
[paragraph, [107.0, 1152.0, 568.0, 36.0], shoonya_3sTUUGVE0T6I5E, 5682918]
[paragraph, [107.0, 1188.0, 568.0, 36.0], shoonya_3sTUUGVE0T6I5E, 5682918]
[paragraph, [112.0, 1239.0, 569.0, 36.0], shoonya_4sS35ZIPC9Z9XW, 5682918]
[paragraph, [112.0, 1275.0, 569.0, 36.0], shoonya_4sS35ZIPC9Z9XW, 5682918]
[paragraph, [108.0, 1324.0, 572.0, 36.0], shoonya_6s0XQS5XZ7G16L, 5682918]
[paragraph, [108.0, 1360.0, 572.0, 36.0], shoonya_6s0XQS5XZ7G16L, 5682918]
[paragraph, [108.0, 1396.0, 572.0, 36.0], shoonya_6s0XQS5XZ7G16L, 5682918]
[paragraph, [108.0, 1432.0, 572.0, 36.0], shoonya_6s0XQS5XZ7G16L, 5682918]
[paragraph, [108.0, 1468.0, 572.0, 36.0], shoonya_6s0XQS5XZ7G16L, 5682918]
[paragraph, [108.0, 1504.0, 572.0, 36.0], shoonya_6s0XQS5XZ7G16L, 5682918]
[paragraph, [108.0, 1540.0, 572.0, 36.0], shoonya_6s0XQS5XZ7G16L, 5682918]
[paragraph, [108.0, 1576.0, 572.0, 36.0], shoonya_6s0XQS5XZ7G16L, 5682918]
[paragraph, [108.0, 1612.0, 572.0, 36.0], shoonya_6s0XQS5XZ7G16L, 5682918]
[paragraph, [108.0, 1648.0, 572.0, 36.0], shoonya_6s0XQS5XZ7G16L, 5682918]
