[3968, 2806]
[headline, [1111.0, 244.0, 1459.0, 52.5], shoonya_0s91ZPUI35W8HZ, 5683980]
[paragraph, [174.0, 2583.0, 1229.0, 52.5], shoonya_3s58N7KCQDL2OS, 5683980]
[paragraph, [174.0, 2635.5, 1229.0, 52.5], shoonya_3s58N7KCQDL2OS, 5683980]
[paragraph, [174.0, 2688.0, 1229.0, 52.5], shoonya_3s58N7KCQDL2OS, 5683980]
[paragraph, [174.0, 2740.5, 1229.0, 52.5], shoonya_3s58N7KCQDL2OS, 5683980]
[paragraph, [174.0, 2793.0, 1229.0, 52.5], shoonya_3s58N7KCQDL2OS, 5683980]
[paragraph, [174.0, 2845.5, 1229.0, 52.5], shoonya_3s58N7KCQDL2OS, 5683980]
[paragraph, [174.0, 2898.0, 1229.0, 52.5], shoonya_3s58N7KCQDL2OS, 5683980]
[paragraph, [174.0, 2950.5, 1229.0, 52.5], shoonya_3s58N7KCQDL2OS, 5683980]
[paragraph, [174.0, 3003.0, 1229.0, 52.5], shoonya_3s58N7KCQDL2OS, 5683980]
[paragraph, [174.0, 3055.5, 1229.0, 52.5], shoonya_3s58N7KCQDL2OS, 5683980]
[paragraph, [174.0, 3108.0, 1229.0, 52.5], shoonya_3s58N7KCQDL2OS, 5683980]
[paragraph, [174.0, 3160.5, 1229.0, 52.5], shoonya_3s58N7KCQDL2OS, 5683980]
[paragraph, [174.0, 3213.0, 1229.0, 52.5], shoonya_3s58N7KCQDL2OS, 5683980]
[paragraph, [174.0, 3265.5, 1229.0, 52.5], shoonya_3s58N7KCQDL2OS, 5683980]
[paragraph, [174.0, 3318.0, 1229.0, 52.5], shoonya_3s58N7KCQDL2OS, 5683980]
[paragraph, [1438.0, 1641.0, 1125.0, 52.5], PG8876Qg2U, 5683980]
[paragraph, [1438.0, 1693.5, 1125.0, 52.5], PG8876Qg2U, 5683980]
[paragraph, [1438.0, 1746.0, 1125.0, 52.5], PG8876Qg2U, 5683980]
[paragraph, [1438.0, 1798.5, 1125.0, 52.5], PG8876Qg2U, 5683980]
[paragraph, [1438.0, 1851.0, 1125.0, 52.5], PG8876Qg2U, 5683980]
[paragraph, [1438.0, 1903.5, 1125.0, 52.5], PG8876Qg2U, 5683980]
[paragraph, [1438.0, 1956.0, 1125.0, 52.5], PG8876Qg2U, 5683980]
[paragraph, [1438.0, 2008.5, 1125.0, 52.5], PG8876Qg2U, 5683980]
[paragraph, [1438.0, 2061.0, 1125.0, 52.5], PG8876Qg2U, 5683980]
[paragraph, [1445.0, 2196.0, 1115.0, 52.5], jCnTPMT1hn, 5683980]
[paragraph, [1445.0, 2248.5, 1115.0, 52.5], jCnTPMT1hn, 5683980]
[paragraph, [1445.0, 2301.0, 1115.0, 52.5], jCnTPMT1hn, 5683980]
[paragraph, [1445.0, 2353.5, 1115.0, 52.5], jCnTPMT1hn, 5683980]
[paragraph, [1445.0, 2406.0, 1115.0, 52.5], jCnTPMT1hn, 5683980]
[paragraph, [1445.0, 2458.5, 1115.0, 52.5], jCnTPMT1hn, 5683980]
[paragraph, [1445.0, 2511.0, 1115.0, 52.5], jCnTPMT1hn, 5683980]
[paragraph, [1445.0, 2563.5, 1115.0, 52.5], jCnTPMT1hn, 5683980]
[paragraph, [1445.0, 2616.0, 1115.0, 52.5], jCnTPMT1hn, 5683980]
[paragraph, [1445.0, 2668.5, 1115.0, 52.5], jCnTPMT1hn, 5683980]
[paragraph, [1445.0, 2721.0, 1115.0, 52.5], jCnTPMT1hn, 5683980]
[paragraph, [1445.0, 2773.5, 1115.0, 52.5], jCnTPMT1hn, 5683980]
[paragraph, [1445.0, 2826.0, 1115.0, 52.5], jCnTPMT1hn, 5683980]
[paragraph, [1445.0, 2878.5, 1115.0, 52.5], jCnTPMT1hn, 5683980]
[paragraph, [1445.0, 2931.0, 1115.0, 52.5], jCnTPMT1hn, 5683980]
[paragraph, [1445.0, 2983.5, 1115.0, 52.5], jCnTPMT1hn, 5683980]
[paragraph, [1445.0, 3036.0, 1115.0, 52.5], jCnTPMT1hn, 5683980]
[paragraph, [1445.0, 3088.5, 1115.0, 52.5], jCnTPMT1hn, 5683980]
[paragraph, [1445.0, 3141.0, 1115.0, 52.5], jCnTPMT1hn, 5683980]
[paragraph, [1445.0, 3193.5, 1115.0, 52.5], jCnTPMT1hn, 5683980]
[paragraph, [1445.0, 3246.0, 1115.0, 52.5], jCnTPMT1hn, 5683980]
[paragraph, [1445.0, 3298.5, 1115.0, 52.5], jCnTPMT1hn, 5683980]
[paragraph, [1445.0, 3351.0, 1115.0, 52.5], jCnTPMT1hn, 5683980]
[paragraph, [1445.0, 3403.5, 1115.0, 52.5], jCnTPMT1hn, 5683980]
[paragraph, [1445.0, 3456.0, 1115.0, 52.5], jCnTPMT1hn, 5683980]
[paragraph, [1445.0, 3508.5, 1115.0, 52.5], jCnTPMT1hn, 5683980]
[paragraph, [190.0, 3496.0, 1216.0, 52.5], shoonya_4s3TFJ8RYNMAE7, 5683980]
[paragraph, [190.0, 3548.5, 1216.0, 52.5], shoonya_4s3TFJ8RYNMAE7, 5683980]
[paragraph, [190.0, 3601.0, 1216.0, 52.5], shoonya_4s3TFJ8RYNMAE7, 5683980]
[folio, [270.0, 3820.0, 692.0, 52.5], f5_D_skN2C, 5683980]
