[1275, 750]
[folio, [235.0, 91.0, 286.0, 18.0], kARe4hp2e8, 5766997]
[paragraph, [63.0, 955.0, 627.0, 18.0], shoonya_0sL2VCMZC6T5D9, 5766997]
[paragraph, [63.0, 973.0, 627.0, 18.0], shoonya_0sL2VCMZC6T5D9, 5766997]
[paragraph, [63.0, 991.0, 627.0, 18.0], shoonya_0sL2VCMZC6T5D9, 5766997]
[paragraph, [63.0, 1009.0, 627.0, 18.0], shoonya_0sL2VCMZC6T5D9, 5766997]
[paragraph, [63.0, 1027.0, 627.0, 18.0], shoonya_0sL2VCMZC6T5D9, 5766997]
[paragraph, [63.0, 1045.0, 627.0, 18.0], shoonya_0sL2VCMZC6T5D9, 5766997]
[paragraph, [63.0, 1063.0, 627.0, 18.0], shoonya_0sL2VCMZC6T5D9, 5766997]
[paragraph, [63.0, 1081.0, 627.0, 18.0], shoonya_0sL2VCMZC6T5D9, 5766997]
[paragraph, [63.0, 1099.0, 627.0, 18.0], shoonya_0sL2VCMZC6T5D9, 5766997]
[paragraph, [63.0, 1117.0, 627.0, 18.0], shoonya_0sL2VCMZC6T5D9, 5766997]
[paragraph, [63.0, 1135.0, 627.0, 18.0], shoonya_0sL2VCMZC6T5D9, 5766997]
[paragraph, [63.0, 1153.0, 627.0, 18.0], shoonya_0sL2VCMZC6T5D9, 5766997]
[paragraph, [63.0, 1171.0, 627.0, 18.0], shoonya_0sL2VCMZC6T5D9, 5766997]
