[1625, 1211]
[headline, [517.0, 110.0, 558.0, 37.5], shoonya_2sH01GYTI6B0BD, 5742286]
[paragraph, [430.0, 1111.0, 335.0, 36.0], LciNTZ1njK, 5742286]
[paragraph, [430.0, 1147.0, 335.0, 36.0], LciNTZ1njK, 5742286]
[paragraph, [430.0, 1183.0, 335.0, 36.0], LciNTZ1njK, 5742286]
[paragraph, [430.0, 1219.0, 335.0, 36.0], LciNTZ1njK, 5742286]
[paragraph, [430.0, 1255.0, 335.0, 36.0], LciNTZ1njK, 5742286]
[paragraph, [430.0, 1291.0, 335.0, 36.0], LciNTZ1njK, 5742286]
[paragraph, [430.0, 1327.0, 335.0, 36.0], LciNTZ1njK, 5742286]
[paragraph, [430.0, 1363.0, 335.0, 36.0], LciNTZ1njK, 5742286]
[paragraph, [430.0, 1399.0, 335.0, 36.0], LciNTZ1njK, 5742286]
[paragraph, [430.0, 1435.0, 335.0, 36.0], LciNTZ1njK, 5742286]
[paragraph, [792.0, 958.0, 335.0, 36.0], ZOwu1zY6xS, 5742286]
[paragraph, [792.0, 994.0, 335.0, 36.0], ZOwu1zY6xS, 5742286]
[paragraph, [792.0, 1030.0, 335.0, 36.0], ZOwu1zY6xS, 5742286]
[paragraph, [792.0, 1066.0, 335.0, 36.0], ZOwu1zY6xS, 5742286]
[paragraph, [792.0, 1102.0, 335.0, 36.0], ZOwu1zY6xS, 5742286]
[paragraph, [792.0, 1138.0, 335.0, 36.0], ZOwu1zY6xS, 5742286]
[paragraph, [792.0, 1174.0, 335.0, 36.0], ZOwu1zY6xS, 5742286]
[paragraph, [792.0, 1210.0, 335.0, 36.0], ZOwu1zY6xS, 5742286]
[paragraph, [792.0, 1246.0, 335.0, 36.0], ZOwu1zY6xS, 5742286]
[paragraph, [792.0, 1282.0, 335.0, 36.0], ZOwu1zY6xS, 5742286]
[paragraph, [792.0, 1318.0, 335.0, 36.0], ZOwu1zY6xS, 5742286]
[paragraph, [792.0, 1354.0, 335.0, 36.0], ZOwu1zY6xS, 5742286]
[paragraph, [792.0, 1390.0, 335.0, 36.0], ZOwu1zY6xS, 5742286]
[paragraph, [792.0, 1426.0, 335.0, 36.0], ZOwu1zY6xS, 5742286]
[paragraph, [68.0, 1129.0, 343.0, 36.0], D4dJlk25gf, 5742286]
[paragraph, [68.0, 1165.0, 343.0, 36.0], D4dJlk25gf, 5742286]
[paragraph, [68.0, 1201.0, 343.0, 36.0], D4dJlk25gf, 5742286]
[paragraph, [68.0, 1237.0, 343.0, 36.0], D4dJlk25gf, 5742286]
[paragraph, [68.0, 1273.0, 343.0, 36.0], D4dJlk25gf, 5742286]
[paragraph, [68.0, 1309.0, 343.0, 36.0], D4dJlk25gf, 5742286]
[paragraph, [68.0, 1345.0, 343.0, 36.0], D4dJlk25gf, 5742286]
[paragraph, [68.0, 1381.0, 343.0, 36.0], D4dJlk25gf, 5742286]
[paragraph, [68.0, 1417.0, 343.0, 36.0], D4dJlk25gf, 5742286]
