[1326, 829]
[folio, [329.0, 67.0, 157.0, 18.0], uAzaJ-KQST, 5770621]
[paragraph, [79.0, 889.0, 335.0, 18.0], unZOegqS-4, 5770621]
[paragraph, [79.0, 907.0, 335.0, 18.0], unZOegqS-4, 5770621]
[paragraph, [79.0, 925.0, 335.0, 18.0], unZOegqS-4, 5770621]
[paragraph, [79.0, 943.0, 335.0, 18.0], unZOegqS-4, 5770621]
[paragraph, [79.0, 961.0, 335.0, 18.0], unZOegqS-4, 5770621]
[paragraph, [79.0, 979.0, 335.0, 18.0], unZOegqS-4, 5770621]
[paragraph, [79.0, 997.0, 335.0, 18.0], unZOegqS-4, 5770621]
[paragraph, [79.0, 1015.0, 335.0, 18.0], unZOegqS-4, 5770621]
[paragraph, [79.0, 1033.0, 335.0, 18.0], unZOegqS-4, 5770621]
[paragraph, [79.0, 1051.0, 335.0, 18.0], unZOegqS-4, 5770621]
[paragraph, [79.0, 1069.0, 335.0, 18.0], unZOegqS-4, 5770621]
[paragraph, [419.0, 850.0, 334.0, 18.0], qMSsoiC83m, 5770621]
[paragraph, [419.0, 868.0, 334.0, 18.0], qMSsoiC83m, 5770621]
[paragraph, [419.0, 886.0, 334.0, 18.0], qMSsoiC83m, 5770621]
[paragraph, [419.0, 904.0, 334.0, 18.0], qMSsoiC83m, 5770621]
[paragraph, [419.0, 922.0, 334.0, 18.0], qMSsoiC83m, 5770621]
[ordered-list, [417.0, 957.0, 335.0, 18.0], FU8nHVE6Wb, 5770621]
[ordered-list, [417.0, 975.0, 335.0, 18.0], FU8nHVE6Wb, 5770621]
[ordered-list, [417.0, 993.0, 335.0, 18.0], FU8nHVE6Wb, 5770621]
[ordered-list, [417.0, 1011.0, 335.0, 18.0], FU8nHVE6Wb, 5770621]
[ordered-list, [417.0, 1029.0, 335.0, 18.0], FU8nHVE6Wb, 5770621]
[ordered-list, [417.0, 1047.0, 335.0, 18.0], FU8nHVE6Wb, 5770621]
[ordered-list, [417.0, 1065.0, 335.0, 18.0], FU8nHVE6Wb, 5770621]
[ordered-list, [417.0, 1083.0, 335.0, 18.0], FU8nHVE6Wb, 5770621]
[ordered-list, [417.0, 1101.0, 335.0, 18.0], FU8nHVE6Wb, 5770621]
[ordered-list, [417.0, 1119.0, 335.0, 18.0], FU8nHVE6Wb, 5770621]
[ordered-list, [417.0, 1137.0, 335.0, 18.0], FU8nHVE6Wb, 5770621]
[ordered-list, [417.0, 1155.0, 335.0, 18.0], FU8nHVE6Wb, 5770621]
[ordered-list, [417.0, 1173.0, 335.0, 18.0], FU8nHVE6Wb, 5770621]
[ordered-list, [417.0, 1191.0, 335.0, 18.0], FU8nHVE6Wb, 5770621]
[ordered-list, [417.0, 1209.0, 335.0, 18.0], FU8nHVE6Wb, 5770621]
[ordered-list, [417.0, 1227.0, 335.0, 18.0], FU8nHVE6Wb, 5770621]
[paragraph, [70.0, 1086.0, 341.0, 18.0], yPcLWD6JgI, 5770621]
[paragraph, [70.0, 1104.0, 341.0, 18.0], yPcLWD6JgI, 5770621]
[paragraph, [70.0, 1122.0, 341.0, 18.0], yPcLWD6JgI, 5770621]
[paragraph, [70.0, 1140.0, 341.0, 18.0], yPcLWD6JgI, 5770621]
[paragraph, [70.0, 1158.0, 341.0, 18.0], yPcLWD6JgI, 5770621]
[paragraph, [70.0, 1176.0, 341.0, 18.0], yPcLWD6JgI, 5770621]
[paragraph, [70.0, 1194.0, 341.0, 18.0], yPcLWD6JgI, 5770621]
[paragraph, [70.0, 1212.0, 341.0, 18.0], yPcLWD6JgI, 5770621]
[paragraph, [70.0, 1230.0, 341.0, 18.0], yPcLWD6JgI, 5770621]
