[1571, 1128]
[headline, [125.0, 88.0, 320.0, 37.5], shoonya_15sC17A5UDM8NF, 6471691]
[paragraph, [734.0, 1281.0, 300.0, 36.0], pJKsKE8XHN, 6471691]
[paragraph, [734.0, 1317.0, 300.0, 36.0], pJKsKE8XHN, 6471691]
[paragraph, [734.0, 1353.0, 300.0, 36.0], pJKsKE8XHN, 6471691]
[paragraph, [734.0, 1389.0, 300.0, 36.0], pJKsKE8XHN, 6471691]
[paragraph, [127.0, 1066.0, 289.0, 36.0], shoonya_3sG6CCQD55QMTB, 6471691]
[paragraph, [127.0, 1102.0, 289.0, 36.0], shoonya_3sG6CCQD55QMTB, 6471691]
[paragraph, [127.0, 1138.0, 289.0, 36.0], shoonya_3sG6CCQD55QMTB, 6471691]
[paragraph, [127.0, 1174.0, 289.0, 36.0], shoonya_3sG6CCQD55QMTB, 6471691]
[paragraph, [127.0, 1210.0, 289.0, 36.0], shoonya_3sG6CCQD55QMTB, 6471691]
[paragraph, [127.0, 1246.0, 289.0, 36.0], shoonya_3sG6CCQD55QMTB, 6471691]
[paragraph, [127.0, 1282.0, 289.0, 36.0], shoonya_3sG6CCQD55QMTB, 6471691]
[paragraph, [127.0, 1318.0, 289.0, 36.0], shoonya_3sG6CCQD55QMTB, 6471691]
[author, [258.0, 1371.0, 163.0, 36.0], shoonya_16sCM1A36N26FT, 6471691]
[author, [258.0, 1407.0, 163.0, 36.0], shoonya_16sCM1A36N26FT, 6471691]
[folio, [100.0, 1461.0, 63.0, 36.0], shoonya_5sM99TYPC6KPLI, 6471691]
