[1447, 1063]
[folio, [445.0, 56.0, 192.0, 18.0], pATa4BnE0b, 5762788]
[paragraph, [538.0, 489.0, 430.0, 18.0], y-21pzczCg, 5762788]
[paragraph, [538.0, 507.0, 430.0, 18.0], y-21pzczCg, 5762788]
[paragraph, [538.0, 525.0, 430.0, 18.0], y-21pzczCg, 5762788]
[paragraph, [538.0, 543.0, 430.0, 18.0], y-21pzczCg, 5762788]
[paragraph, [538.0, 561.0, 430.0, 18.0], y-21pzczCg, 5762788]
[paragraph, [538.0, 579.0, 430.0, 18.0], y-21pzczCg, 5762788]
[paragraph, [538.0, 597.0, 430.0, 18.0], y-21pzczCg, 5762788]
[paragraph, [538.0, 615.0, 430.0, 18.0], y-21pzczCg, 5762788]
[paragraph, [538.0, 633.0, 430.0, 18.0], y-21pzczCg, 5762788]
[paragraph, [538.0, 651.0, 430.0, 18.0], y-21pzczCg, 5762788]
[paragraph, [538.0, 669.0, 430.0, 18.0], y-21pzczCg, 5762788]
[paragraph, [538.0, 687.0, 430.0, 18.0], y-21pzczCg, 5762788]
[paragraph, [538.0, 705.0, 430.0, 18.0], y-21pzczCg, 5762788]
[paragraph, [538.0, 723.0, 430.0, 18.0], y-21pzczCg, 5762788]
[paragraph, [538.0, 741.0, 430.0, 18.0], y-21pzczCg, 5762788]
[paragraph, [538.0, 759.0, 430.0, 18.0], y-21pzczCg, 5762788]
[paragraph, [538.0, 800.0, 427.0, 18.0], W1BmFjdPNT, 5762788]
[paragraph, [538.0, 818.0, 427.0, 18.0], W1BmFjdPNT, 5762788]
[paragraph, [538.0, 836.0, 427.0, 18.0], W1BmFjdPNT, 5762788]
[paragraph, [538.0, 854.0, 427.0, 18.0], W1BmFjdPNT, 5762788]
[paragraph, [538.0, 872.0, 427.0, 18.0], W1BmFjdPNT, 5762788]
[paragraph, [538.0, 890.0, 427.0, 18.0], W1BmFjdPNT, 5762788]
[paragraph, [538.0, 908.0, 427.0, 18.0], W1BmFjdPNT, 5762788]
[paragraph, [538.0, 926.0, 427.0, 18.0], W1BmFjdPNT, 5762788]
[section-title, [535.0, 980.0, 387.0, 30.0], nMCCSHOwll, 5762788]
[section-title, [90.0, 981.0, 393.0, 30.0], KsTi7hash-, 5762788]
[paragraph, [536.0, 1030.0, 429.0, 18.0], WOO6CjGFHD, 5762788]
[paragraph, [536.0, 1048.0, 429.0, 18.0], WOO6CjGFHD, 5762788]
[paragraph, [536.0, 1066.0, 429.0, 18.0], WOO6CjGFHD, 5762788]
[paragraph, [536.0, 1084.0, 429.0, 18.0], WOO6CjGFHD, 5762788]
[paragraph, [536.0, 1102.0, 429.0, 18.0], WOO6CjGFHD, 5762788]
[paragraph, [536.0, 1120.0, 429.0, 18.0], WOO6CjGFHD, 5762788]
[paragraph, [536.0, 1138.0, 429.0, 18.0], WOO6CjGFHD, 5762788]
[paragraph, [536.0, 1156.0, 429.0, 18.0], WOO6CjGFHD, 5762788]
[paragraph, [536.0, 1174.0, 429.0, 18.0], WOO6CjGFHD, 5762788]
[paragraph, [536.0, 1192.0, 429.0, 18.0], WOO6CjGFHD, 5762788]
[paragraph, [536.0, 1210.0, 429.0, 18.0], WOO6CjGFHD, 5762788]
[paragraph, [536.0, 1228.0, 429.0, 18.0], WOO6CjGFHD, 5762788]
[paragraph, [536.0, 1246.0, 429.0, 18.0], WOO6CjGFHD, 5762788]
[paragraph, [536.0, 1264.0, 429.0, 18.0], WOO6CjGFHD, 5762788]
[paragraph, [91.0, 1044.0, 435.0, 18.0], 8Ngk34Pwko, 5762788]
[paragraph, [91.0, 1062.0, 435.0, 18.0], 8Ngk34Pwko, 5762788]
[paragraph, [91.0, 1080.0, 435.0, 18.0], 8Ngk34Pwko, 5762788]
[paragraph, [91.0, 1098.0, 435.0, 18.0], 8Ngk34Pwko, 5762788]
[paragraph, [91.0, 1116.0, 435.0, 18.0], 8Ngk34Pwko, 5762788]
[paragraph, [91.0, 1134.0, 435.0, 18.0], 8Ngk34Pwko, 5762788]
[paragraph, [91.0, 1152.0, 435.0, 18.0], 8Ngk34Pwko, 5762788]
[paragraph, [91.0, 1170.0, 435.0, 18.0], 8Ngk34Pwko, 5762788]
[paragraph, [91.0, 1188.0, 435.0, 18.0], 8Ngk34Pwko, 5762788]
[paragraph, [91.0, 1206.0, 435.0, 18.0], 8Ngk34Pwko, 5762788]
[paragraph, [91.0, 1224.0, 435.0, 18.0], 8Ngk34Pwko, 5762788]
[paragraph, [91.0, 1242.0, 435.0, 18.0], 8Ngk34Pwko, 5762788]
[paragraph, [91.0, 1260.0, 435.0, 18.0], 8Ngk34Pwko, 5762788]
[paragraph, [91.0, 1278.0, 435.0, 18.0], 8Ngk34Pwko, 5762788]
[paragraph, [91.0, 1296.0, 435.0, 18.0], 8Ngk34Pwko, 5762788]
[paragraph, [91.0, 1314.0, 435.0, 18.0], 8Ngk34Pwko, 5762788]
