[1162, 749]
[folio, [336.0, 73.0, 87.0, 18.0], shoonya_2sO6V1YTPK6TYO, 5699486]
[paragraph, [73.0, 799.0, 600.0, 18.0], shoonya_1sCQJYT8GUGH0Y, 5699486]
[paragraph, [73.0, 817.0, 600.0, 18.0], shoonya_1sCQJYT8GUGH0Y, 5699486]
[paragraph, [73.0, 835.0, 600.0, 18.0], shoonya_1sCQJYT8GUGH0Y, 5699486]
[paragraph, [73.0, 853.0, 600.0, 18.0], shoonya_1sCQJYT8GUGH0Y, 5699486]
[paragraph, [73.0, 871.0, 600.0, 18.0], shoonya_1sCQJYT8GUGH0Y, 5699486]
[paragraph, [73.0, 889.0, 600.0, 18.0], shoonya_1sCQJYT8GUGH0Y, 5699486]
[paragraph, [73.0, 907.0, 600.0, 18.0], shoonya_1sCQJYT8GUGH0Y, 5699486]
[paragraph, [73.0, 925.0, 600.0, 18.0], shoonya_1sCQJYT8GUGH0Y, 5699486]
[paragraph, [73.0, 943.0, 600.0, 18.0], shoonya_1sCQJYT8GUGH0Y, 5699486]
[paragraph, [73.0, 961.0, 600.0, 18.0], shoonya_1sCQJYT8GUGH0Y, 5699486]
[paragraph, [73.0, 979.0, 600.0, 18.0], shoonya_1sCQJYT8GUGH0Y, 5699486]
[paragraph, [73.0, 997.0, 600.0, 18.0], shoonya_1sCQJYT8GUGH0Y, 5699486]
[paragraph, [73.0, 1015.0, 600.0, 18.0], shoonya_1sCQJYT8GUGH0Y, 5699486]
[paragraph, [73.0, 1033.0, 600.0, 18.0], shoonya_1sCQJYT8GUGH0Y, 5699486]
[paragraph, [73.0, 1051.0, 600.0, 18.0], shoonya_1sCQJYT8GUGH0Y, 5699486]
[paragraph, [73.0, 1069.0, 600.0, 18.0], shoonya_1sCQJYT8GUGH0Y, 5699486]
