[1806, 1262]
[folio, [176.0, 94.0, 495.0, 36.0], 0moCuYzt3Z, 5681251]
[paragraph, [664.0, 787.0, 490.0, 36.0], shoonya_8s2ISZXOEIMVHX, 5681251]
[paragraph, [661.0, 847.0, 502.0, 36.0], shoonya_1sHV5IKGS1KYC2, 5681251]
[paragraph, [661.0, 883.0, 502.0, 36.0], shoonya_1sHV5IKGS1KYC2, 5681251]
[paragraph, [661.0, 919.0, 502.0, 36.0], shoonya_1sHV5IKGS1KYC2, 5681251]
[paragraph, [661.0, 955.0, 502.0, 36.0], shoonya_1sHV5IKGS1KYC2, 5681251]
[paragraph, [661.0, 991.0, 502.0, 36.0], shoonya_1sHV5IKGS1KYC2, 5681251]
[paragraph, [661.0, 1027.0, 502.0, 36.0], shoonya_1sHV5IKGS1KYC2, 5681251]
[paragraph, [661.0, 1063.0, 502.0, 36.0], shoonya_1sHV5IKGS1KYC2, 5681251]
[paragraph, [661.0, 1099.0, 502.0, 36.0], shoonya_1sHV5IKGS1KYC2, 5681251]
[paragraph, [661.0, 1135.0, 502.0, 36.0], shoonya_1sHV5IKGS1KYC2, 5681251]
[paragraph, [661.0, 1171.0, 502.0, 36.0], shoonya_1sHV5IKGS1KYC2, 5681251]
[paragraph, [661.0, 1207.0, 502.0, 36.0], shoonya_1sHV5IKGS1KYC2, 5681251]
[paragraph, [661.0, 1243.0, 502.0, 36.0], shoonya_1sHV5IKGS1KYC2, 5681251]
[paragraph, [661.0, 1279.0, 502.0, 36.0], shoonya_1sHV5IKGS1KYC2, 5681251]
[paragraph, [661.0, 1315.0, 502.0, 36.0], shoonya_1sHV5IKGS1KYC2, 5681251]
[paragraph, [661.0, 1351.0, 502.0, 36.0], shoonya_1sHV5IKGS1KYC2, 5681251]
[contact-info, [441.0, 1166.0, 165.0, 36.0], shoonya_6sGTEL1RFXLO09, 5681251]
[paragraph, [110.0, 1268.0, 505.0, 36.0], shoonya_2sZXF1WSVTRBPG, 5681251]
[paragraph, [110.0, 1304.0, 505.0, 36.0], shoonya_2sZXF1WSVTRBPG, 5681251]
[paragraph, [110.0, 1340.0, 505.0, 36.0], shoonya_2sZXF1WSVTRBPG, 5681251]
[paragraph, [110.0, 1376.0, 505.0, 36.0], shoonya_2sZXF1WSVTRBPG, 5681251]
[paragraph, [110.0, 1412.0, 505.0, 36.0], shoonya_2sZXF1WSVTRBPG, 5681251]
[paragraph, [110.0, 1448.0, 505.0, 36.0], shoonya_2sZXF1WSVTRBPG, 5681251]
[paragraph, [110.0, 1484.0, 505.0, 36.0], shoonya_2sZXF1WSVTRBPG, 5681251]
[paragraph, [110.0, 1520.0, 505.0, 36.0], shoonya_2sZXF1WSVTRBPG, 5681251]
[paragraph, [110.0, 1556.0, 505.0, 36.0], shoonya_2sZXF1WSVTRBPG, 5681251]
[paragraph, [110.0, 1592.0, 505.0, 36.0], shoonya_2sZXF1WSVTRBPG, 5681251]
[paragraph, [110.0, 1628.0, 505.0, 36.0], shoonya_2sZXF1WSVTRBPG, 5681251]
[paragraph, [110.0, 1664.0, 505.0, 36.0], shoonya_2sZXF1WSVTRBPG, 5681251]
[reference, [708.0, 1422.0, 449.0, 36.0], iWy10Y9Awm, 5681251]
[paragraph, [672.0, 1507.0, 490.0, 36.0], McsSb4fDU8, 5681251]
[paragraph, [672.0, 1543.0, 490.0, 36.0], McsSb4fDU8, 5681251]
[paragraph, [672.0, 1579.0, 490.0, 36.0], McsSb4fDU8, 5681251]
[paragraph, [672.0, 1615.0, 490.0, 36.0], McsSb4fDU8, 5681251]
[paragraph, [672.0, 1651.0, 490.0, 36.0], McsSb4fDU8, 5681251]
