[2339, 1653]
[paragraph, [317.0, 146.0, 1151.0, 36.0], shoonya_0sZTW1INORT8Q4, 5734187]
[paragraph, [317.0, 1514.0, 1151.0, 36.0], shoonya_0sZTW1INORT8Q4, 5734187]
[paragraph, [317.0, 1550.0, 1151.0, 36.0], shoonya_0sZTW1INORT8Q4, 5734187]
[paragraph, [317.0, 1586.0, 1151.0, 36.0], shoonya_0sZTW1INORT8Q4, 5734187]
[paragraph, [317.0, 1622.0, 1151.0, 36.0], shoonya_0sZTW1INORT8Q4, 5734187]
[paragraph, [317.0, 1658.0, 1151.0, 36.0], shoonya_0sZTW1INORT8Q4, 5734187]
[paragraph, [317.0, 1694.0, 1151.0, 36.0], shoonya_0sZTW1INORT8Q4, 5734187]
[paragraph, [317.0, 1730.0, 1151.0, 36.0], shoonya_0sZTW1INORT8Q4, 5734187]
[paragraph, [317.0, 1766.0, 1151.0, 36.0], shoonya_0sZTW1INORT8Q4, 5734187]
[paragraph, [317.0, 1802.0, 1151.0, 36.0], shoonya_0sZTW1INORT8Q4, 5734187]
[paragraph, [317.0, 1838.0, 1151.0, 36.0], shoonya_0sZTW1INORT8Q4, 5734187]
[paragraph, [317.0, 1874.0, 1151.0, 36.0], shoonya_0sZTW1INORT8Q4, 5734187]
[paragraph, [317.0, 1910.0, 1151.0, 36.0], shoonya_0sZTW1INORT8Q4, 5734187]
[paragraph, [317.0, 1946.0, 1151.0, 36.0], shoonya_0sZTW1INORT8Q4, 5734187]
[paragraph, [317.0, 1982.0, 1151.0, 36.0], shoonya_0sZTW1INORT8Q4, 5734187]
[paragraph, [385.0, 2053.0, 1072.0, 36.0], shoonya_2sRAOSSBH0NE35, 5734187]
[folio, [811.0, 2153.0, 577.0, 36.0], Z7YY-gu3F6, 5734187]
