[1818, 1374]
[folio, [646.0, 224.0, 98.0, 36.0], shoonya_0s5A3LYUU6R2D2, 5682294]
[paragraph, [694.0, 530.0, 572.0, 36.0], shoonya_7sPUO7LAPE7048, 5682294]
[paragraph, [694.0, 566.0, 572.0, 36.0], shoonya_7sPUO7LAPE7048, 5682294]
[paragraph, [693.0, 631.0, 573.0, 36.0], TBKrWz0wF9, 5682294]
[paragraph, [693.0, 667.0, 573.0, 36.0], TBKrWz0wF9, 5682294]
[paragraph, [693.0, 703.0, 573.0, 36.0], TBKrWz0wF9, 5682294]
[paragraph, [693.0, 739.0, 573.0, 36.0], TBKrWz0wF9, 5682294]
[paragraph, [693.0, 775.0, 573.0, 36.0], TBKrWz0wF9, 5682294]
[paragraph, [693.0, 811.0, 573.0, 36.0], TBKrWz0wF9, 5682294]
[paragraph, [693.0, 847.0, 573.0, 36.0], TBKrWz0wF9, 5682294]
[paragraph, [697.0, 904.0, 570.0, 36.0], eOGRoPkgS2, 5682294]
[paragraph, [697.0, 940.0, 570.0, 36.0], eOGRoPkgS2, 5682294]
[paragraph, [695.0, 1057.0, 568.0, 36.0], 22TAZiQ6RX, 5682294]
[paragraph, [695.0, 1093.0, 568.0, 36.0], 22TAZiQ6RX, 5682294]
[paragraph, [695.0, 1129.0, 568.0, 36.0], 22TAZiQ6RX, 5682294]
[paragraph, [695.0, 1175.0, 570.0, 36.0], 4Eg2Vxb7xo, 5682294]
[paragraph, [699.0, 1253.0, 568.0, 36.0], Pg23g_kZYK, 5682294]
[paragraph, [697.0, 1330.0, 571.0, 36.0], xHgkbJd6g_, 5682294]
[paragraph, [697.0, 1366.0, 571.0, 36.0], xHgkbJd6g_, 5682294]
[paragraph, [697.0, 1402.0, 571.0, 36.0], xHgkbJd6g_, 5682294]
[paragraph, [697.0, 1438.0, 571.0, 36.0], xHgkbJd6g_, 5682294]
[paragraph, [697.0, 1474.0, 571.0, 36.0], xHgkbJd6g_, 5682294]
[paragraph, [105.0, 1490.0, 569.0, 36.0], shoonya_4s0HVW1INQE5CH, 5682294]
[paragraph, [700.0, 1524.0, 566.0, 36.0], GQBFAYDPv6, 5682294]
[paragraph, [108.0, 1568.0, 566.0, 36.0], shoonya_5sTJ14JDMTMLFV, 5682294]
[paragraph, [108.0, 1604.0, 566.0, 36.0], shoonya_5sTJ14JDMTMLFV, 5682294]
[paragraph, [699.0, 1603.0, 570.0, 36.0], cRl_LL8BOg, 5682294]
[paragraph, [699.0, 1639.0, 570.0, 36.0], cRl_LL8BOg, 5682294]
[paragraph, [699.0, 1675.0, 570.0, 36.0], cRl_LL8BOg, 5682294]
