[1763, 1275]
[chapter-title, [644.0, 1.0, 567.0, 58.5], shoonya_7sD3FN81PVHSGS, 5712351]
[paragraph, [628.0, 1150.0, 561.0, 36.0], shoonya_12s6TTA6T480QM, 5712351]
[paragraph, [628.0, 1186.0, 561.0, 36.0], shoonya_12s6TTA6T480QM, 5712351]
[paragraph, [628.0, 1222.0, 561.0, 36.0], shoonya_12s6TTA6T480QM, 5712351]
[paragraph, [628.0, 1258.0, 561.0, 36.0], shoonya_12s6TTA6T480QM, 5712351]
[paragraph, [628.0, 1294.0, 561.0, 36.0], shoonya_12s6TTA6T480QM, 5712351]
[paragraph, [628.0, 1330.0, 561.0, 36.0], shoonya_12s6TTA6T480QM, 5712351]
[paragraph, [628.0, 1366.0, 561.0, 36.0], shoonya_12s6TTA6T480QM, 5712351]
[paragraph, [628.0, 1402.0, 561.0, 36.0], shoonya_12s6TTA6T480QM, 5712351]
[paragraph, [628.0, 1438.0, 561.0, 36.0], shoonya_12s6TTA6T480QM, 5712351]
[paragraph, [628.0, 1474.0, 561.0, 36.0], shoonya_12s6TTA6T480QM, 5712351]
[paragraph, [628.0, 1510.0, 561.0, 36.0], shoonya_12s6TTA6T480QM, 5712351]
[paragraph, [630.0, 1576.0, 557.0, 36.0], shoonya_9sC48BLBZK2Y1C, 5712351]
[paragraph, [630.0, 1612.0, 557.0, 36.0], shoonya_9sC48BLBZK2Y1C, 5712351]
[folio, [836.0, 1705.0, 332.0, 36.0], BUDZwO7dYO, 5712351]
