[1320, 1176]
[headline, [406.0, 167.0, 375.0, 25.5], GMdSy_uamO, 5693943]
[paragraph, [88.0, 269.0, 323.0, 18.0], shoonya_1sEXLY9VWDVICV, 5693943]
[paragraph, [88.0, 287.0, 323.0, 18.0], shoonya_1sEXLY9VWDVICV, 5693943]
[paragraph, [88.0, 305.0, 323.0, 18.0], shoonya_1sEXLY9VWDVICV, 5693943]
[paragraph, [88.0, 323.0, 323.0, 18.0], shoonya_1sEXLY9VWDVICV, 5693943]
[paragraph, [88.0, 341.0, 323.0, 18.0], shoonya_1sEXLY9VWDVICV, 5693943]
[paragraph, [88.0, 359.0, 323.0, 18.0], shoonya_1sEXLY9VWDVICV, 5693943]
[paragraph, [88.0, 377.0, 323.0, 18.0], shoonya_1sEXLY9VWDVICV, 5693943]
[paragraph, [88.0, 395.0, 323.0, 18.0], shoonya_1sEXLY9VWDVICV, 5693943]
[paragraph, [88.0, 413.0, 323.0, 18.0], shoonya_1sEXLY9VWDVICV, 5693943]
[paragraph, [88.0, 431.0, 323.0, 18.0], shoonya_1sEXLY9VWDVICV, 5693943]
[paragraph, [88.0, 449.0, 323.0, 18.0], shoonya_1sEXLY9VWDVICV, 5693943]
[paragraph, [88.0, 467.0, 323.0, 18.0], shoonya_1sEXLY9VWDVICV, 5693943]
[paragraph, [88.0, 485.0, 323.0, 18.0], shoonya_1sEXLY9VWDVICV, 5693943]
[paragraph, [88.0, 503.0, 323.0, 18.0], shoonya_1sEXLY9VWDVICV, 5693943]
[paragraph, [88.0, 521.0, 323.0, 18.0], shoonya_1sEXLY9VWDVICV, 5693943]
[paragraph, [88.0, 539.0, 323.0, 18.0], shoonya_1sEXLY9VWDVICV, 5693943]
[paragraph, [88.0, 557.0, 323.0, 18.0], shoonya_1sEXLY9VWDVICV, 5693943]
[paragraph, [88.0, 575.0, 323.0, 18.0], shoonya_1sEXLY9VWDVICV, 5693943]
[paragraph, [88.0, 593.0, 323.0, 18.0], shoonya_1sEXLY9VWDVICV, 5693943]
[paragraph, [88.0, 611.0, 323.0, 18.0], shoonya_1sEXLY9VWDVICV, 5693943]
[paragraph, [88.0, 629.0, 323.0, 18.0], shoonya_1sEXLY9VWDVICV, 5693943]
[paragraph, [88.0, 647.0, 323.0, 18.0], shoonya_1sEXLY9VWDVICV, 5693943]
[paragraph, [88.0, 665.0, 323.0, 18.0], shoonya_1sEXLY9VWDVICV, 5693943]
[paragraph, [88.0, 683.0, 323.0, 18.0], shoonya_1sEXLY9VWDVICV, 5693943]
[paragraph, [88.0, 701.0, 323.0, 18.0], shoonya_1sEXLY9VWDVICV, 5693943]
[paragraph, [88.0, 719.0, 323.0, 18.0], shoonya_1sEXLY9VWDVICV, 5693943]
[paragraph, [88.0, 737.0, 323.0, 18.0], shoonya_1sEXLY9VWDVICV, 5693943]
[paragraph, [88.0, 755.0, 323.0, 18.0], shoonya_1sEXLY9VWDVICV, 5693943]
[paragraph, [88.0, 773.0, 323.0, 18.0], shoonya_1sEXLY9VWDVICV, 5693943]
[paragraph, [88.0, 791.0, 323.0, 18.0], shoonya_1sEXLY9VWDVICV, 5693943]
[paragraph, [88.0, 809.0, 323.0, 18.0], shoonya_1sEXLY9VWDVICV, 5693943]
[paragraph, [88.0, 827.0, 323.0, 18.0], shoonya_1sEXLY9VWDVICV, 5693943]
[paragraph, [88.0, 845.0, 323.0, 18.0], shoonya_1sEXLY9VWDVICV, 5693943]
[paragraph, [88.0, 863.0, 323.0, 18.0], shoonya_1sEXLY9VWDVICV, 5693943]
[paragraph, [88.0, 881.0, 323.0, 18.0], shoonya_1sEXLY9VWDVICV, 5693943]
[paragraph, [88.0, 899.0, 323.0, 18.0], shoonya_1sEXLY9VWDVICV, 5693943]
[paragraph, [88.0, 917.0, 323.0, 18.0], shoonya_1sEXLY9VWDVICV, 5693943]
[paragraph, [88.0, 935.0, 323.0, 18.0], shoonya_1sEXLY9VWDVICV, 5693943]
[paragraph, [88.0, 953.0, 323.0, 18.0], shoonya_1sEXLY9VWDVICV, 5693943]
[paragraph, [88.0, 971.0, 323.0, 18.0], shoonya_1sEXLY9VWDVICV, 5693943]
[paragraph, [88.0, 989.0, 323.0, 18.0], shoonya_1sEXLY9VWDVICV, 5693943]
[paragraph, [88.0, 1007.0, 323.0, 18.0], shoonya_1sEXLY9VWDVICV, 5693943]
[paragraph, [88.0, 1025.0, 323.0, 18.0], shoonya_1sEXLY9VWDVICV, 5693943]
[paragraph, [88.0, 1043.0, 323.0, 18.0], shoonya_1sEXLY9VWDVICV, 5693943]
[paragraph, [88.0, 1061.0, 323.0, 18.0], shoonya_1sEXLY9VWDVICV, 5693943]
[paragraph, [88.0, 1079.0, 323.0, 18.0], shoonya_1sEXLY9VWDVICV, 5693943]
[paragraph, [88.0, 1097.0, 323.0, 18.0], shoonya_1sEXLY9VWDVICV, 5693943]
[paragraph, [88.0, 1115.0, 323.0, 18.0], shoonya_1sEXLY9VWDVICV, 5693943]
[paragraph, [88.0, 1133.0, 323.0, 18.0], shoonya_1sEXLY9VWDVICV, 5693943]
[paragraph, [88.0, 1151.0, 323.0, 18.0], shoonya_1sEXLY9VWDVICV, 5693943]
[paragraph, [88.0, 1169.0, 323.0, 18.0], shoonya_1sEXLY9VWDVICV, 5693943]
[paragraph, [88.0, 1187.0, 323.0, 18.0], shoonya_1sEXLY9VWDVICV, 5693943]
[paragraph, [88.0, 1205.0, 323.0, 18.0], shoonya_1sEXLY9VWDVICV, 5693943]
[paragraph, [88.0, 1223.0, 323.0, 18.0], shoonya_1sEXLY9VWDVICV, 5693943]
[paragraph, [420.0, 280.0, 339.0, 18.0], shoonya_3s19VM949BEB5U, 5693943]
[paragraph, [420.0, 298.0, 339.0, 18.0], shoonya_3s19VM949BEB5U, 5693943]
[paragraph, [420.0, 316.0, 339.0, 18.0], shoonya_3s19VM949BEB5U, 5693943]
[paragraph, [420.0, 334.0, 339.0, 18.0], shoonya_3s19VM949BEB5U, 5693943]
[paragraph, [420.0, 352.0, 339.0, 18.0], shoonya_3s19VM949BEB5U, 5693943]
[paragraph, [420.0, 370.0, 339.0, 18.0], shoonya_3s19VM949BEB5U, 5693943]
[paragraph, [420.0, 388.0, 339.0, 18.0], shoonya_3s19VM949BEB5U, 5693943]
[paragraph, [420.0, 406.0, 339.0, 18.0], shoonya_3s19VM949BEB5U, 5693943]
[paragraph, [420.0, 424.0, 339.0, 18.0], shoonya_3s19VM949BEB5U, 5693943]
[paragraph, [420.0, 442.0, 339.0, 18.0], shoonya_3s19VM949BEB5U, 5693943]
[paragraph, [420.0, 460.0, 339.0, 18.0], shoonya_3s19VM949BEB5U, 5693943]
[paragraph, [420.0, 478.0, 339.0, 18.0], shoonya_3s19VM949BEB5U, 5693943]
[paragraph, [420.0, 496.0, 339.0, 18.0], shoonya_3s19VM949BEB5U, 5693943]
[paragraph, [420.0, 514.0, 339.0, 18.0], shoonya_3s19VM949BEB5U, 5693943]
[paragraph, [420.0, 532.0, 339.0, 18.0], shoonya_3s19VM949BEB5U, 5693943]
[paragraph, [420.0, 550.0, 339.0, 18.0], shoonya_3s19VM949BEB5U, 5693943]
[paragraph, [420.0, 568.0, 339.0, 18.0], shoonya_3s19VM949BEB5U, 5693943]
[paragraph, [420.0, 586.0, 339.0, 18.0], shoonya_3s19VM949BEB5U, 5693943]
[paragraph, [420.0, 604.0, 339.0, 18.0], shoonya_3s19VM949BEB5U, 5693943]
[paragraph, [420.0, 622.0, 339.0, 18.0], shoonya_3s19VM949BEB5U, 5693943]
[paragraph, [420.0, 640.0, 339.0, 18.0], shoonya_3s19VM949BEB5U, 5693943]
[paragraph, [420.0, 658.0, 339.0, 18.0], shoonya_3s19VM949BEB5U, 5693943]
[paragraph, [420.0, 676.0, 339.0, 18.0], shoonya_3s19VM949BEB5U, 5693943]
[paragraph, [420.0, 694.0, 339.0, 18.0], shoonya_3s19VM949BEB5U, 5693943]
[paragraph, [420.0, 712.0, 339.0, 18.0], shoonya_3s19VM949BEB5U, 5693943]
[paragraph, [420.0, 730.0, 339.0, 18.0], shoonya_3s19VM949BEB5U, 5693943]
[paragraph, [420.0, 748.0, 339.0, 18.0], shoonya_3s19VM949BEB5U, 5693943]
[paragraph, [420.0, 766.0, 339.0, 18.0], shoonya_3s19VM949BEB5U, 5693943]
[paragraph, [428.0, 794.0, 329.0, 18.0], Zcj7JKFTy3, 5693943]
[paragraph, [428.0, 812.0, 329.0, 18.0], Zcj7JKFTy3, 5693943]
