[2427, 1815]
[section-title, [1240.0, 206.0, 501.0, 52.5], wneKCwIFIm, 5694520]
[sidebar, [1341.0, 1341.0, 272.0, 36.0], 0_J-SzV9Sp, 5694520]
[sidebar, [1341.0, 1377.0, 272.0, 36.0], 0_J-SzV9Sp, 5694520]
[sidebar, [1341.0, 1413.0, 272.0, 36.0], 0_J-SzV9Sp, 5694520]
[sidebar, [1341.0, 1449.0, 272.0, 36.0], 0_J-SzV9Sp, 5694520]
[sidebar, [1341.0, 1485.0, 272.0, 36.0], 0_J-SzV9Sp, 5694520]
[sidebar, [1341.0, 1521.0, 272.0, 36.0], 0_J-SzV9Sp, 5694520]
[sidebar, [1341.0, 1557.0, 272.0, 36.0], 0_J-SzV9Sp, 5694520]
[sidebar, [1341.0, 1593.0, 272.0, 36.0], 0_J-SzV9Sp, 5694520]
[sidebar, [1341.0, 1629.0, 272.0, 36.0], 0_J-SzV9Sp, 5694520]
[sidebar, [1341.0, 1665.0, 272.0, 36.0], 0_J-SzV9Sp, 5694520]
[sidebar, [1341.0, 1701.0, 272.0, 36.0], 0_J-SzV9Sp, 5694520]
[sidebar, [1341.0, 1737.0, 272.0, 36.0], 0_J-SzV9Sp, 5694520]
[sidebar, [1341.0, 1773.0, 272.0, 36.0], 0_J-SzV9Sp, 5694520]
[sidebar, [1341.0, 1809.0, 272.0, 36.0], 0_J-SzV9Sp, 5694520]
[sidebar, [1341.0, 1845.0, 272.0, 36.0], 0_J-SzV9Sp, 5694520]
[sidebar, [1341.0, 1881.0, 272.0, 36.0], 0_J-SzV9Sp, 5694520]
[sidebar, [1341.0, 1917.0, 272.0, 36.0], 0_J-SzV9Sp, 5694520]
[sidebar, [1341.0, 1953.0, 272.0, 36.0], 0_J-SzV9Sp, 5694520]
[sidebar, [1341.0, 1989.0, 272.0, 36.0], 0_J-SzV9Sp, 5694520]
[sidebar, [1341.0, 2025.0, 272.0, 36.0], 0_J-SzV9Sp, 5694520]
[sidebar, [1341.0, 2061.0, 272.0, 36.0], 0_J-SzV9Sp, 5694520]
[sidebar, [1341.0, 2097.0, 272.0, 36.0], 0_J-SzV9Sp, 5694520]
[sidebar, [1341.0, 2133.0, 272.0, 36.0], 0_J-SzV9Sp, 5694520]
[sidebar, [1341.0, 2169.0, 272.0, 36.0], 0_J-SzV9Sp, 5694520]
[sidebar, [1341.0, 2205.0, 272.0, 36.0], 0_J-SzV9Sp, 5694520]
[paragraph, [757.0, 1321.0, 572.0, 36.0], shoonya_0sZCFNFIXZY14O, 5694520]
[paragraph, [757.0, 1357.0, 572.0, 36.0], shoonya_0sZCFNFIXZY14O, 5694520]
[paragraph, [757.0, 1393.0, 572.0, 36.0], shoonya_0sZCFNFIXZY14O, 5694520]
[paragraph, [757.0, 1429.0, 572.0, 36.0], shoonya_0sZCFNFIXZY14O, 5694520]
[paragraph, [757.0, 1465.0, 572.0, 36.0], shoonya_0sZCFNFIXZY14O, 5694520]
[paragraph, [757.0, 1501.0, 572.0, 36.0], shoonya_0sZCFNFIXZY14O, 5694520]
[paragraph, [757.0, 1537.0, 572.0, 36.0], shoonya_0sZCFNFIXZY14O, 5694520]
[paragraph, [757.0, 1573.0, 572.0, 36.0], shoonya_0sZCFNFIXZY14O, 5694520]
[paragraph, [757.0, 1609.0, 572.0, 36.0], shoonya_0sZCFNFIXZY14O, 5694520]
[paragraph, [757.0, 1645.0, 572.0, 36.0], shoonya_0sZCFNFIXZY14O, 5694520]
[paragraph, [757.0, 1681.0, 572.0, 36.0], shoonya_0sZCFNFIXZY14O, 5694520]
[paragraph, [757.0, 1717.0, 572.0, 36.0], shoonya_0sZCFNFIXZY14O, 5694520]
[paragraph, [757.0, 1753.0, 572.0, 36.0], shoonya_0sZCFNFIXZY14O, 5694520]
[paragraph, [757.0, 1789.0, 572.0, 36.0], shoonya_0sZCFNFIXZY14O, 5694520]
[paragraph, [757.0, 1825.0, 572.0, 36.0], shoonya_0sZCFNFIXZY14O, 5694520]
[paragraph, [757.0, 1861.0, 572.0, 36.0], shoonya_0sZCFNFIXZY14O, 5694520]
[paragraph, [757.0, 1897.0, 572.0, 36.0], shoonya_0sZCFNFIXZY14O, 5694520]
[paragraph, [757.0, 1933.0, 572.0, 36.0], shoonya_0sZCFNFIXZY14O, 5694520]
[paragraph, [757.0, 1969.0, 572.0, 36.0], shoonya_0sZCFNFIXZY14O, 5694520]
[paragraph, [757.0, 2005.0, 572.0, 36.0], shoonya_0sZCFNFIXZY14O, 5694520]
[paragraph, [757.0, 2041.0, 572.0, 36.0], shoonya_0sZCFNFIXZY14O, 5694520]
[paragraph, [757.0, 2077.0, 572.0, 36.0], shoonya_0sZCFNFIXZY14O, 5694520]
[paragraph, [757.0, 2113.0, 572.0, 36.0], shoonya_0sZCFNFIXZY14O, 5694520]
[sidebar, [222.0, 1332.0, 487.0, 36.0], 6_sk63YYUe, 5694520]
[sidebar, [222.0, 1368.0, 487.0, 36.0], 6_sk63YYUe, 5694520]
[sidebar, [222.0, 1404.0, 487.0, 36.0], 6_sk63YYUe, 5694520]
[sidebar, [222.0, 1440.0, 487.0, 36.0], 6_sk63YYUe, 5694520]
[sidebar, [222.0, 1476.0, 487.0, 36.0], 6_sk63YYUe, 5694520]
[sidebar, [222.0, 1512.0, 487.0, 36.0], 6_sk63YYUe, 5694520]
[sidebar, [222.0, 1548.0, 487.0, 36.0], 6_sk63YYUe, 5694520]
[sidebar, [222.0, 1584.0, 487.0, 36.0], 6_sk63YYUe, 5694520]
[sidebar, [222.0, 1620.0, 487.0, 36.0], 6_sk63YYUe, 5694520]
[sidebar, [222.0, 1656.0, 487.0, 36.0], 6_sk63YYUe, 5694520]
[sidebar, [222.0, 1692.0, 487.0, 36.0], 6_sk63YYUe, 5694520]
[sidebar, [222.0, 1728.0, 487.0, 36.0], 6_sk63YYUe, 5694520]
[sidebar, [222.0, 1764.0, 487.0, 36.0], 6_sk63YYUe, 5694520]
[sidebar, [222.0, 1800.0, 487.0, 36.0], 6_sk63YYUe, 5694520]
[sidebar, [222.0, 1836.0, 487.0, 36.0], 6_sk63YYUe, 5694520]
[sidebar, [222.0, 1872.0, 487.0, 36.0], 6_sk63YYUe, 5694520]
[sidebar, [222.0, 1908.0, 487.0, 36.0], 6_sk63YYUe, 5694520]
[sidebar, [222.0, 1944.0, 487.0, 36.0], 6_sk63YYUe, 5694520]
[sidebar, [222.0, 1980.0, 487.0, 36.0], 6_sk63YYUe, 5694520]
[sidebar, [222.0, 2016.0, 487.0, 36.0], 6_sk63YYUe, 5694520]
[sidebar, [222.0, 2052.0, 487.0, 36.0], 6_sk63YYUe, 5694520]
[sidebar, [222.0, 2088.0, 487.0, 36.0], 6_sk63YYUe, 5694520]
[sidebar, [222.0, 2124.0, 487.0, 36.0], 6_sk63YYUe, 5694520]
[sidebar, [222.0, 2160.0, 487.0, 36.0], 6_sk63YYUe, 5694520]
[paragraph, [762.0, 2161.0, 567.0, 36.0], shoonya_3sW2VN9141L4BW, 5694520]
[paragraph, [762.0, 2197.0, 567.0, 36.0], shoonya_3sW2VN9141L4BW, 5694520]
