[872, 605]
[section-title, [260.0, 40.0, 86.0, 30.0], CZd_q-6E1z, 6457161]
[paragraph, [302.0, 232.0, 260.0, 18.0], SRAvD2fjxf, 6457161]
[paragraph, [302.0, 250.0, 260.0, 18.0], SRAvD2fjxf, 6457161]
[paragraph, [302.0, 268.0, 260.0, 18.0], SRAvD2fjxf, 6457161]
[paragraph, [302.0, 286.0, 260.0, 18.0], SRAvD2fjxf, 6457161]
[paragraph, [302.0, 304.0, 260.0, 18.0], SRAvD2fjxf, 6457161]
[paragraph, [302.0, 322.0, 260.0, 18.0], SRAvD2fjxf, 6457161]
[paragraph, [302.0, 340.0, 260.0, 18.0], SRAvD2fjxf, 6457161]
[paragraph, [302.0, 358.0, 260.0, 18.0], SRAvD2fjxf, 6457161]
[paragraph, [302.0, 376.0, 260.0, 18.0], SRAvD2fjxf, 6457161]
[paragraph, [300.0, 399.0, 252.0, 18.0], UgvsBOIG5o, 6457161]
[paragraph, [36.0, 403.0, 266.0, 18.0], Ph2HkGlDAS, 6457161]
[paragraph, [36.0, 421.0, 266.0, 18.0], Ph2HkGlDAS, 6457161]
[paragraph, [36.0, 439.0, 266.0, 18.0], Ph2HkGlDAS, 6457161]
[paragraph, [36.0, 457.0, 266.0, 18.0], Ph2HkGlDAS, 6457161]
[paragraph, [36.0, 475.0, 266.0, 18.0], Ph2HkGlDAS, 6457161]
[paragraph, [36.0, 493.0, 266.0, 18.0], Ph2HkGlDAS, 6457161]
[paragraph, [36.0, 511.0, 266.0, 18.0], Ph2HkGlDAS, 6457161]
[paragraph, [36.0, 529.0, 266.0, 18.0], Ph2HkGlDAS, 6457161]
[paragraph, [36.0, 547.0, 266.0, 18.0], Ph2HkGlDAS, 6457161]
[paragraph, [36.0, 565.0, 266.0, 18.0], Ph2HkGlDAS, 6457161]
[paragraph, [36.0, 583.0, 266.0, 18.0], Ph2HkGlDAS, 6457161]
[paragraph, [36.0, 601.0, 266.0, 18.0], Ph2HkGlDAS, 6457161]
[paragraph, [36.0, 619.0, 266.0, 18.0], Ph2HkGlDAS, 6457161]
[paragraph, [36.0, 637.0, 266.0, 18.0], Ph2HkGlDAS, 6457161]
[paragraph, [36.0, 655.0, 266.0, 18.0], Ph2HkGlDAS, 6457161]
[paragraph, [36.0, 673.0, 266.0, 18.0], Ph2HkGlDAS, 6457161]
[paragraph, [36.0, 691.0, 266.0, 18.0], Ph2HkGlDAS, 6457161]
[paragraph, [36.0, 709.0, 266.0, 18.0], Ph2HkGlDAS, 6457161]
[paragraph, [302.0, 419.0, 247.0, 18.0], pjHMR6uMlz, 6457161]
[paragraph, [302.0, 437.0, 247.0, 18.0], pjHMR6uMlz, 6457161]
[paragraph, [301.0, 454.0, 261.0, 18.0], xlx9xqjXig, 6457161]
[paragraph, [301.0, 472.0, 261.0, 18.0], xlx9xqjXig, 6457161]
[paragraph, [301.0, 490.0, 261.0, 18.0], xlx9xqjXig, 6457161]
[paragraph, [301.0, 508.0, 261.0, 18.0], xlx9xqjXig, 6457161]
[paragraph, [301.0, 526.0, 261.0, 18.0], xlx9xqjXig, 6457161]
[paragraph, [301.0, 544.0, 261.0, 18.0], xlx9xqjXig, 6457161]
[paragraph, [301.0, 562.0, 261.0, 18.0], xlx9xqjXig, 6457161]
[paragraph, [301.0, 580.0, 261.0, 18.0], xlx9xqjXig, 6457161]
[paragraph, [301.0, 598.0, 261.0, 18.0], xlx9xqjXig, 6457161]
[paragraph, [301.0, 616.0, 261.0, 18.0], xlx9xqjXig, 6457161]
[paragraph, [301.0, 634.0, 261.0, 18.0], xlx9xqjXig, 6457161]
[paragraph, [301.0, 652.0, 261.0, 18.0], xlx9xqjXig, 6457161]
[paragraph, [303.0, 675.0, 261.0, 18.0], 98k7Uxd71X, 6457161]
[paragraph, [303.0, 693.0, 261.0, 18.0], 98k7Uxd71X, 6457161]
[paragraph, [303.0, 711.0, 261.0, 18.0], 98k7Uxd71X, 6457161]
[paragraph, [303.0, 729.0, 261.0, 18.0], 98k7Uxd71X, 6457161]
[reference, [34.0, 733.0, 266.0, 18.0], 1d2hrgaWCK, 6457161]
[reference, [34.0, 751.0, 266.0, 18.0], 1d2hrgaWCK, 6457161]
[reference, [34.0, 769.0, 266.0, 18.0], 1d2hrgaWCK, 6457161]
[reference, [34.0, 787.0, 266.0, 18.0], 1d2hrgaWCK, 6457161]
[reference, [34.0, 805.0, 266.0, 18.0], 1d2hrgaWCK, 6457161]
[reference, [300.0, 751.0, 265.0, 18.0], i6srwWsz6z, 6457161]
[reference, [300.0, 769.0, 265.0, 18.0], i6srwWsz6z, 6457161]
[reference, [300.0, 787.0, 265.0, 18.0], i6srwWsz6z, 6457161]
[reference, [300.0, 805.0, 265.0, 18.0], i6srwWsz6z, 6457161]
