[2339, 1653]
[folio, [1314.0, 367.0, 134.0, 36.0], f5Fu6EEN1x, 5735562]
[paragraph, [204.0, 1407.0, 612.0, 36.0], shoonya_1sRLII2IS7PZXW, 5735562]
[paragraph, [204.0, 1443.0, 612.0, 36.0], shoonya_1sRLII2IS7PZXW, 5735562]
[paragraph, [835.0, 942.0, 613.0, 36.0], shoonya_2sSQDYYX0LQAJX, 5735562]
[paragraph, [835.0, 978.0, 613.0, 36.0], shoonya_2sSQDYYX0LQAJX, 5735562]
[paragraph, [835.0, 1014.0, 613.0, 36.0], shoonya_2sSQDYYX0LQAJX, 5735562]
[paragraph, [835.0, 1050.0, 613.0, 36.0], shoonya_2sSQDYYX0LQAJX, 5735562]
[paragraph, [835.0, 1086.0, 613.0, 36.0], shoonya_2sSQDYYX0LQAJX, 5735562]
[paragraph, [835.0, 1122.0, 613.0, 36.0], shoonya_2sSQDYYX0LQAJX, 5735562]
[paragraph, [835.0, 1158.0, 613.0, 36.0], shoonya_2sSQDYYX0LQAJX, 5735562]
[paragraph, [835.0, 1194.0, 613.0, 36.0], shoonya_2sSQDYYX0LQAJX, 5735562]
[paragraph, [835.0, 1230.0, 613.0, 36.0], shoonya_2sSQDYYX0LQAJX, 5735562]
[paragraph, [835.0, 1266.0, 613.0, 36.0], shoonya_2sSQDYYX0LQAJX, 5735562]
[paragraph, [835.0, 1302.0, 613.0, 36.0], shoonya_2sSQDYYX0LQAJX, 5735562]
[paragraph, [835.0, 1338.0, 613.0, 36.0], shoonya_2sSQDYYX0LQAJX, 5735562]
[paragraph, [835.0, 1407.0, 614.0, 36.0], shoonya_4s6QY1VJKOPFFD, 5735562]
[paragraph, [835.0, 1443.0, 614.0, 36.0], shoonya_4s6QY1VJKOPFFD, 5735562]
[paragraph, [835.0, 1479.0, 614.0, 36.0], shoonya_4s6QY1VJKOPFFD, 5735562]
[paragraph, [835.0, 1515.0, 614.0, 36.0], shoonya_4s6QY1VJKOPFFD, 5735562]
[paragraph, [835.0, 1551.0, 614.0, 36.0], shoonya_4s6QY1VJKOPFFD, 5735562]
[paragraph, [835.0, 1587.0, 614.0, 36.0], shoonya_4s6QY1VJKOPFFD, 5735562]
[paragraph, [835.0, 1623.0, 614.0, 36.0], shoonya_4s6QY1VJKOPFFD, 5735562]
[paragraph, [835.0, 1659.0, 614.0, 36.0], shoonya_4s6QY1VJKOPFFD, 5735562]
[paragraph, [835.0, 1695.0, 614.0, 36.0], shoonya_4s6QY1VJKOPFFD, 5735562]
[paragraph, [835.0, 1731.0, 614.0, 36.0], shoonya_4s6QY1VJKOPFFD, 5735562]
[paragraph, [835.0, 1767.0, 614.0, 36.0], shoonya_4s6QY1VJKOPFFD, 5735562]
[paragraph, [835.0, 1803.0, 614.0, 36.0], shoonya_4s6QY1VJKOPFFD, 5735562]
[paragraph, [835.0, 1839.0, 614.0, 36.0], shoonya_4s6QY1VJKOPFFD, 5735562]
[paragraph, [835.0, 1875.0, 614.0, 36.0], shoonya_4s6QY1VJKOPFFD, 5735562]
[paragraph, [835.0, 1911.0, 614.0, 36.0], shoonya_4s6QY1VJKOPFFD, 5735562]
[paragraph, [202.0, 1500.0, 616.0, 36.0], shoonya_3sN2CLSYSA6JRE, 5735562]
[paragraph, [202.0, 1536.0, 616.0, 36.0], shoonya_3sN2CLSYSA6JRE, 5735562]
[paragraph, [202.0, 1572.0, 616.0, 36.0], shoonya_3sN2CLSYSA6JRE, 5735562]
[paragraph, [202.0, 1608.0, 616.0, 36.0], shoonya_3sN2CLSYSA6JRE, 5735562]
[paragraph, [202.0, 1644.0, 616.0, 36.0], shoonya_3sN2CLSYSA6JRE, 5735562]
[paragraph, [202.0, 1680.0, 616.0, 36.0], shoonya_3sN2CLSYSA6JRE, 5735562]
[paragraph, [202.0, 1716.0, 616.0, 36.0], shoonya_3sN2CLSYSA6JRE, 5735562]
[paragraph, [202.0, 1752.0, 616.0, 36.0], shoonya_3sN2CLSYSA6JRE, 5735562]
[paragraph, [202.0, 1788.0, 616.0, 36.0], shoonya_3sN2CLSYSA6JRE, 5735562]
[paragraph, [202.0, 1835.0, 614.0, 36.0], 44Qj62rl9C, 5735562]
[paragraph, [202.0, 1871.0, 614.0, 36.0], 44Qj62rl9C, 5735562]
[paragraph, [202.0, 1907.0, 614.0, 36.0], 44Qj62rl9C, 5735562]
[paragraph, [202.0, 1943.0, 614.0, 36.0], 44Qj62rl9C, 5735562]
[paragraph, [837.0, 1975.0, 617.0, 36.0], FZFoIUVNno, 5735562]
[paragraph, [837.0, 2011.0, 617.0, 36.0], FZFoIUVNno, 5735562]
[author, [534.0, 2013.0, 281.0, 36.0], shoonya_11s030IBIPC9Z5, 5735562]
[folio, [1205.0, 2078.0, 241.0, 36.0], shoonya_12s5ZTZENGFDNB, 5735562]
