[2200, 1700]
[section-title, [178.0, 143.0, 667.0, 52.5], shoonya_0sSGM248NMW615, 5749574]
[index, [870.0, 1355.0, 570.0, 36.0], JRMkI7Hrk_, 5749574]
[index, [870.0, 1391.0, 570.0, 36.0], JRMkI7Hrk_, 5749574]
[index, [870.0, 1427.0, 570.0, 36.0], JRMkI7Hrk_, 5749574]
[index, [870.0, 1463.0, 570.0, 36.0], JRMkI7Hrk_, 5749574]
[index, [870.0, 1499.0, 570.0, 36.0], JRMkI7Hrk_, 5749574]
[index, [870.0, 1535.0, 570.0, 36.0], JRMkI7Hrk_, 5749574]
[index, [870.0, 1571.0, 570.0, 36.0], JRMkI7Hrk_, 5749574]
[index, [870.0, 1607.0, 570.0, 36.0], JRMkI7Hrk_, 5749574]
[index, [870.0, 1643.0, 570.0, 36.0], JRMkI7Hrk_, 5749574]
[index, [870.0, 1679.0, 570.0, 36.0], JRMkI7Hrk_, 5749574]
[index, [870.0, 1715.0, 570.0, 36.0], JRMkI7Hrk_, 5749574]
[index, [870.0, 1751.0, 570.0, 36.0], JRMkI7Hrk_, 5749574]
[index, [870.0, 1787.0, 570.0, 36.0], JRMkI7Hrk_, 5749574]
[index, [870.0, 1823.0, 570.0, 36.0], JRMkI7Hrk_, 5749574]
[index, [870.0, 1859.0, 570.0, 36.0], JRMkI7Hrk_, 5749574]
[index, [870.0, 1895.0, 570.0, 36.0], JRMkI7Hrk_, 5749574]
[index, [870.0, 1931.0, 570.0, 36.0], JRMkI7Hrk_, 5749574]
[index, [870.0, 1967.0, 570.0, 36.0], JRMkI7Hrk_, 5749574]
[index, [870.0, 2003.0, 570.0, 36.0], JRMkI7Hrk_, 5749574]
[index, [870.0, 2039.0, 570.0, 36.0], JRMkI7Hrk_, 5749574]
[index, [308.0, 1093.0, 441.0, 36.0], shoonya_1s4W2OQ1G04Z13, 5749574]
[index, [308.0, 1129.0, 441.0, 36.0], shoonya_1s4W2OQ1G04Z13, 5749574]
[index, [308.0, 1165.0, 441.0, 36.0], shoonya_1s4W2OQ1G04Z13, 5749574]
[index, [308.0, 1201.0, 441.0, 36.0], shoonya_1s4W2OQ1G04Z13, 5749574]
[index, [308.0, 1237.0, 441.0, 36.0], shoonya_1s4W2OQ1G04Z13, 5749574]
[index, [308.0, 1273.0, 441.0, 36.0], shoonya_1s4W2OQ1G04Z13, 5749574]
[index, [308.0, 1309.0, 441.0, 36.0], shoonya_1s4W2OQ1G04Z13, 5749574]
[index, [308.0, 1345.0, 441.0, 36.0], shoonya_1s4W2OQ1G04Z13, 5749574]
[index, [308.0, 1381.0, 441.0, 36.0], shoonya_1s4W2OQ1G04Z13, 5749574]
[index, [308.0, 1417.0, 441.0, 36.0], shoonya_1s4W2OQ1G04Z13, 5749574]
[index, [308.0, 1453.0, 441.0, 36.0], shoonya_1s4W2OQ1G04Z13, 5749574]
[index, [308.0, 1489.0, 441.0, 36.0], shoonya_1s4W2OQ1G04Z13, 5749574]
[index, [308.0, 1525.0, 441.0, 36.0], shoonya_1s4W2OQ1G04Z13, 5749574]
[index, [308.0, 1561.0, 441.0, 36.0], shoonya_1s4W2OQ1G04Z13, 5749574]
[index, [308.0, 1597.0, 441.0, 36.0], shoonya_1s4W2OQ1G04Z13, 5749574]
[index, [308.0, 1633.0, 441.0, 36.0], shoonya_1s4W2OQ1G04Z13, 5749574]
[index, [308.0, 1669.0, 441.0, 36.0], shoonya_1s4W2OQ1G04Z13, 5749574]
[index, [308.0, 1705.0, 441.0, 36.0], shoonya_1s4W2OQ1G04Z13, 5749574]
[index, [308.0, 1741.0, 441.0, 36.0], shoonya_1s4W2OQ1G04Z13, 5749574]
[index, [308.0, 1777.0, 441.0, 36.0], shoonya_1s4W2OQ1G04Z13, 5749574]
[index, [308.0, 1813.0, 441.0, 36.0], shoonya_1s4W2OQ1G04Z13, 5749574]
[index, [308.0, 1849.0, 441.0, 36.0], shoonya_1s4W2OQ1G04Z13, 5749574]
[index, [308.0, 1885.0, 441.0, 36.0], shoonya_1s4W2OQ1G04Z13, 5749574]
[index, [308.0, 1921.0, 441.0, 36.0], shoonya_1s4W2OQ1G04Z13, 5749574]
[index, [308.0, 1957.0, 441.0, 36.0], shoonya_1s4W2OQ1G04Z13, 5749574]
[index, [308.0, 1993.0, 441.0, 36.0], shoonya_1s4W2OQ1G04Z13, 5749574]
