[2070, 1531]
[folio, [53.0, 28.0, 219.0, 36.0], 0I7NzsLayG, 5712395]
[paragraph, [50.0, 907.0, 733.0, 36.0], shoonya_1s5CGGXZRRZXSZ, 5712395]
[paragraph, [50.0, 943.0, 733.0, 36.0], shoonya_1s5CGGXZRRZXSZ, 5712395]
[paragraph, [50.0, 979.0, 733.0, 36.0], shoonya_1s5CGGXZRRZXSZ, 5712395]
[paragraph, [52.0, 1037.0, 729.0, 36.0], shoonya_5sXNYD0MMKH4WN, 5712395]
[paragraph, [52.0, 1073.0, 729.0, 36.0], shoonya_5sXNYD0MMKH4WN, 5712395]
[paragraph, [52.0, 1109.0, 729.0, 36.0], shoonya_5sXNYD0MMKH4WN, 5712395]
[paragraph, [52.0, 1145.0, 729.0, 36.0], shoonya_5sXNYD0MMKH4WN, 5712395]
[paragraph, [52.0, 1181.0, 729.0, 36.0], shoonya_5sXNYD0MMKH4WN, 5712395]
[paragraph, [52.0, 1217.0, 729.0, 36.0], shoonya_5sXNYD0MMKH4WN, 5712395]
[paragraph, [774.0, 1272.0, 723.0, 36.0], shoonya_4sYMQUTA2TG5PT, 5712395]
[paragraph, [774.0, 1308.0, 723.0, 36.0], shoonya_4sYMQUTA2TG5PT, 5712395]
[paragraph, [774.0, 1344.0, 723.0, 36.0], shoonya_4sYMQUTA2TG5PT, 5712395]
[paragraph, [774.0, 1380.0, 723.0, 36.0], shoonya_4sYMQUTA2TG5PT, 5712395]
[paragraph, [774.0, 1416.0, 723.0, 36.0], shoonya_4sYMQUTA2TG5PT, 5712395]
[paragraph, [774.0, 1452.0, 723.0, 36.0], shoonya_4sYMQUTA2TG5PT, 5712395]
[paragraph, [774.0, 1488.0, 723.0, 36.0], shoonya_4sYMQUTA2TG5PT, 5712395]
[paragraph, [774.0, 1524.0, 723.0, 36.0], shoonya_4sYMQUTA2TG5PT, 5712395]
[paragraph, [50.0, 1276.0, 733.0, 36.0], shoonya_0sK7EZZPMB441S, 5712395]
[paragraph, [50.0, 1312.0, 733.0, 36.0], shoonya_0sK7EZZPMB441S, 5712395]
[paragraph, [50.0, 1348.0, 733.0, 36.0], shoonya_0sK7EZZPMB441S, 5712395]
[paragraph, [50.0, 1384.0, 733.0, 36.0], shoonya_0sK7EZZPMB441S, 5712395]
[paragraph, [50.0, 1420.0, 733.0, 36.0], shoonya_0sK7EZZPMB441S, 5712395]
[paragraph, [50.0, 1456.0, 733.0, 36.0], shoonya_0sK7EZZPMB441S, 5712395]
[paragraph, [50.0, 1492.0, 733.0, 36.0], shoonya_0sK7EZZPMB441S, 5712395]
[paragraph, [50.0, 1528.0, 733.0, 36.0], shoonya_0sK7EZZPMB441S, 5712395]
[paragraph, [50.0, 1564.0, 733.0, 36.0], shoonya_0sK7EZZPMB441S, 5712395]
[paragraph, [50.0, 1600.0, 733.0, 36.0], shoonya_0sK7EZZPMB441S, 5712395]
[paragraph, [777.0, 1571.0, 718.0, 36.0], shoonya_12s4UWQ0T8UJ2O, 5712395]
[paragraph, [777.0, 1607.0, 718.0, 36.0], shoonya_12s4UWQ0T8UJ2O, 5712395]
[paragraph, [777.0, 1643.0, 718.0, 36.0], shoonya_12s4UWQ0T8UJ2O, 5712395]
[paragraph, [777.0, 1679.0, 718.0, 36.0], shoonya_12s4UWQ0T8UJ2O, 5712395]
[paragraph, [777.0, 1715.0, 718.0, 36.0], shoonya_12s4UWQ0T8UJ2O, 5712395]
[paragraph, [49.0, 1630.0, 735.0, 36.0], shoonya_9sN0OPQ1MTYU7Y, 5712395]
[paragraph, [49.0, 1666.0, 735.0, 36.0], shoonya_9sN0OPQ1MTYU7Y, 5712395]
[paragraph, [49.0, 1702.0, 735.0, 36.0], shoonya_9sN0OPQ1MTYU7Y, 5712395]
[paragraph, [49.0, 1738.0, 735.0, 36.0], shoonya_9sN0OPQ1MTYU7Y, 5712395]
[paragraph, [771.0, 1765.0, 536.0, 36.0], L6r3UwbjzR, 5712395]
[paragraph, [771.0, 1801.0, 536.0, 36.0], L6r3UwbjzR, 5712395]
[author, [108.0, 1817.0, 420.0, 36.0], k8-EOaBBGr, 5712395]
[author, [108.0, 1853.0, 420.0, 36.0], k8-EOaBBGr, 5712395]
[paragraph, [782.0, 1847.0, 545.0, 36.0], shoonya_15sR1OBB6DZ85K, 5712395]
[paragraph, [782.0, 1883.0, 545.0, 36.0], shoonya_15sR1OBB6DZ85K, 5712395]
[paragraph, [782.0, 1919.0, 545.0, 36.0], shoonya_15sR1OBB6DZ85K, 5712395]
[paragraph, [782.0, 1955.0, 545.0, 36.0], shoonya_15sR1OBB6DZ85K, 5712395]
[paragraph, [47.0, 1914.0, 593.0, 36.0], shoonya_17sSPYAL6G5QDY, 5712395]
[paragraph, [47.0, 1950.0, 593.0, 36.0], shoonya_17sSPYAL6G5QDY, 5712395]
