[2200, 1700]
[paragraph, [303.0, 64.0, 1118.0, 36.0], shoonya_0sJNSJZ5DHD9RR, 5730876]
[paragraph, [303.0, 1036.0, 1118.0, 36.0], shoonya_0sJNSJZ5DHD9RR, 5730876]
[paragraph, [303.0, 1072.0, 1118.0, 36.0], shoonya_0sJNSJZ5DHD9RR, 5730876]
[paragraph, [303.0, 1108.0, 1118.0, 36.0], shoonya_0sJNSJZ5DHD9RR, 5730876]
[paragraph, [303.0, 1144.0, 1118.0, 36.0], shoonya_0sJNSJZ5DHD9RR, 5730876]
[paragraph, [303.0, 1180.0, 1118.0, 36.0], shoonya_0sJNSJZ5DHD9RR, 5730876]
[paragraph, [303.0, 1216.0, 1118.0, 36.0], shoonya_0sJNSJZ5DHD9RR, 5730876]
[paragraph, [303.0, 1252.0, 1118.0, 36.0], shoonya_0sJNSJZ5DHD9RR, 5730876]
[paragraph, [314.0, 1311.0, 1104.0, 36.0], shoonya_1s7YX52PQ9NBMD, 5730876]
[paragraph, [314.0, 1347.0, 1104.0, 36.0], shoonya_1s7YX52PQ9NBMD, 5730876]
[paragraph, [314.0, 1383.0, 1104.0, 36.0], shoonya_1s7YX52PQ9NBMD, 5730876]
[paragraph, [314.0, 1419.0, 1104.0, 36.0], shoonya_1s7YX52PQ9NBMD, 5730876]
[paragraph, [314.0, 1455.0, 1104.0, 36.0], shoonya_1s7YX52PQ9NBMD, 5730876]
[paragraph, [314.0, 1491.0, 1104.0, 36.0], shoonya_1s7YX52PQ9NBMD, 5730876]
[paragraph, [314.0, 1527.0, 1104.0, 36.0], shoonya_1s7YX52PQ9NBMD, 5730876]
[paragraph, [314.0, 1563.0, 1104.0, 36.0], shoonya_1s7YX52PQ9NBMD, 5730876]
[paragraph, [314.0, 1599.0, 1104.0, 36.0], shoonya_1s7YX52PQ9NBMD, 5730876]
[paragraph, [323.0, 1647.0, 1098.0, 36.0], shoonya_2s2Q1K7URS4378, 5730876]
[paragraph, [323.0, 1683.0, 1098.0, 36.0], shoonya_2s2Q1K7URS4378, 5730876]
[paragraph, [323.0, 1719.0, 1098.0, 36.0], shoonya_2s2Q1K7URS4378, 5730876]
[paragraph, [323.0, 1755.0, 1098.0, 36.0], shoonya_2s2Q1K7URS4378, 5730876]
[paragraph, [323.0, 1791.0, 1098.0, 36.0], shoonya_2s2Q1K7URS4378, 5730876]
[paragraph, [323.0, 1827.0, 1098.0, 36.0], shoonya_2s2Q1K7URS4378, 5730876]
[paragraph, [323.0, 1863.0, 1098.0, 36.0], shoonya_2s2Q1K7URS4378, 5730876]
[paragraph, [323.0, 1899.0, 1098.0, 36.0], shoonya_2s2Q1K7URS4378, 5730876]
[folio, [814.0, 2007.0, 480.0, 36.0], shoonya_3s5NCPX1NZ5CV7, 5730876]
