[2200, 1700]
[paragraph, [373.0, 109.0, 1134.0, 36.0], shoonya_1sR3GFHEX5RZ36, 5734018]
[paragraph, [376.0, 1711.0, 1136.0, 36.0], shoonya_0sAVGLSSOWDKDJ, 5734018]
[paragraph, [376.0, 1747.0, 1136.0, 36.0], shoonya_0sAVGLSSOWDKDJ, 5734018]
[paragraph, [376.0, 1783.0, 1136.0, 36.0], shoonya_0sAVGLSSOWDKDJ, 5734018]
[paragraph, [376.0, 1819.0, 1136.0, 36.0], shoonya_0sAVGLSSOWDKDJ, 5734018]
[paragraph, [376.0, 1855.0, 1136.0, 36.0], shoonya_0sAVGLSSOWDKDJ, 5734018]
[paragraph, [376.0, 1891.0, 1136.0, 36.0], shoonya_0sAVGLSSOWDKDJ, 5734018]
[paragraph, [376.0, 1927.0, 1136.0, 36.0], shoonya_0sAVGLSSOWDKDJ, 5734018]
[paragraph, [376.0, 1963.0, 1136.0, 36.0], shoonya_0sAVGLSSOWDKDJ, 5734018]
[paragraph, [376.0, 1999.0, 1136.0, 36.0], shoonya_0sAVGLSSOWDKDJ, 5734018]
[paragraph, [376.0, 2035.0, 1136.0, 36.0], shoonya_0sAVGLSSOWDKDJ, 5734018]
[paragraph, [376.0, 2071.0, 1136.0, 36.0], shoonya_0sAVGLSSOWDKDJ, 5734018]
