[1823, 1375]
[folio, [995.0, 102.0, 281.0, 36.0], yj_P4152Q0, 5684428]
[paragraph, [703.0, 1588.0, 569.0, 36.0], SeeoP-ztNT, 5684428]
[paragraph, [703.0, 1624.0, 569.0, 36.0], SeeoP-ztNT, 5684428]
[paragraph, [703.0, 1660.0, 569.0, 36.0], SeeoP-ztNT, 5684428]
[paragraph, [703.0, 1696.0, 569.0, 36.0], SeeoP-ztNT, 5684428]
[paragraph, [176.0, 1019.0, 507.0, 36.0], shoonya_1s4APA9IZXY8TG, 5684428]
[paragraph, [176.0, 1055.0, 507.0, 36.0], shoonya_1s4APA9IZXY8TG, 5684428]
[paragraph, [173.0, 1110.0, 451.0, 36.0], Z5Apt2qhIb, 5684428]
[paragraph, [173.0, 1146.0, 451.0, 36.0], Z5Apt2qhIb, 5684428]
[paragraph, [173.0, 1194.0, 504.0, 36.0], el4_nI6WRc, 5684428]
[paragraph, [173.0, 1230.0, 504.0, 36.0], el4_nI6WRc, 5684428]
[paragraph, [171.0, 1280.0, 509.0, 36.0], Tmh7kzB781, 5684428]
[paragraph, [171.0, 1316.0, 509.0, 36.0], Tmh7kzB781, 5684428]
[paragraph, [164.0, 1364.0, 466.0, 36.0], hQIkwwIetA, 5684428]
[paragraph, [164.0, 1400.0, 466.0, 36.0], hQIkwwIetA, 5684428]
[paragraph, [176.0, 1453.0, 489.0, 36.0], xti5grnRg2, 5684428]
[paragraph, [176.0, 1489.0, 489.0, 36.0], xti5grnRg2, 5684428]
[paragraph, [176.0, 1525.0, 489.0, 36.0], xti5grnRg2, 5684428]
[paragraph, [176.0, 1561.0, 489.0, 36.0], xti5grnRg2, 5684428]
[paragraph, [173.0, 1627.0, 465.0, 36.0], U_AIxs1S6m, 5684428]
[paragraph, [173.0, 1663.0, 465.0, 36.0], U_AIxs1S6m, 5684428]
