[720, 504]
[paragraph, [258.0, 104.0, 197.0, 18.0], shoonya_1sYPXVVQTIS7ZJ, 5652335]
[paragraph, [48.0, 340.0, 197.0, 18.0], shoonya_2s14JPFMBNHUNM, 5652335]
[paragraph, [47.0, 374.0, 197.0, 18.0], shoonya_7sWOS8I6ELZEUQ, 5652335]
[paragraph, [47.0, 392.0, 197.0, 18.0], shoonya_7sWOS8I6ELZEUQ, 5652335]
[paragraph, [47.0, 410.0, 197.0, 18.0], shoonya_7sWOS8I6ELZEUQ, 5652335]
[paragraph, [47.0, 428.0, 197.0, 18.0], shoonya_7sWOS8I6ELZEUQ, 5652335]
[paragraph, [47.0, 446.0, 197.0, 18.0], shoonya_7sWOS8I6ELZEUQ, 5652335]
[paragraph, [47.0, 464.0, 197.0, 18.0], shoonya_7sWOS8I6ELZEUQ, 5652335]
[paragraph, [47.0, 482.0, 197.0, 18.0], shoonya_7sWOS8I6ELZEUQ, 5652335]
[paragraph, [47.0, 500.0, 197.0, 18.0], shoonya_7sWOS8I6ELZEUQ, 5652335]
[paragraph, [259.0, 511.0, 196.0, 18.0], shoonya_0sGHLB1MZIEBLG, 5652335]
[paragraph, [259.0, 529.0, 196.0, 18.0], shoonya_0sGHLB1MZIEBLG, 5652335]
[paragraph, [259.0, 547.0, 196.0, 18.0], shoonya_0sGHLB1MZIEBLG, 5652335]
[paragraph, [259.0, 565.0, 196.0, 18.0], shoonya_0sGHLB1MZIEBLG, 5652335]
[paragraph, [259.0, 583.0, 196.0, 18.0], shoonya_0sGHLB1MZIEBLG, 5652335]
[paragraph, [259.0, 601.0, 196.0, 18.0], shoonya_0sGHLB1MZIEBLG, 5652335]
[paragraph, [48.0, 512.0, 197.0, 18.0], shoonya_4s9EZPF8GWP6IA, 5652335]
[paragraph, [48.0, 530.0, 197.0, 18.0], shoonya_4s9EZPF8GWP6IA, 5652335]
[paragraph, [48.0, 548.0, 197.0, 18.0], shoonya_4s9EZPF8GWP6IA, 5652335]
[paragraph, [48.0, 566.0, 197.0, 18.0], shoonya_4s9EZPF8GWP6IA, 5652335]
[paragraph, [48.0, 584.0, 197.0, 18.0], shoonya_4s9EZPF8GWP6IA, 5652335]
[paragraph, [48.0, 602.0, 197.0, 18.0], shoonya_4s9EZPF8GWP6IA, 5652335]
[footnote, [197.0, 671.0, 104.0, 18.0], shoonya_5sTD7IZAUBANYV, 5652335]
[footnote, [197.0, 689.0, 104.0, 18.0], shoonya_5sTD7IZAUBANYV, 5652335]
