[872, 605]
[section-title, [254.0, 30.0, 86.0, 30.0], evpwixmy9L, 6457270]
[paragraph, [301.0, 392.0, 263.0, 18.0], v5NlW3jJ6I, 6457270]
[paragraph, [301.0, 410.0, 263.0, 18.0], v5NlW3jJ6I, 6457270]
[paragraph, [301.0, 428.0, 263.0, 18.0], v5NlW3jJ6I, 6457270]
[paragraph, [301.0, 446.0, 263.0, 18.0], v5NlW3jJ6I, 6457270]
[paragraph, [38.0, 402.0, 261.0, 18.0], OBNyvgzFf2, 6457270]
[paragraph, [38.0, 420.0, 261.0, 18.0], OBNyvgzFf2, 6457270]
[paragraph, [38.0, 438.0, 261.0, 18.0], OBNyvgzFf2, 6457270]
[paragraph, [38.0, 456.0, 261.0, 18.0], OBNyvgzFf2, 6457270]
[paragraph, [304.0, 482.0, 258.0, 18.0], S_sEg96dKz, 6457270]
[paragraph, [304.0, 500.0, 258.0, 18.0], S_sEg96dKz, 6457270]
[paragraph, [49.0, 491.0, 252.0, 18.0], QIS9KWsbaK, 6457270]
[paragraph, [38.0, 509.0, 256.0, 18.0], Sza16l3gOC, 6457270]
[paragraph, [38.0, 527.0, 256.0, 18.0], Sza16l3gOC, 6457270]
[paragraph, [304.0, 518.0, 260.0, 18.0], n1e_s5HtOi, 6457270]
[paragraph, [304.0, 536.0, 260.0, 18.0], n1e_s5HtOi, 6457270]
[paragraph, [37.0, 545.0, 263.0, 18.0], SCvV7CgOqK, 6457270]
[paragraph, [37.0, 563.0, 263.0, 18.0], SCvV7CgOqK, 6457270]
[paragraph, [302.0, 555.0, 258.0, 18.0], UX68sGGRT6, 6457270]
[paragraph, [302.0, 573.0, 258.0, 18.0], UX68sGGRT6, 6457270]
[paragraph, [38.0, 586.0, 263.0, 18.0], E7sSxIyaNP, 6457270]
[paragraph, [38.0, 604.0, 263.0, 18.0], E7sSxIyaNP, 6457270]
[paragraph, [38.0, 622.0, 263.0, 18.0], E7sSxIyaNP, 6457270]
[paragraph, [38.0, 640.0, 263.0, 18.0], E7sSxIyaNP, 6457270]
[paragraph, [38.0, 658.0, 263.0, 18.0], E7sSxIyaNP, 6457270]
[paragraph, [38.0, 676.0, 263.0, 18.0], E7sSxIyaNP, 6457270]
[paragraph, [38.0, 694.0, 263.0, 18.0], E7sSxIyaNP, 6457270]
[paragraph, [38.0, 712.0, 263.0, 18.0], E7sSxIyaNP, 6457270]
[paragraph, [38.0, 730.0, 263.0, 18.0], E7sSxIyaNP, 6457270]
[paragraph, [38.0, 748.0, 263.0, 18.0], E7sSxIyaNP, 6457270]
[paragraph, [304.0, 589.0, 250.0, 18.0], z5q2HyKoI7, 6457270]
[paragraph, [304.0, 607.0, 250.0, 18.0], z5q2HyKoI7, 6457270]
[paragraph, [303.0, 631.0, 263.0, 18.0], JsnArr7zzQ, 6457270]
[paragraph, [303.0, 649.0, 263.0, 18.0], JsnArr7zzQ, 6457270]
[paragraph, [303.0, 667.0, 263.0, 18.0], JsnArr7zzQ, 6457270]
[paragraph, [303.0, 685.0, 263.0, 18.0], JsnArr7zzQ, 6457270]
[paragraph, [303.0, 703.0, 263.0, 18.0], JsnArr7zzQ, 6457270]
[reference, [304.0, 723.0, 262.0, 18.0], BYU5Ng_DLC, 6457270]
[reference, [304.0, 741.0, 262.0, 18.0], BYU5Ng_DLC, 6457270]
[reference, [304.0, 759.0, 262.0, 18.0], BYU5Ng_DLC, 6457270]
[reference, [304.0, 777.0, 262.0, 18.0], BYU5Ng_DLC, 6457270]
[reference, [304.0, 795.0, 262.0, 18.0], BYU5Ng_DLC, 6457270]
[reference, [304.0, 813.0, 262.0, 18.0], BYU5Ng_DLC, 6457270]
[reference, [42.0, 780.0, 265.0, 18.0], TJk6Gc1mm_, 6457270]
[reference, [42.0, 798.0, 265.0, 18.0], TJk6Gc1mm_, 6457270]
[reference, [42.0, 816.0, 265.0, 18.0], TJk6Gc1mm_, 6457270]
