[2339, 1653]
[folio, [239.0, 330.0, 301.0, 36.0], qLb9zN7ddH, 5735529]
[paragraph, [836.0, 1458.0, 579.0, 36.0], shoonya_2s9EBEOPFAEGFD, 5735529]
[paragraph, [836.0, 1494.0, 579.0, 36.0], shoonya_2s9EBEOPFAEGFD, 5735529]
[paragraph, [836.0, 1530.0, 579.0, 36.0], shoonya_2s9EBEOPFAEGFD, 5735529]
[paragraph, [836.0, 1566.0, 579.0, 36.0], shoonya_2s9EBEOPFAEGFD, 5735529]
[paragraph, [836.0, 1602.0, 579.0, 36.0], shoonya_2s9EBEOPFAEGFD, 5735529]
[paragraph, [836.0, 1638.0, 579.0, 36.0], shoonya_2s9EBEOPFAEGFD, 5735529]
[paragraph, [836.0, 1674.0, 579.0, 36.0], shoonya_2s9EBEOPFAEGFD, 5735529]
[paragraph, [836.0, 1710.0, 579.0, 36.0], shoonya_2s9EBEOPFAEGFD, 5735529]
[paragraph, [836.0, 1746.0, 579.0, 36.0], shoonya_2s9EBEOPFAEGFD, 5735529]
[paragraph, [836.0, 1782.0, 579.0, 36.0], shoonya_2s9EBEOPFAEGFD, 5735529]
[paragraph, [836.0, 1818.0, 579.0, 36.0], shoonya_2s9EBEOPFAEGFD, 5735529]
[paragraph, [836.0, 1854.0, 579.0, 36.0], shoonya_2s9EBEOPFAEGFD, 5735529]
[paragraph, [238.0, 1600.0, 577.0, 36.0], shoonya_5sDYSZF39OI61D, 5735529]
[paragraph, [238.0, 1636.0, 577.0, 36.0], shoonya_5sDYSZF39OI61D, 5735529]
[paragraph, [238.0, 1672.0, 577.0, 36.0], shoonya_5sDYSZF39OI61D, 5735529]
[paragraph, [238.0, 1734.0, 579.0, 36.0], shoonya_3sYMWN1D03MYL3, 5735529]
[paragraph, [238.0, 1770.0, 579.0, 36.0], shoonya_3sYMWN1D03MYL3, 5735529]
[paragraph, [238.0, 1806.0, 579.0, 36.0], shoonya_3sYMWN1D03MYL3, 5735529]
[paragraph, [238.0, 1842.0, 579.0, 36.0], shoonya_3sYMWN1D03MYL3, 5735529]
[paragraph, [238.0, 1878.0, 579.0, 36.0], shoonya_3sYMWN1D03MYL3, 5735529]
[paragraph, [238.0, 1914.0, 579.0, 36.0], shoonya_3sYMWN1D03MYL3, 5735529]
[paragraph, [870.0, 1909.0, 552.0, 36.0], shoonya_8sOO2ZWKT2HE2L, 5735529]
[folio, [1184.0, 1967.0, 233.0, 36.0], Ukok2ycLrK, 5735529]
