[2067, 1567]
[folio, [189.0, 195.0, 158.0, 36.0], Xq71x_-Lzv, 5735491]
[paragraph, [791.0, 625.0, 580.0, 36.0], shoonya_4s5XHH7ZEM868B, 5735491]
[paragraph, [791.0, 661.0, 580.0, 36.0], shoonya_4s5XHH7ZEM868B, 5735491]
[paragraph, [791.0, 697.0, 580.0, 36.0], shoonya_4s5XHH7ZEM868B, 5735491]
[paragraph, [791.0, 733.0, 580.0, 36.0], shoonya_4s5XHH7ZEM868B, 5735491]
[paragraph, [791.0, 769.0, 580.0, 36.0], shoonya_4s5XHH7ZEM868B, 5735491]
[paragraph, [791.0, 805.0, 580.0, 36.0], shoonya_4s5XHH7ZEM868B, 5735491]
[paragraph, [791.0, 841.0, 580.0, 36.0], shoonya_4s5XHH7ZEM868B, 5735491]
[paragraph, [791.0, 877.0, 580.0, 36.0], shoonya_4s5XHH7ZEM868B, 5735491]
[paragraph, [791.0, 913.0, 580.0, 36.0], shoonya_4s5XHH7ZEM868B, 5735491]
[paragraph, [191.0, 874.0, 580.0, 36.0], shoonya_1sBD6T3G15ZOPP, 5735491]
[paragraph, [191.0, 910.0, 580.0, 36.0], shoonya_1sBD6T3G15ZOPP, 5735491]
[paragraph, [191.0, 946.0, 580.0, 36.0], shoonya_1sBD6T3G15ZOPP, 5735491]
[paragraph, [191.0, 982.0, 580.0, 36.0], shoonya_1sBD6T3G15ZOPP, 5735491]
[paragraph, [191.0, 1018.0, 580.0, 36.0], shoonya_1sBD6T3G15ZOPP, 5735491]
[paragraph, [191.0, 1054.0, 580.0, 36.0], shoonya_1sBD6T3G15ZOPP, 5735491]
[paragraph, [191.0, 1090.0, 580.0, 36.0], shoonya_1sBD6T3G15ZOPP, 5735491]
[paragraph, [191.0, 1126.0, 580.0, 36.0], shoonya_1sBD6T3G15ZOPP, 5735491]
[paragraph, [191.0, 1162.0, 580.0, 36.0], shoonya_1sBD6T3G15ZOPP, 5735491]
[paragraph, [191.0, 1198.0, 580.0, 36.0], shoonya_1sBD6T3G15ZOPP, 5735491]
[paragraph, [191.0, 1234.0, 580.0, 36.0], shoonya_1sBD6T3G15ZOPP, 5735491]
[paragraph, [191.0, 1270.0, 580.0, 36.0], shoonya_1sBD6T3G15ZOPP, 5735491]
[paragraph, [191.0, 1306.0, 580.0, 36.0], shoonya_1sBD6T3G15ZOPP, 5735491]
[paragraph, [191.0, 1342.0, 580.0, 36.0], shoonya_1sBD6T3G15ZOPP, 5735491]
[paragraph, [191.0, 1378.0, 580.0, 36.0], shoonya_1sBD6T3G15ZOPP, 5735491]
[paragraph, [791.0, 961.0, 579.0, 36.0], shoonya_2sO7QNCZOEB5SB, 5735491]
[paragraph, [791.0, 997.0, 579.0, 36.0], shoonya_2sO7QNCZOEB5SB, 5735491]
[paragraph, [791.0, 1033.0, 579.0, 36.0], shoonya_2sO7QNCZOEB5SB, 5735491]
[paragraph, [791.0, 1069.0, 579.0, 36.0], shoonya_2sO7QNCZOEB5SB, 5735491]
[paragraph, [791.0, 1105.0, 579.0, 36.0], shoonya_2sO7QNCZOEB5SB, 5735491]
[paragraph, [791.0, 1141.0, 579.0, 36.0], shoonya_2sO7QNCZOEB5SB, 5735491]
[paragraph, [791.0, 1177.0, 579.0, 36.0], shoonya_2sO7QNCZOEB5SB, 5735491]
[paragraph, [791.0, 1213.0, 579.0, 36.0], shoonya_2sO7QNCZOEB5SB, 5735491]
[paragraph, [791.0, 1249.0, 579.0, 36.0], shoonya_2sO7QNCZOEB5SB, 5735491]
[paragraph, [791.0, 1285.0, 579.0, 36.0], shoonya_2sO7QNCZOEB5SB, 5735491]
[paragraph, [791.0, 1321.0, 579.0, 36.0], shoonya_2sO7QNCZOEB5SB, 5735491]
[paragraph, [791.0, 1357.0, 579.0, 36.0], shoonya_2sO7QNCZOEB5SB, 5735491]
[paragraph, [791.0, 1393.0, 579.0, 36.0], shoonya_2sO7QNCZOEB5SB, 5735491]
[sidebar, [1412.0, 968.0, 140.0, 36.0], d1UEAyphnG, 5735491]
[paragraph, [192.0, 1450.0, 581.0, 36.0], shoonya_6sOIVWRGLKBF07, 5735491]
[paragraph, [192.0, 1486.0, 581.0, 36.0], shoonya_6sOIVWRGLKBF07, 5735491]
[paragraph, [192.0, 1522.0, 581.0, 36.0], shoonya_6sOIVWRGLKBF07, 5735491]
[paragraph, [192.0, 1558.0, 581.0, 36.0], shoonya_6sOIVWRGLKBF07, 5735491]
[paragraph, [192.0, 1594.0, 581.0, 36.0], shoonya_6sOIVWRGLKBF07, 5735491]
[paragraph, [192.0, 1630.0, 581.0, 36.0], shoonya_6sOIVWRGLKBF07, 5735491]
[paragraph, [793.0, 1452.0, 578.0, 36.0], shoonya_3sHDS1QMG3L82K, 5735491]
[paragraph, [793.0, 1488.0, 578.0, 36.0], shoonya_3sHDS1QMG3L82K, 5735491]
[paragraph, [793.0, 1524.0, 578.0, 36.0], shoonya_3sHDS1QMG3L82K, 5735491]
[paragraph, [793.0, 1560.0, 578.0, 36.0], shoonya_3sHDS1QMG3L82K, 5735491]
[paragraph, [793.0, 1596.0, 578.0, 36.0], shoonya_3sHDS1QMG3L82K, 5735491]
[paragraph, [793.0, 1632.0, 578.0, 36.0], shoonya_3sHDS1QMG3L82K, 5735491]
[paragraph, [793.0, 1668.0, 578.0, 36.0], shoonya_3sHDS1QMG3L82K, 5735491]
[paragraph, [793.0, 1704.0, 578.0, 36.0], shoonya_3sHDS1QMG3L82K, 5735491]
[paragraph, [793.0, 1740.0, 578.0, 36.0], shoonya_3sHDS1QMG3L82K, 5735491]
[paragraph, [194.0, 1671.0, 578.0, 36.0], shoonya_7sXR6P9N7VX4DW, 5735491]
[paragraph, [194.0, 1707.0, 578.0, 36.0], shoonya_7sXR6P9N7VX4DW, 5735491]
[paragraph, [194.0, 1743.0, 578.0, 36.0], shoonya_7sXR6P9N7VX4DW, 5735491]
[folio, [193.0, 1822.0, 226.0, 36.0], kZPL0bq7XF, 5735491]
