[1565, 1152]
[headline, [204.0, 106.0, 771.0, 37.5], shoonya_8sUP5M8V8ZAQJN, 5712958]
[paragraph, [419.0, 1014.0, 307.0, 36.0], shoonya_4sO9ORXQH8VSR1, 5712958]
[paragraph, [419.0, 1050.0, 307.0, 36.0], shoonya_4sO9ORXQH8VSR1, 5712958]
[paragraph, [419.0, 1086.0, 307.0, 36.0], shoonya_4sO9ORXQH8VSR1, 5712958]
[paragraph, [419.0, 1122.0, 307.0, 36.0], shoonya_4sO9ORXQH8VSR1, 5712958]
[paragraph, [419.0, 1158.0, 307.0, 36.0], shoonya_4sO9ORXQH8VSR1, 5712958]
[paragraph, [419.0, 1194.0, 307.0, 36.0], shoonya_4sO9ORXQH8VSR1, 5712958]
[paragraph, [419.0, 1230.0, 307.0, 36.0], shoonya_4sO9ORXQH8VSR1, 5712958]
[paragraph, [419.0, 1266.0, 307.0, 36.0], shoonya_4sO9ORXQH8VSR1, 5712958]
[paragraph, [419.0, 1302.0, 307.0, 36.0], shoonya_4sO9ORXQH8VSR1, 5712958]
[paragraph, [419.0, 1338.0, 307.0, 36.0], shoonya_4sO9ORXQH8VSR1, 5712958]
[paragraph, [419.0, 1374.0, 307.0, 36.0], shoonya_4sO9ORXQH8VSR1, 5712958]
[paragraph, [419.0, 1410.0, 307.0, 36.0], shoonya_4sO9ORXQH8VSR1, 5712958]
[paragraph, [92.0, 718.0, 315.0, 36.0], shoonya_1sW8BJGY7SBJNZ, 5712958]
[paragraph, [92.0, 754.0, 315.0, 36.0], shoonya_1sW8BJGY7SBJNZ, 5712958]
[paragraph, [92.0, 790.0, 315.0, 36.0], shoonya_1sW8BJGY7SBJNZ, 5712958]
[paragraph, [92.0, 826.0, 315.0, 36.0], shoonya_1sW8BJGY7SBJNZ, 5712958]
[paragraph, [92.0, 862.0, 315.0, 36.0], shoonya_1sW8BJGY7SBJNZ, 5712958]
[paragraph, [92.0, 898.0, 315.0, 36.0], shoonya_1sW8BJGY7SBJNZ, 5712958]
[paragraph, [92.0, 934.0, 315.0, 36.0], shoonya_1sW8BJGY7SBJNZ, 5712958]
[paragraph, [92.0, 970.0, 315.0, 36.0], shoonya_1sW8BJGY7SBJNZ, 5712958]
[paragraph, [94.0, 1037.0, 311.0, 36.0], shoonya_9sFOJ3A8QV26VB, 5712958]
[paragraph, [94.0, 1073.0, 311.0, 36.0], shoonya_9sFOJ3A8QV26VB, 5712958]
[paragraph, [94.0, 1109.0, 311.0, 36.0], shoonya_9sFOJ3A8QV26VB, 5712958]
[paragraph, [94.0, 1145.0, 311.0, 36.0], shoonya_9sFOJ3A8QV26VB, 5712958]
[paragraph, [94.0, 1181.0, 311.0, 36.0], shoonya_9sFOJ3A8QV26VB, 5712958]
[paragraph, [94.0, 1217.0, 311.0, 36.0], shoonya_9sFOJ3A8QV26VB, 5712958]
[paragraph, [94.0, 1253.0, 311.0, 36.0], shoonya_9sFOJ3A8QV26VB, 5712958]
[paragraph, [94.0, 1289.0, 311.0, 36.0], shoonya_9sFOJ3A8QV26VB, 5712958]
[paragraph, [94.0, 1325.0, 311.0, 36.0], shoonya_9sFOJ3A8QV26VB, 5712958]
[paragraph, [94.0, 1361.0, 311.0, 36.0], shoonya_9sFOJ3A8QV26VB, 5712958]
[paragraph, [94.0, 1397.0, 311.0, 36.0], shoonya_9sFOJ3A8QV26VB, 5712958]
[paragraph, [733.0, 1116.0, 311.0, 36.0], shoonya_7sNHPSQ138WF6B, 5712958]
[paragraph, [733.0, 1152.0, 311.0, 36.0], shoonya_7sNHPSQ138WF6B, 5712958]
[paragraph, [733.0, 1188.0, 311.0, 36.0], shoonya_7sNHPSQ138WF6B, 5712958]
[paragraph, [733.0, 1224.0, 311.0, 36.0], shoonya_7sNHPSQ138WF6B, 5712958]
[paragraph, [733.0, 1260.0, 311.0, 36.0], shoonya_7sNHPSQ138WF6B, 5712958]
[paragraph, [733.0, 1296.0, 311.0, 36.0], shoonya_7sNHPSQ138WF6B, 5712958]
[paragraph, [733.0, 1332.0, 311.0, 36.0], shoonya_7sNHPSQ138WF6B, 5712958]
[paragraph, [733.0, 1368.0, 311.0, 36.0], shoonya_7sNHPSQ138WF6B, 5712958]
[paragraph, [745.0, 1412.0, 281.0, 36.0], pIDXtxRU_i, 5712958]
[folio, [899.0, 1451.0, 145.0, 36.0], DiIk91VVfl, 5712958]
