[2806, 1984]
[section-title, [767.0, 180.0, 439.0, 79.5], shoonya_7s2VUJIB18M8SI, 5698341]
[paragraph, [307.0, 1092.5, 1458.0, 46.5], EAVMfnEQyi, 5698341]
[paragraph, [307.0, 1139.0, 1458.0, 46.5], EAVMfnEQyi, 5698341]
[paragraph, [309.0, 1213.0, 1460.0, 46.5], shoonya_5sBNYW4OHWHL0I, 5698341]
[paragraph, [309.0, 1259.5, 1460.0, 46.5], shoonya_5sBNYW4OHWHL0I, 5698341]
[paragraph, [309.0, 1306.0, 1460.0, 46.5], shoonya_5sBNYW4OHWHL0I, 5698341]
[paragraph, [309.0, 1352.5, 1460.0, 46.5], shoonya_5sBNYW4OHWHL0I, 5698341]
[paragraph, [309.0, 1399.0, 1460.0, 46.5], shoonya_5sBNYW4OHWHL0I, 5698341]
[paragraph, [302.0, 1461.0, 1466.0, 46.5], shoonya_6sSSZB3C0MS7GT, 5698341]
[paragraph, [302.0, 1507.5, 1466.0, 46.5], shoonya_6sSSZB3C0MS7GT, 5698341]
[paragraph, [302.0, 1554.0, 1466.0, 46.5], shoonya_6sSSZB3C0MS7GT, 5698341]
[paragraph, [302.0, 1600.5, 1466.0, 46.5], shoonya_6sSSZB3C0MS7GT, 5698341]
[paragraph, [302.0, 1647.0, 1466.0, 46.5], shoonya_6sSSZB3C0MS7GT, 5698341]
[paragraph, [302.0, 1693.5, 1466.0, 46.5], shoonya_6sSSZB3C0MS7GT, 5698341]
[paragraph, [307.0, 1779.0, 1463.0, 46.5], Y17SC2Th5t, 5698341]
[paragraph, [307.0, 1825.5, 1463.0, 46.5], Y17SC2Th5t, 5698341]
[paragraph, [307.0, 1872.0, 1463.0, 46.5], Y17SC2Th5t, 5698341]
[paragraph, [307.0, 1918.5, 1463.0, 46.5], Y17SC2Th5t, 5698341]
[paragraph, [307.0, 1965.0, 1463.0, 46.5], Y17SC2Th5t, 5698341]
[paragraph, [307.0, 2011.5, 1463.0, 46.5], Y17SC2Th5t, 5698341]
[paragraph, [307.0, 2058.0, 1463.0, 46.5], Y17SC2Th5t, 5698341]
[paragraph, [307.0, 2104.5, 1463.0, 46.5], Y17SC2Th5t, 5698341]
[paragraph, [202.0, 2173.0, 1572.0, 46.5], shoonya_3sOY4MWDDIKD7N, 5698341]
[paragraph, [202.0, 2219.5, 1572.0, 46.5], shoonya_3sOY4MWDDIKD7N, 5698341]
[paragraph, [202.0, 2266.0, 1572.0, 46.5], shoonya_3sOY4MWDDIKD7N, 5698341]
[ordered-list, [222.0, 2330.0, 1541.0, 46.5], TYI8Wmgc8n, 5698341]
[ordered-list, [222.0, 2376.5, 1541.0, 46.5], TYI8Wmgc8n, 5698341]
[ordered-list, [222.0, 2423.0, 1541.0, 46.5], TYI8Wmgc8n, 5698341]
[ordered-list, [222.0, 2469.5, 1541.0, 46.5], TYI8Wmgc8n, 5698341]
[ordered-list, [222.0, 2516.0, 1541.0, 46.5], TYI8Wmgc8n, 5698341]
