[2640, 2040]
[folio, [1440.0, 81.0, 446.0, 46.5], ispUpLLkj4, 5694648]
[paragraph, [1312.0, 711.0, 498.0, 46.5], shoonya_4sFYFPAQR2LCBS, 5694648]
[paragraph, [1312.0, 757.5, 498.0, 46.5], shoonya_4sFYFPAQR2LCBS, 5694648]
[paragraph, [1312.0, 804.0, 498.0, 46.5], shoonya_4sFYFPAQR2LCBS, 5694648]
[paragraph, [1312.0, 850.5, 498.0, 46.5], shoonya_4sFYFPAQR2LCBS, 5694648]
[paragraph, [1312.0, 897.0, 498.0, 46.5], shoonya_4sFYFPAQR2LCBS, 5694648]
[author, [1353.0, 1034.0, 505.0, 46.5], BzhN8Z1fX1, 5694648]
[author, [1353.0, 1080.5, 505.0, 46.5], BzhN8Z1fX1, 5694648]
[contact-info, [1422.0, 1182.0, 428.0, 46.5], YGc0gn0aiH, 5694648]
[paragraph, [752.0, 1427.0, 523.0, 46.5], shoonya_0sOWY86YGUYW4M, 5694648]
[paragraph, [752.0, 1473.5, 523.0, 46.5], shoonya_0sOWY86YGUYW4M, 5694648]
[paragraph, [752.0, 1520.0, 523.0, 46.5], shoonya_0sOWY86YGUYW4M, 5694648]
[paragraph, [752.0, 1566.5, 523.0, 46.5], shoonya_0sOWY86YGUYW4M, 5694648]
[paragraph, [752.0, 1613.0, 523.0, 46.5], shoonya_0sOWY86YGUYW4M, 5694648]
[paragraph, [752.0, 1659.5, 523.0, 46.5], shoonya_0sOWY86YGUYW4M, 5694648]
[paragraph, [752.0, 1706.0, 523.0, 46.5], shoonya_0sOWY86YGUYW4M, 5694648]
[paragraph, [752.0, 1752.5, 523.0, 46.5], shoonya_0sOWY86YGUYW4M, 5694648]
[paragraph, [752.0, 1799.0, 523.0, 46.5], shoonya_0sOWY86YGUYW4M, 5694648]
[paragraph, [752.0, 1845.5, 523.0, 46.5], shoonya_0sOWY86YGUYW4M, 5694648]
[paragraph, [752.0, 1892.0, 523.0, 46.5], shoonya_0sOWY86YGUYW4M, 5694648]
[paragraph, [752.0, 1938.5, 523.0, 46.5], shoonya_0sOWY86YGUYW4M, 5694648]
[paragraph, [752.0, 1985.0, 523.0, 46.5], shoonya_0sOWY86YGUYW4M, 5694648]
[paragraph, [752.0, 2031.5, 523.0, 46.5], shoonya_0sOWY86YGUYW4M, 5694648]
[paragraph, [752.0, 2078.0, 523.0, 46.5], shoonya_0sOWY86YGUYW4M, 5694648]
[paragraph, [752.0, 2124.5, 523.0, 46.5], shoonya_0sOWY86YGUYW4M, 5694648]
[paragraph, [752.0, 2171.0, 523.0, 46.5], shoonya_0sOWY86YGUYW4M, 5694648]
[paragraph, [752.0, 2217.5, 523.0, 46.5], shoonya_0sOWY86YGUYW4M, 5694648]
[paragraph, [752.0, 2264.0, 523.0, 46.5], shoonya_0sOWY86YGUYW4M, 5694648]
[paragraph, [752.0, 2310.5, 523.0, 46.5], shoonya_0sOWY86YGUYW4M, 5694648]
[paragraph, [752.0, 2357.0, 523.0, 46.5], shoonya_0sOWY86YGUYW4M, 5694648]
[paragraph, [752.0, 2403.5, 523.0, 46.5], shoonya_0sOWY86YGUYW4M, 5694648]
[paragraph, [189.0, 1428.0, 533.0, 46.5], shoonya_7s018BFLPP8TNQ, 5694648]
[paragraph, [189.0, 1474.5, 533.0, 46.5], shoonya_7s018BFLPP8TNQ, 5694648]
[paragraph, [189.0, 1521.0, 533.0, 46.5], shoonya_7s018BFLPP8TNQ, 5694648]
[paragraph, [189.0, 1567.5, 533.0, 46.5], shoonya_7s018BFLPP8TNQ, 5694648]
[paragraph, [189.0, 1614.0, 533.0, 46.5], shoonya_7s018BFLPP8TNQ, 5694648]
[paragraph, [189.0, 1660.5, 533.0, 46.5], shoonya_7s018BFLPP8TNQ, 5694648]
[paragraph, [189.0, 1707.0, 533.0, 46.5], shoonya_7s018BFLPP8TNQ, 5694648]
[paragraph, [189.0, 1753.5, 533.0, 46.5], shoonya_7s018BFLPP8TNQ, 5694648]
[paragraph, [189.0, 1800.0, 533.0, 46.5], shoonya_7s018BFLPP8TNQ, 5694648]
[paragraph, [189.0, 1846.5, 533.0, 46.5], shoonya_7s018BFLPP8TNQ, 5694648]
[paragraph, [189.0, 1893.0, 533.0, 46.5], shoonya_7s018BFLPP8TNQ, 5694648]
[paragraph, [189.0, 1939.5, 533.0, 46.5], shoonya_7s018BFLPP8TNQ, 5694648]
[paragraph, [189.0, 1986.0, 533.0, 46.5], shoonya_7s018BFLPP8TNQ, 5694648]
[paragraph, [1314.0, 1428.0, 527.0, 46.5], shoonya_1s5GGIXB7MINVN, 5694648]
[paragraph, [1314.0, 1474.5, 527.0, 46.5], shoonya_1s5GGIXB7MINVN, 5694648]
[paragraph, [1314.0, 1521.0, 527.0, 46.5], shoonya_1s5GGIXB7MINVN, 5694648]
[paragraph, [1314.0, 1567.5, 527.0, 46.5], shoonya_1s5GGIXB7MINVN, 5694648]
[paragraph, [1314.0, 1614.0, 527.0, 46.5], shoonya_1s5GGIXB7MINVN, 5694648]
[paragraph, [1314.0, 1660.5, 527.0, 46.5], shoonya_1s5GGIXB7MINVN, 5694648]
[paragraph, [1314.0, 1707.0, 527.0, 46.5], shoonya_1s5GGIXB7MINVN, 5694648]
[paragraph, [1314.0, 1753.5, 527.0, 46.5], shoonya_1s5GGIXB7MINVN, 5694648]
[paragraph, [1314.0, 1800.0, 527.0, 46.5], shoonya_1s5GGIXB7MINVN, 5694648]
[paragraph, [1314.0, 1846.5, 527.0, 46.5], shoonya_1s5GGIXB7MINVN, 5694648]
[paragraph, [1319.0, 1939.0, 522.0, 46.5], shoonya_6sOZ1LI8V80UEO, 5694648]
[paragraph, [1319.0, 1985.5, 522.0, 46.5], shoonya_6sOZ1LI8V80UEO, 5694648]
[paragraph, [1319.0, 2032.0, 522.0, 46.5], shoonya_6sOZ1LI8V80UEO, 5694648]
[paragraph, [1319.0, 2078.5, 522.0, 46.5], shoonya_6sOZ1LI8V80UEO, 5694648]
[paragraph, [1319.0, 2125.0, 522.0, 46.5], shoonya_6sOZ1LI8V80UEO, 5694648]
[paragraph, [1319.0, 2171.5, 522.0, 46.5], shoonya_6sOZ1LI8V80UEO, 5694648]
[paragraph, [1319.0, 2218.0, 522.0, 46.5], shoonya_6sOZ1LI8V80UEO, 5694648]
[paragraph, [190.0, 2075.0, 519.0, 46.5], shoonya_5sVGVXJANFR9MF, 5694648]
[paragraph, [190.0, 2121.5, 519.0, 46.5], shoonya_5sVGVXJANFR9MF, 5694648]
[paragraph, [190.0, 2168.0, 519.0, 46.5], shoonya_5sVGVXJANFR9MF, 5694648]
[paragraph, [190.0, 2214.5, 519.0, 46.5], shoonya_5sVGVXJANFR9MF, 5694648]
[paragraph, [190.0, 2261.0, 519.0, 46.5], shoonya_5sVGVXJANFR9MF, 5694648]
[paragraph, [190.0, 2307.5, 519.0, 46.5], shoonya_5sVGVXJANFR9MF, 5694648]
[paragraph, [190.0, 2354.0, 519.0, 46.5], shoonya_5sVGVXJANFR9MF, 5694648]
[paragraph, [190.0, 2400.5, 519.0, 46.5], shoonya_5sVGVXJANFR9MF, 5694648]
[author, [1297.0, 2343.0, 568.0, 46.5], hF7vA6b-ux, 5694648]
[author, [1297.0, 2389.5, 568.0, 46.5], hF7vA6b-ux, 5694648]
[contact-info, [1301.0, 2450.0, 569.0, 46.5], Fg85VwgeI4, 5694648]
