[1224, 1584]
[section-title, [639.0, 27.0, 846.0, 30.0], shoonya_20s169SR76QYGL, 5715892]
[unordered-list, [1084.0, 491.0, 232.0, 18.0], shoonya_2s7RAWDUAHGTRA, 5715892]
[unordered-list, [1084.0, 509.0, 232.0, 18.0], shoonya_2s7RAWDUAHGTRA, 5715892]
[unordered-list, [1084.0, 527.0, 232.0, 18.0], shoonya_2s7RAWDUAHGTRA, 5715892]
[unordered-list, [1084.0, 545.0, 232.0, 18.0], shoonya_2s7RAWDUAHGTRA, 5715892]
[unordered-list, [1084.0, 563.0, 232.0, 18.0], shoonya_2s7RAWDUAHGTRA, 5715892]
[quote, [281.0, 413.0, 223.0, 18.0], mKGrRn5KdR, 5715892]
[quote, [281.0, 431.0, 223.0, 18.0], mKGrRn5KdR, 5715892]
[quote, [281.0, 449.0, 223.0, 18.0], mKGrRn5KdR, 5715892]
[quote, [281.0, 467.0, 223.0, 18.0], mKGrRn5KdR, 5715892]
[quote, [281.0, 485.0, 223.0, 18.0], mKGrRn5KdR, 5715892]
[quote, [281.0, 503.0, 223.0, 18.0], mKGrRn5KdR, 5715892]
[quote, [281.0, 521.0, 223.0, 18.0], mKGrRn5KdR, 5715892]
[quote, [281.0, 539.0, 223.0, 18.0], mKGrRn5KdR, 5715892]
[paragraph, [817.0, 540.0, 231.0, 18.0], 1YraWRUg-9, 5715892]
[paragraph, [817.0, 558.0, 231.0, 18.0], 1YraWRUg-9, 5715892]
[paragraph, [817.0, 576.0, 231.0, 18.0], 1YraWRUg-9, 5715892]
[paragraph, [817.0, 594.0, 231.0, 18.0], 1YraWRUg-9, 5715892]
[paragraph, [817.0, 612.0, 231.0, 18.0], 1YraWRUg-9, 5715892]
[paragraph, [817.0, 630.0, 231.0, 18.0], 1YraWRUg-9, 5715892]
[paragraph, [817.0, 648.0, 231.0, 18.0], 1YraWRUg-9, 5715892]
[paragraph, [817.0, 666.0, 231.0, 18.0], 1YraWRUg-9, 5715892]
[paragraph, [817.0, 684.0, 231.0, 18.0], 1YraWRUg-9, 5715892]
[paragraph, [817.0, 702.0, 231.0, 18.0], 1YraWRUg-9, 5715892]
[paragraph, [817.0, 720.0, 231.0, 18.0], 1YraWRUg-9, 5715892]
[paragraph, [817.0, 738.0, 231.0, 18.0], 1YraWRUg-9, 5715892]
[paragraph, [817.0, 756.0, 231.0, 18.0], 1YraWRUg-9, 5715892]
[figure-caption, [1318.0, 558.0, 226.0, 18.0], shoonya_8s4HAA3YED3XB9, 5715892]
[figure-caption, [1318.0, 576.0, 226.0, 18.0], shoonya_8s4HAA3YED3XB9, 5715892]
[paragraph, [1075.0, 604.0, 475.0, 18.0], SPkWAhw8ao, 5715892]
[paragraph, [1075.0, 622.0, 475.0, 18.0], SPkWAhw8ao, 5715892]
[paragraph, [1075.0, 640.0, 475.0, 18.0], SPkWAhw8ao, 5715892]
[paragraph, [1075.0, 658.0, 475.0, 18.0], SPkWAhw8ao, 5715892]
[paragraph, [1075.0, 676.0, 475.0, 18.0], SPkWAhw8ao, 5715892]
[paragraph, [1075.0, 694.0, 475.0, 18.0], SPkWAhw8ao, 5715892]
[paragraph, [1075.0, 712.0, 475.0, 18.0], SPkWAhw8ao, 5715892]
[paragraph, [1075.0, 730.0, 475.0, 18.0], SPkWAhw8ao, 5715892]
[paragraph, [1075.0, 748.0, 475.0, 18.0], SPkWAhw8ao, 5715892]
[section-title, [107.0, 618.0, 328.0, 30.0], shoonya_14sDPOT42F6RD1, 5715892]
[figure-caption, [582.0, 668.0, 211.0, 18.0], shoonya_9s9EOIQS2TGUC1, 5715892]
[figure-caption, [582.0, 686.0, 211.0, 18.0], shoonya_9s9EOIQS2TGUC1, 5715892]
[figure-caption, [582.0, 704.0, 211.0, 18.0], shoonya_9s9EOIQS2TGUC1, 5715892]
[unordered-list, [19.0, 675.0, 485.0, 18.0], ItHqb3lOdV, 5715892]
[unordered-list, [19.0, 693.0, 485.0, 18.0], ItHqb3lOdV, 5715892]
[unordered-list, [19.0, 711.0, 485.0, 18.0], ItHqb3lOdV, 5715892]
[unordered-list, [19.0, 729.0, 485.0, 18.0], ItHqb3lOdV, 5715892]
[unordered-list, [19.0, 747.0, 485.0, 18.0], ItHqb3lOdV, 5715892]
[unordered-list, [19.0, 765.0, 485.0, 18.0], ItHqb3lOdV, 5715892]
[unordered-list, [19.0, 783.0, 485.0, 18.0], ItHqb3lOdV, 5715892]
[unordered-list, [19.0, 801.0, 485.0, 18.0], ItHqb3lOdV, 5715892]
[unordered-list, [19.0, 819.0, 485.0, 18.0], ItHqb3lOdV, 5715892]
[unordered-list, [19.0, 837.0, 485.0, 18.0], ItHqb3lOdV, 5715892]
[unordered-list, [19.0, 855.0, 485.0, 18.0], ItHqb3lOdV, 5715892]
[unordered-list, [19.0, 873.0, 485.0, 18.0], ItHqb3lOdV, 5715892]
[sub-unordered-list, [45.0, 827.0, 445.0, 18.0], 2GC1l9ZDh5, 5715892]
[sub-unordered-list, [45.0, 845.0, 445.0, 18.0], 2GC1l9ZDh5, 5715892]
[sub-unordered-list, [45.0, 863.0, 445.0, 18.0], 2GC1l9ZDh5, 5715892]
[sub-unordered-list, [45.0, 881.0, 445.0, 18.0], 2GC1l9ZDh5, 5715892]
[paragraph, [1283.0, 871.0, 262.0, 18.0], shoonya_10sW0G93BC3L92, 5715892]
[paragraph, [1283.0, 889.0, 262.0, 18.0], shoonya_10sW0G93BC3L92, 5715892]
[paragraph, [1283.0, 907.0, 262.0, 18.0], shoonya_10sW0G93BC3L92, 5715892]
[paragraph, [1283.0, 925.0, 262.0, 18.0], shoonya_10sW0G93BC3L92, 5715892]
[paragraph, [1283.0, 943.0, 262.0, 18.0], shoonya_10sW0G93BC3L92, 5715892]
[paragraph, [1283.0, 961.0, 262.0, 18.0], shoonya_10sW0G93BC3L92, 5715892]
[paragraph, [1283.0, 979.0, 262.0, 18.0], shoonya_10sW0G93BC3L92, 5715892]
[paragraph, [1283.0, 997.0, 262.0, 18.0], shoonya_10sW0G93BC3L92, 5715892]
[paragraph, [1283.0, 1015.0, 262.0, 18.0], shoonya_10sW0G93BC3L92, 5715892]
[paragraph, [1283.0, 1033.0, 262.0, 18.0], shoonya_10sW0G93BC3L92, 5715892]
[paragraph, [1283.0, 1051.0, 262.0, 18.0], shoonya_10sW0G93BC3L92, 5715892]
[paragraph, [1283.0, 1069.0, 262.0, 18.0], shoonya_10sW0G93BC3L92, 5715892]
[paragraph, [1283.0, 1087.0, 262.0, 18.0], shoonya_10sW0G93BC3L92, 5715892]
[paragraph, [1283.0, 1105.0, 262.0, 18.0], shoonya_10sW0G93BC3L92, 5715892]
[paragraph, [1283.0, 1123.0, 262.0, 18.0], shoonya_10sW0G93BC3L92, 5715892]
[paragraph, [1283.0, 1141.0, 262.0, 18.0], shoonya_10sW0G93BC3L92, 5715892]
[paragraph, [1283.0, 1159.0, 262.0, 18.0], shoonya_10sW0G93BC3L92, 5715892]
[unordered-list, [25.0, 897.0, 281.0, 18.0], xufyLZCtIM, 5715892]
[unordered-list, [25.0, 915.0, 281.0, 18.0], xufyLZCtIM, 5715892]
[unordered-list, [25.0, 933.0, 281.0, 18.0], xufyLZCtIM, 5715892]
[unordered-list, [25.0, 951.0, 281.0, 18.0], xufyLZCtIM, 5715892]
[unordered-list, [25.0, 969.0, 281.0, 18.0], xufyLZCtIM, 5715892]
[unordered-list, [25.0, 987.0, 281.0, 18.0], xufyLZCtIM, 5715892]
[paragraph, [566.0, 922.0, 682.0, 18.0], shoonya_16sGOOZO1WJCUA, 5715892]
[paragraph, [566.0, 940.0, 682.0, 18.0], shoonya_16sGOOZO1WJCUA, 5715892]
[paragraph, [566.0, 958.0, 682.0, 18.0], shoonya_16sGOOZO1WJCUA, 5715892]
[paragraph, [566.0, 976.0, 682.0, 18.0], shoonya_16sGOOZO1WJCUA, 5715892]
[paragraph, [566.0, 994.0, 682.0, 18.0], shoonya_16sGOOZO1WJCUA, 5715892]
[paragraph, [566.0, 1012.0, 682.0, 18.0], shoonya_16sGOOZO1WJCUA, 5715892]
[paragraph, [566.0, 1030.0, 682.0, 18.0], shoonya_16sGOOZO1WJCUA, 5715892]
[paragraph, [566.0, 1048.0, 682.0, 18.0], shoonya_16sGOOZO1WJCUA, 5715892]
[paragraph, [566.0, 1066.0, 682.0, 18.0], shoonya_16sGOOZO1WJCUA, 5715892]
[paragraph, [566.0, 1084.0, 682.0, 18.0], shoonya_16sGOOZO1WJCUA, 5715892]
[paragraph, [566.0, 1102.0, 682.0, 18.0], shoonya_16sGOOZO1WJCUA, 5715892]
[paragraph, [566.0, 1120.0, 682.0, 18.0], shoonya_16sGOOZO1WJCUA, 5715892]
[paragraph, [566.0, 1138.0, 682.0, 18.0], shoonya_16sGOOZO1WJCUA, 5715892]
[paragraph, [566.0, 1156.0, 682.0, 18.0], shoonya_16sGOOZO1WJCUA, 5715892]
[paragraph, [566.0, 1174.0, 682.0, 18.0], shoonya_16sGOOZO1WJCUA, 5715892]
[paragraph, [566.0, 1192.0, 682.0, 18.0], shoonya_16sGOOZO1WJCUA, 5715892]
[quote, [21.0, 1023.0, 277.0, 18.0], OvD9Q8xEwc, 5715892]
[quote, [21.0, 1041.0, 277.0, 18.0], OvD9Q8xEwc, 5715892]
[quote, [21.0, 1059.0, 277.0, 18.0], OvD9Q8xEwc, 5715892]
[quote, [21.0, 1077.0, 277.0, 18.0], OvD9Q8xEwc, 5715892]
[quote, [21.0, 1095.0, 277.0, 18.0], OvD9Q8xEwc, 5715892]
[quote, [21.0, 1113.0, 277.0, 18.0], OvD9Q8xEwc, 5715892]
[quote, [21.0, 1131.0, 277.0, 18.0], OvD9Q8xEwc, 5715892]
[quote, [21.0, 1149.0, 277.0, 18.0], OvD9Q8xEwc, 5715892]
[quote, [21.0, 1167.0, 277.0, 18.0], OvD9Q8xEwc, 5715892]
[quote, [21.0, 1185.0, 277.0, 18.0], OvD9Q8xEwc, 5715892]
[figure-caption, [318.0, 1140.0, 163.0, 18.0], shoonya_15sCIRKH8PYLV7, 5715892]
[figure-caption, [318.0, 1158.0, 163.0, 18.0], shoonya_15sCIRKH8PYLV7, 5715892]
[figure-caption, [318.0, 1176.0, 163.0, 18.0], shoonya_15sCIRKH8PYLV7, 5715892]
