[1320, 1176]
[paragraph, [62.0, 179.0, 357.0, 18.0], uCaDo8Yp10, 5694541]
[paragraph, [57.0, 712.0, 352.0, 18.0], -h-h7y9DBG, 5694541]
[paragraph, [57.0, 730.0, 352.0, 18.0], -h-h7y9DBG, 5694541]
[paragraph, [57.0, 748.0, 352.0, 18.0], -h-h7y9DBG, 5694541]
[paragraph, [57.0, 766.0, 352.0, 18.0], -h-h7y9DBG, 5694541]
[paragraph, [57.0, 784.0, 352.0, 18.0], -h-h7y9DBG, 5694541]
[paragraph, [57.0, 802.0, 352.0, 18.0], -h-h7y9DBG, 5694541]
[paragraph, [57.0, 820.0, 352.0, 18.0], -h-h7y9DBG, 5694541]
[paragraph, [57.0, 838.0, 352.0, 18.0], -h-h7y9DBG, 5694541]
[paragraph, [57.0, 856.0, 352.0, 18.0], -h-h7y9DBG, 5694541]
[figure-caption, [413.0, 614.0, 339.0, 18.0], OR3y-Yybp5, 5694541]
[figure-caption, [413.0, 632.0, 339.0, 18.0], OR3y-Yybp5, 5694541]
[figure-caption, [413.0, 650.0, 339.0, 18.0], OR3y-Yybp5, 5694541]
[figure-caption, [413.0, 668.0, 339.0, 18.0], OR3y-Yybp5, 5694541]
[paragraph, [412.0, 689.0, 344.0, 18.0], EvLxc9RVD6, 5694541]
[paragraph, [412.0, 707.0, 344.0, 18.0], EvLxc9RVD6, 5694541]
[paragraph, [412.0, 725.0, 344.0, 18.0], EvLxc9RVD6, 5694541]
[paragraph, [412.0, 743.0, 344.0, 18.0], EvLxc9RVD6, 5694541]
[paragraph, [412.0, 761.0, 344.0, 18.0], EvLxc9RVD6, 5694541]
[paragraph, [412.0, 779.0, 344.0, 18.0], EvLxc9RVD6, 5694541]
[paragraph, [412.0, 797.0, 344.0, 18.0], EvLxc9RVD6, 5694541]
[paragraph, [412.0, 815.0, 344.0, 18.0], EvLxc9RVD6, 5694541]
[paragraph, [412.0, 833.0, 344.0, 18.0], EvLxc9RVD6, 5694541]
[paragraph, [412.0, 851.0, 344.0, 18.0], EvLxc9RVD6, 5694541]
