[4666, 3194]
[folio, [1425.0, 393.0, 359.0, 52.5], shoonya_2sXC0RT1CYB34C, 5691528]
[paragraph, [419.0, 3572.5, 2439.0, 52.5], KtLuTmLqRk, 5691528]
[paragraph, [419.0, 3625.0, 2439.0, 52.5], KtLuTmLqRk, 5691528]
[paragraph, [419.0, 3677.5, 2439.0, 52.5], KtLuTmLqRk, 5691528]
[paragraph, [419.0, 3730.0, 2439.0, 52.5], KtLuTmLqRk, 5691528]
[paragraph, [413.0, 3793.0, 2356.0, 52.5], shoonya_0sHPG85VF59CKS, 5691528]
[paragraph, [413.0, 3845.5, 2356.0, 52.5], shoonya_0sHPG85VF59CKS, 5691528]
[paragraph, [413.0, 3898.0, 2356.0, 52.5], shoonya_0sHPG85VF59CKS, 5691528]
[paragraph, [413.0, 3950.5, 2356.0, 52.5], shoonya_0sHPG85VF59CKS, 5691528]
[paragraph, [413.0, 4003.0, 2356.0, 52.5], shoonya_0sHPG85VF59CKS, 5691528]
[paragraph, [413.0, 4055.5, 2356.0, 52.5], shoonya_0sHPG85VF59CKS, 5691528]
[paragraph, [413.0, 4108.0, 2356.0, 52.5], shoonya_0sHPG85VF59CKS, 5691528]
[paragraph, [413.0, 4160.5, 2356.0, 52.5], shoonya_0sHPG85VF59CKS, 5691528]
[paragraph, [413.0, 4213.0, 2356.0, 52.5], shoonya_0sHPG85VF59CKS, 5691528]
[paragraph, [413.0, 4265.5, 2356.0, 52.5], shoonya_0sHPG85VF59CKS, 5691528]
