[872, 605]
[section-title, [259.0, 29.0, 81.0, 30.0], FjQFrSHflQ, 6456896]
[paragraph, [303.0, 638.0, 262.0, 18.0], bpJ-Fd5wGH, 6456896]
[paragraph, [303.0, 656.0, 262.0, 18.0], bpJ-Fd5wGH, 6456896]
[paragraph, [303.0, 674.0, 262.0, 18.0], bpJ-Fd5wGH, 6456896]
[paragraph, [38.0, 668.0, 266.0, 18.0], C2t4sXGbI-, 6456896]
[paragraph, [38.0, 686.0, 266.0, 18.0], C2t4sXGbI-, 6456896]
[paragraph, [38.0, 704.0, 266.0, 18.0], C2t4sXGbI-, 6456896]
[paragraph, [38.0, 722.0, 266.0, 18.0], C2t4sXGbI-, 6456896]
[paragraph, [38.0, 740.0, 266.0, 18.0], C2t4sXGbI-, 6456896]
[paragraph, [38.0, 758.0, 266.0, 18.0], C2t4sXGbI-, 6456896]
[reference, [303.0, 693.0, 262.0, 18.0], GmaXXZVciH, 6456896]
[reference, [303.0, 711.0, 262.0, 18.0], GmaXXZVciH, 6456896]
[reference, [303.0, 729.0, 262.0, 18.0], GmaXXZVciH, 6456896]
[reference, [303.0, 747.0, 262.0, 18.0], GmaXXZVciH, 6456896]
[reference, [303.0, 765.0, 262.0, 18.0], GmaXXZVciH, 6456896]
[reference, [303.0, 783.0, 262.0, 18.0], GmaXXZVciH, 6456896]
[reference, [303.0, 801.0, 262.0, 18.0], GmaXXZVciH, 6456896]
[reference, [34.0, 780.0, 268.0, 18.0], 2dOlX-5N2G, 6456896]
[reference, [34.0, 798.0, 268.0, 18.0], 2dOlX-5N2G, 6456896]
[folio, [85.0, 816.0, 48.0, 18.0], rujedFNeqk, 6456896]
