[2067, 1567]
[folio, [183.0, 201.0, 179.0, 36.0], ZlsY6-_Ou2, 5735677]
[paragraph, [790.0, 1588.0, 583.0, 36.0], shoonya_2sRVUKDZ6LPJFV, 5735677]
[paragraph, [790.0, 1624.0, 583.0, 36.0], shoonya_2sRVUKDZ6LPJFV, 5735677]
[paragraph, [790.0, 1660.0, 583.0, 36.0], shoonya_2sRVUKDZ6LPJFV, 5735677]
[paragraph, [790.0, 1696.0, 583.0, 36.0], shoonya_2sRVUKDZ6LPJFV, 5735677]
[paragraph, [790.0, 1732.0, 583.0, 36.0], shoonya_2sRVUKDZ6LPJFV, 5735677]
[paragraph, [790.0, 1768.0, 583.0, 36.0], shoonya_2sRVUKDZ6LPJFV, 5735677]
[paragraph, [193.0, 1538.0, 580.0, 36.0], shoonya_3s5GEYHYWIFDYO, 5735677]
[paragraph, [193.0, 1574.0, 580.0, 36.0], shoonya_3s5GEYHYWIFDYO, 5735677]
[paragraph, [193.0, 1610.0, 580.0, 36.0], shoonya_3s5GEYHYWIFDYO, 5735677]
[paragraph, [193.0, 1646.0, 580.0, 36.0], shoonya_3s5GEYHYWIFDYO, 5735677]
[paragraph, [193.0, 1682.0, 580.0, 36.0], shoonya_3s5GEYHYWIFDYO, 5735677]
[paragraph, [193.0, 1718.0, 580.0, 36.0], shoonya_3s5GEYHYWIFDYO, 5735677]
[paragraph, [193.0, 1754.0, 580.0, 36.0], shoonya_3s5GEYHYWIFDYO, 5735677]
[folio, [191.0, 1824.0, 232.0, 36.0], jr9LpbE0DI, 5735677]
