[1320, 1176]
[folio, [93.0, 55.0, 166.0, 18.0], shoonya_0sZN4MEU2OTT2A, 5693937]
[paragraph, [69.0, 407.0, 348.0, 18.0], jRHtg75lmb, 5693937]
[paragraph, [69.0, 425.0, 348.0, 18.0], jRHtg75lmb, 5693937]
[paragraph, [69.0, 443.0, 348.0, 18.0], jRHtg75lmb, 5693937]
[paragraph, [69.0, 461.0, 348.0, 18.0], jRHtg75lmb, 5693937]
[paragraph, [69.0, 479.0, 348.0, 18.0], jRHtg75lmb, 5693937]
[paragraph, [69.0, 497.0, 348.0, 18.0], jRHtg75lmb, 5693937]
[paragraph, [69.0, 515.0, 348.0, 18.0], jRHtg75lmb, 5693937]
[paragraph, [69.0, 533.0, 348.0, 18.0], jRHtg75lmb, 5693937]
[paragraph, [69.0, 551.0, 348.0, 18.0], jRHtg75lmb, 5693937]
[paragraph, [69.0, 569.0, 348.0, 18.0], jRHtg75lmb, 5693937]
[paragraph, [69.0, 587.0, 348.0, 18.0], jRHtg75lmb, 5693937]
[paragraph, [69.0, 605.0, 348.0, 18.0], jRHtg75lmb, 5693937]
[paragraph, [69.0, 623.0, 348.0, 18.0], jRHtg75lmb, 5693937]
[paragraph, [69.0, 641.0, 348.0, 18.0], jRHtg75lmb, 5693937]
[paragraph, [69.0, 659.0, 348.0, 18.0], jRHtg75lmb, 5693937]
[paragraph, [69.0, 677.0, 348.0, 18.0], jRHtg75lmb, 5693937]
[paragraph, [69.0, 695.0, 348.0, 18.0], jRHtg75lmb, 5693937]
[paragraph, [69.0, 713.0, 348.0, 18.0], jRHtg75lmb, 5693937]
[paragraph, [69.0, 731.0, 348.0, 18.0], jRHtg75lmb, 5693937]
[paragraph, [69.0, 749.0, 348.0, 18.0], jRHtg75lmb, 5693937]
[paragraph, [69.0, 767.0, 348.0, 18.0], jRHtg75lmb, 5693937]
[paragraph, [69.0, 785.0, 348.0, 18.0], jRHtg75lmb, 5693937]
[paragraph, [69.0, 803.0, 348.0, 18.0], jRHtg75lmb, 5693937]
[paragraph, [69.0, 821.0, 348.0, 18.0], jRHtg75lmb, 5693937]
[paragraph, [69.0, 839.0, 348.0, 18.0], jRHtg75lmb, 5693937]
[paragraph, [69.0, 857.0, 348.0, 18.0], jRHtg75lmb, 5693937]
[paragraph, [69.0, 875.0, 348.0, 18.0], jRHtg75lmb, 5693937]
[paragraph, [69.0, 893.0, 348.0, 18.0], jRHtg75lmb, 5693937]
[paragraph, [69.0, 911.0, 348.0, 18.0], jRHtg75lmb, 5693937]
[paragraph, [69.0, 929.0, 348.0, 18.0], jRHtg75lmb, 5693937]
[paragraph, [69.0, 947.0, 348.0, 18.0], jRHtg75lmb, 5693937]
[paragraph, [69.0, 965.0, 348.0, 18.0], jRHtg75lmb, 5693937]
[paragraph, [69.0, 983.0, 348.0, 18.0], jRHtg75lmb, 5693937]
[paragraph, [69.0, 1001.0, 348.0, 18.0], jRHtg75lmb, 5693937]
[paragraph, [431.0, 315.0, 328.0, 18.0], nwD0oAIIn8, 5693937]
[paragraph, [431.0, 333.0, 328.0, 18.0], nwD0oAIIn8, 5693937]
[paragraph, [431.0, 351.0, 328.0, 18.0], nwD0oAIIn8, 5693937]
[paragraph, [431.0, 369.0, 328.0, 18.0], nwD0oAIIn8, 5693937]
[paragraph, [431.0, 387.0, 328.0, 18.0], nwD0oAIIn8, 5693937]
[paragraph, [431.0, 405.0, 328.0, 18.0], nwD0oAIIn8, 5693937]
[paragraph, [431.0, 423.0, 328.0, 18.0], nwD0oAIIn8, 5693937]
[paragraph, [431.0, 441.0, 328.0, 18.0], nwD0oAIIn8, 5693937]
[paragraph, [431.0, 459.0, 328.0, 18.0], nwD0oAIIn8, 5693937]
[paragraph, [431.0, 477.0, 328.0, 18.0], nwD0oAIIn8, 5693937]
[paragraph, [435.0, 515.0, 317.0, 18.0], 9uGQdXW4or, 5693937]
[paragraph, [435.0, 533.0, 317.0, 18.0], 9uGQdXW4or, 5693937]
[paragraph, [435.0, 551.0, 317.0, 18.0], 9uGQdXW4or, 5693937]
[paragraph, [435.0, 569.0, 317.0, 18.0], 9uGQdXW4or, 5693937]
[paragraph, [435.0, 587.0, 317.0, 18.0], 9uGQdXW4or, 5693937]
[paragraph, [435.0, 605.0, 317.0, 18.0], 9uGQdXW4or, 5693937]
[paragraph, [435.0, 623.0, 317.0, 18.0], 9uGQdXW4or, 5693937]
[paragraph, [435.0, 641.0, 317.0, 18.0], 9uGQdXW4or, 5693937]
[paragraph, [435.0, 659.0, 317.0, 18.0], 9uGQdXW4or, 5693937]
[paragraph, [435.0, 677.0, 317.0, 18.0], 9uGQdXW4or, 5693937]
[paragraph, [435.0, 695.0, 317.0, 18.0], 9uGQdXW4or, 5693937]
[paragraph, [435.0, 713.0, 317.0, 18.0], 9uGQdXW4or, 5693937]
[paragraph, [435.0, 731.0, 317.0, 18.0], 9uGQdXW4or, 5693937]
[paragraph, [435.0, 749.0, 317.0, 18.0], 9uGQdXW4or, 5693937]
[paragraph, [435.0, 767.0, 317.0, 18.0], 9uGQdXW4or, 5693937]
[paragraph, [435.0, 785.0, 317.0, 18.0], 9uGQdXW4or, 5693937]
[paragraph, [425.0, 816.0, 323.0, 18.0], X6yLG0sY-i, 5693937]
[paragraph, [425.0, 834.0, 323.0, 18.0], X6yLG0sY-i, 5693937]
[paragraph, [425.0, 852.0, 323.0, 18.0], X6yLG0sY-i, 5693937]
[paragraph, [425.0, 870.0, 323.0, 18.0], X6yLG0sY-i, 5693937]
[paragraph, [425.0, 888.0, 323.0, 18.0], X6yLG0sY-i, 5693937]
[paragraph, [425.0, 906.0, 323.0, 18.0], X6yLG0sY-i, 5693937]
[paragraph, [425.0, 924.0, 323.0, 18.0], X6yLG0sY-i, 5693937]
[paragraph, [425.0, 942.0, 323.0, 18.0], X6yLG0sY-i, 5693937]
[paragraph, [425.0, 960.0, 323.0, 18.0], X6yLG0sY-i, 5693937]
[paragraph, [425.0, 978.0, 323.0, 18.0], X6yLG0sY-i, 5693937]
[paragraph, [425.0, 996.0, 323.0, 18.0], X6yLG0sY-i, 5693937]
[paragraph, [425.0, 1014.0, 323.0, 18.0], X6yLG0sY-i, 5693937]
[paragraph, [425.0, 1032.0, 323.0, 18.0], X6yLG0sY-i, 5693937]
[paragraph, [425.0, 1050.0, 323.0, 18.0], X6yLG0sY-i, 5693937]
[paragraph, [425.0, 1068.0, 323.0, 18.0], X6yLG0sY-i, 5693937]
[paragraph, [425.0, 1086.0, 323.0, 18.0], X6yLG0sY-i, 5693937]
[paragraph, [425.0, 1104.0, 323.0, 18.0], X6yLG0sY-i, 5693937]
[paragraph, [425.0, 1122.0, 323.0, 18.0], X6yLG0sY-i, 5693937]
[paragraph, [425.0, 1140.0, 323.0, 18.0], X6yLG0sY-i, 5693937]
[paragraph, [425.0, 1158.0, 323.0, 18.0], X6yLG0sY-i, 5693937]
[paragraph, [425.0, 1176.0, 323.0, 18.0], X6yLG0sY-i, 5693937]
[paragraph, [425.0, 1194.0, 323.0, 18.0], X6yLG0sY-i, 5693937]
[paragraph, [425.0, 1212.0, 323.0, 18.0], X6yLG0sY-i, 5693937]
[paragraph, [425.0, 1230.0, 323.0, 18.0], X6yLG0sY-i, 5693937]
[paragraph, [91.0, 1022.0, 320.0, 18.0], shoonya_2sXVOLRQZ5U3MO, 5693937]
[paragraph, [91.0, 1040.0, 320.0, 18.0], shoonya_2sXVOLRQZ5U3MO, 5693937]
[paragraph, [91.0, 1058.0, 320.0, 18.0], shoonya_2sXVOLRQZ5U3MO, 5693937]
[paragraph, [91.0, 1076.0, 320.0, 18.0], shoonya_2sXVOLRQZ5U3MO, 5693937]
[paragraph, [91.0, 1094.0, 320.0, 18.0], shoonya_2sXVOLRQZ5U3MO, 5693937]
[paragraph, [91.0, 1112.0, 320.0, 18.0], shoonya_2sXVOLRQZ5U3MO, 5693937]
[paragraph, [91.0, 1130.0, 320.0, 18.0], shoonya_2sXVOLRQZ5U3MO, 5693937]
[paragraph, [91.0, 1148.0, 320.0, 18.0], shoonya_2sXVOLRQZ5U3MO, 5693937]
[paragraph, [91.0, 1166.0, 320.0, 18.0], shoonya_2sXVOLRQZ5U3MO, 5693937]
[paragraph, [91.0, 1184.0, 320.0, 18.0], shoonya_2sXVOLRQZ5U3MO, 5693937]
[paragraph, [91.0, 1202.0, 320.0, 18.0], shoonya_2sXVOLRQZ5U3MO, 5693937]
[paragraph, [91.0, 1220.0, 320.0, 18.0], shoonya_2sXVOLRQZ5U3MO, 5693937]
